playerId,year,school_name,conf_abbr,class,pos,g,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td
eric-metcalf-1,1987,Texas,SWC,,RB,11,223,1161,5.2,10,33,234,7.1,0,256,1395,5.4,10
eric-metcalf-1,1988,Texas,SWC,,RB,10,218,932,4.3,8,42,333,7.9,2,260,1265,4.9,10
terry-metcalf-1,1971,Long Beach State,PCAA,,RB,12,267,1673,6.3,28,15,130,8.7,1,282,1803,6.4,29
terry-metcalf-1,1972,Long Beach State,PCAA,,RB,11,213,759,3.6,16,19,194,10.2,0,232,953,4.1,16
christine-michael-1,2009,Texas A&M,Big 12,FR,RB,12,166,844,5.1,10,15,66,4.4,0,181,910,5.0,10
christine-michael-1,2010,Texas A&M,Big 12,SO,RB,8,126,631,5.0,4,13,174,13.4,0,139,805,5.8,4
christine-michael-1,2011,Texas A&M,Big 12,JR,RB,9,149,899,6.0,8,8,35,4.4,1,157,934,5.9,9
christine-michael-1,2012,Texas A&M,SEC,SR,RB,11,88,417,4.7,12,8,48,6.0,0,96,465,4.8,12
lou-michaels-1,1956,Kentucky,SEC,,OL,,,,,,,,,,0,0,,0
lou-michaels-1,1957,Kentucky,SEC,,OL,10,1,-1,-1.0,,,,,,1,-1,-1.0,0
sony-michel-1,2014,Georgia,SEC,FR,RB,8,64,410,6.4,5,7,106,15.1,1,71,516,7.3,6
sony-michel-1,2015,Georgia,SEC,SO,RB,13,218,1136,5.2,8,26,270,10.4,3,244,1406,5.8,11
sony-michel-1,2016,Georgia,SEC,JR,RB,12,152,840,5.5,4,22,149,6.8,1,174,989,5.7,5
sony-michel-1,2017,Georgia,SEC,SR,RB,14,156,1227,7.9,16,9,96,10.7,1,165,1323,8.0,17
joe-mickles-1,1984,Ole Miss,SEC,,RB,11,42,108,2.6,0,14,93,6.6,0,56,201,3.6,0
joe-mickles-1,1985,Ole Miss,SEC,,RB,11,44,192,4.4,2,10,57,5.7,1,54,249,4.6,3
joe-mickles-1,1986,Ole Miss,SEC,,RB,11,89,359,4.0,0,5,38,7.6,0,94,397,4.2,0
joe-mickles-1,1987,Ole Miss,SEC,,RB,3,25,98,3.9,0,4,19,4.8,0,29,117,4.0,0
joe-mickles-1,1988,Ole Miss,SEC,,RB,11,115,528,4.6,5,21,189,9.0,1,136,717,5.3,6
dave-middleton-1,1952,Auburn,SEC,,RB,10,20,39,2.0,,3,8,2.7,0,23,47,2.0,0
dave-middleton-1,1954,Auburn,SEC,,RB,10,73,482,6.6,4,8,158,19.8,1,81,640,7.9,5
terdell-middleton-1,1973,Memphis,Ind,,RB,11,2,16,8.0,1,1,22,22.0,0,3,38,12.7,1
terdell-middleton-1,1974,Memphis,Ind,,RB,11,108,449,4.2,5,6,61,10.2,0,114,510,4.5,5
