playerId,year,school_name,conf_abbr,class,pos,g,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced
mehdi-abdesmad-1,2011,Boston College,ACC,FR,DL,3,2,1,3,0.0,0.0,0,0,,0,0,0,,,0
mehdi-abdesmad-1,2012,Boston College,ACC,SO,DL,,10,15,25,3.0,0.0,,,,,1,1,5,0,1
mehdi-abdesmad-1,2013,Boston College,ACC,JR,DL,4,8,8,16,3.5,2.0,0,0,,0,0,0,,,0
mehdi-abdesmad-1,2014,Boston College,ACC,SR,DL,2,2,2,4,0.0,0.0,0,0,,0,0,0,,,0
mehdi-abdesmad-1,2015,Boston College,ACC,SR,DL,11,35,14,49,15.0,5.5,0,0,,0,0,0,,,0
hamza-abdullah-1,2004,Washington State,Pac-10,SR,DB,11,,,,,,1,3,3.0,0,,,,,
husain-abdullah-1,2004,Washington State,Pac-10,FR,DB,11,,,,,,1,0,0.0,0,,,,,
husain-abdullah-1,2005,Washington State,Pac-10,SO,DB,10,39,15,54,0.0,0.0,2,9,4.5,0,,,,,
husain-abdullah-1,2006,Washington State,Pac-10,JR,DB,12,40,26,66,2.5,0.0,3,49,16.3,0,,,,,
husain-abdullah-1,2007,Washington State,Pac-10,SR,DB,12,54,39,93,8.5,0.0,4,114,28.5,1,,,,,
dirk-abernathy-1,1977,Bowling Green State,MAC,,DB,12,,,,,,1,4,4.0,0,,,,,
dirk-abernathy-1,1978,Bowling Green State,MAC,,DB,11,,,,,,1,26,26.0,0,,,,,
victor-abiamiri-1,2005,Notre Dame,Ind,JR,DL,12,34,14,48,15.5,8.5,,,,,2,0,0,0,1
victor-abiamiri-1,2006,Notre Dame,Ind,SR,DL,13,25,17,42,15.0,10.5,,,,,0,0,0,0,2
oday-aboushi-1,2011,Virginia,ACC,JR,OL,13,0,1,1,0.0,0.0,0,0,,0,0,0,,,0
oday-aboushi-1,2012,Virginia,ACC,SR,OL,,1,0,1,0.0,0.0,,,,,0,0,0,0,0
clifton-abraham-1,1991,Florida State,Ind,,DB,12,,,,,,2,9,4.5,0,,,,,
clifton-abraham-1,1992,Florida State,ACC,,DB,11,,,,,,3,32,10.7,1,,,,,
clifton-abraham-1,1993,Florida State,ACC,,DB,12,,,,,,1,29,29.0,1,,,,,
clifton-abraham-1,1994,Florida State,ACC,,DB,11,,,,,,2,63,31.5,0,,,,,
robert-abraham-2,1981,North Carolina State,ACC,,LB,11,,,,,,3,41,13.7,0,,,,,
johnathan-abram-1,2015,Georgia,SEC,FR,S,8,11,14,25,1.5,0.0,0,0,,0,0,0,,,0
johnathan-abram-1,2017,Mississippi State,SEC,JR,DB,12,43,28,71,5.0,2.0,0,0,,0,5,0,,,2
johnathan-abram-1,2018,Mississippi State,SEC,SR,S,13,53,46,99,9.0,3.0,2,9,4.5,0,5,1,,,1
kevin-abrams-1,1994,Syracuse,Big East,,DB,11,,,,,,,,,,,,,,
kevin-abrams-1,1995,Syracuse,Big East,,DB,10,,,,,,6,13,2.2,0,,,,,
kevin-abrams-1,1996,Syracuse,Big East,,DB,11,,,,,,,,,,,,,,
emmanuel-acho-1,2008,Texas,Big 12,FR,LB,10,6,0,6,0.0,0.0,0,0,,0,0,0,0,0,1
emmanuel-acho-1,2009,Texas,Big 12,SO,LB,14,36,9,45,9.5,2.0,1,13,13.0,0,,,,,
emmanuel-acho-1,2010,Texas,Big 12,JR,LB,11,45,34,79,8.5,2.5,1,57,57.0,1,,,,,
emmanuel-acho-1,2011,Texas,Big 12,SR,LB,13,55,55,110,14.5,3.0,0,0,,0,6,0,0,0,1
sam-acho-1,2007,Texas,Big 12,FR,DL,10,3,3,6,1.0,1.0,,,,,2,0,0,0,0
sam-acho-1,2008,Texas,Big 12,SO,DL,13,9,5,14,3.0,3.0,,,,,2,0,0,0,1
sam-acho-1,2009,Texas,Big 12,JR,DL,14,42,17,59,13.0,9.0,,,,,3,0,0,0,2
sam-acho-1,2010,Texas,Big 12,SR,DL,12,39,19,58,15.5,8.0,,,,,1,0,0,0,5
kenneth-acker-1,2010,SMU,CUSA,FR,DB,8,0,0,0,0.0,0.0,,,,,0,0,,,0
kenneth-acker-1,2011,SMU,CUSA,SO,DB,13,49,14,63,1.0,0.0,1,-7,-7.0,0,4,0,,,0
kenneth-acker-1,2012,SMU,CUSA,JR,DB,13,38,8,46,1.0,0.0,3,82,27.3,1,,,0,1,
kenneth-acker-1,2013,SMU,American,SR,DB,12,38,8,46,2.5,1.0,3,27,9.0,0,13,0,,,0
andrew-adams-1,2012,Connecticut,Big East,FR,DB,,12,10,22,2.0,0.0,,,,,4,0,0,0,0
andrew-adams-1,2013,Connecticut,American,SO,S,8,28,14,42,0.5,0.0,2,3,1.5,0,4,1,,,0
andrew-adams-1,2014,Connecticut,American,JR,S,12,64,31,95,0.5,0.0,4,104,26.0,0,4,1,,,1
andrew-adams-1,2015,Connecticut,American,SR,S,13,56,47,103,3.5,0.0,3,7,2.3,0,3,0,,,0
blue-adams-1,2001,Cincinnati,CUSA,JR,DB,9,,,,,,2,16,8.0,0,,,,,
blue-adams-1,2002,Cincinnati,CUSA,SR,DB,14,,,,,,6,104,17.3,2,,,,,
gaines-adams-1,2004,Clemson,ACC,SO,DL,11,,,,,,,,,,,,,,
gaines-adams-1,2005,Clemson,ACC,JR,DL,12,26,19,45,11.0,8.5,0,0,,0,5,0,0,0,3
gaines-adams-1,2006,Clemson,ACC,SR,DL,13,33,18,51,16.5,12.5,0,0,,0,6,3,85,1,2
ishmael-adams-1,2012,UCLA,Pac-12,FR,DB,,0,1,1,0.0,0.0,,,,,0,0,0,0,0
ishmael-adams-1,2013,UCLA,Pac-12,FR,CB,13,32,29,61,1.5,0.5,4,52,13.0,0,4,0,,,0
ishmael-adams-1,2014,UCLA,Pac-12,JR,DB,13,30,11,41,1.0,0.0,2,115,57.5,2,4,0,,,0
ishmael-adams-1,2015,UCLA,Pac-12,JR,DB,10,20,15,35,2.0,0.0,2,109,54.5,1,4,0,,,0
ishmael-adams-1,2016,UCLA,Pac-12,SR,WR,11,0,0,0,0.0,0.0,0,0,,0,0,0,,,0
jamal-adams-1,2014,LSU,SEC,FR,S,12,38,28,66,5.0,1.0,0,0,,0,4,0,,,0
jamal-adams-1,2015,LSU,SEC,SO,S,12,48,19,67,5.5,0.0,4,30,7.5,0,6,1,,,1
jamal-adams-1,2016,LSU,SEC,JR,S,12,42,34,76,7.5,1.0,1,0,0.0,0,4,1,,,1
jamar-adams-1,2005,Michigan,Big Ten,SO,DB,12,21,6,27,1.0,0.0,0,0,,0,2,0,0,0,0
jamar-adams-1,2006,Michigan,Big Ten,JR,DB,13,40,7,47,3.0,1.0,1,0,0.0,0,,,,,
jamar-adams-1,2007,Michigan,Big Ten,SR,DB,13,39,53,92,2.5,1.0,3,58,19.3,0,,,,,
johnny-adams-1,2008,Michigan State,Big Ten,FR,DB,12,15,6,21,2.0,0.0,2,40,20.0,1,,,,,
johnny-adams-1,2010,Michigan State,Big Ten,SO,DB,13,34,16,50,2.0,0.0,3,38,12.7,0,7,1,,,1
johnny-adams-1,2011,Michigan State,Big Ten,JR,DB,14,37,14,51,4.0,3.0,3,141,47.0,1,6,0,,,0
johnny-adams-1,2012,Michigan State,Big Ten,SR,DB,12,23,12,35,3.0,1.0,3,11,3.7,0,,,,,
keion-adams-1,2013,Western Michigan,MAC,FR,LB,10,6,17,23,2.5,1.0,0,0,,0,1,1,,,0
keion-adams-1,2014,Western Michigan,MAC,SO,LB,10,6,7,13,2.5,0.5,0,0,,0,0,0,,,0
keion-adams-1,2015,Western Michigan,MAC,JR,DE,10,26,15,41,10.0,5.5,0,0,,0,0,0,,,1
keion-adams-1,2016,Western Michigan,MAC,SR,DE,14,34,15,49,18.0,7.5,0,0,,0,0,1,,,3
keith-adams-1,1999,Clemson,ACC,,LB,,,,,,,0,0,,0,,,,,
keith-adams-1,2000,Clemson,ACC,JR,LB,11,,,,,,1,27,27.0,0,,,,,
kendrick-adams-1,2010,LSU,SEC,JR,DL,12,15,12,27,2.5,1.5,0,0,,0,1,0,,,1
kendrick-adams-1,2011,LSU,SEC,SR,DL,12,10,12,22,6.5,2.5,0,0,,0,1,0,,,0
matthew-adams-1,2014,Houston,American,FR,LB,11,20,17,37,3.5,1.0,0,0,,0,1,0,,,1
matthew-adams-1,2015,Houston,American,SO,LB,10,28,21,49,3.4,2.0,0,0,,0,0,0,,,0
matthew-adams-1,2016,Houston,American,JR,LB,11,57,25,82,7.5,2.0,0,0,,0,0,1,,,2
matthew-adams-1,2017,Houston,American,SR,LB,11,54,34,88,6.5,1.5,0,0,,0,2,1,,,1
montravius-adams-1,2013,Auburn,SEC,FR,DT,11,10,10,20,1.5,1.0,0,0,,0,0,0,,,0
montravius-adams-1,2014,Auburn,SEC,SO,DT,13,26,16,42,7.0,3.0,1,36,36.0,0,0,1,,,0
montravius-adams-1,2015,Auburn,SEC,JR,DT,12,15,27,42,3.0,2.5,0,0,,0,1,0,,,2
montravius-adams-1,2016,Auburn,SEC,SR,DT,13,26,17,43,8.0,4.0,1,7,7.0,0,2,2,,1,1
sam-adams-1,1991,Texas A&M,SWC,,DL,11,,,,,,1,0,0.0,0,,,,,
sam-adams-1,1992,Texas A&M,SWC,,DL,13,,,,,,1,19,19.0,0,,,,,
sam-adams-1,1993,Texas A&M,SWC,,DL,,,,,,,0,0,,0,,,,,
titus-adams-1,2003,Nebraska,Big 12,SO,DL,12,,,,,,2,0,0.0,1,,,,,
titus-adams-1,2005,Nebraska,Big 12,SR,DL,12,26,23,49,4.0,1.5,0,0,,0,2,0,0,0,0
tony-adams-4,2015,North Carolina State,ACC,SO,G,,,,,,,,,,,,,,,
tony-adams-4,2016,North Carolina State,ACC,JR,G,1,0,1,1,0.0,0.0,0,0,,0,0,0,,,0
trey-adams-2,2015,Washington,Pac-12,FR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
trey-adams-2,2016,Washington,Pac-12,SO,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
trey-adams-2,2017,Washington,Pac-12,JR,OL,1,0,0,0,0.0,0.0,0,0,,0,0,0,,,0
vashone-adams-1,1993,Eastern Michigan,MAC,,DB,10,,,,,,3,58,19.3,1,,,,,
vashone-adams-1,1994,Eastern Michigan,MAC,,DB,11,,,,,,2,43,21.5,1,,,,,
levy-adcock-1,2009,Oklahoma State,Big 12,SO,OL,3,1,0,1,0.0,0.0,,,,,0,0,0,0,0
levy-adcock-1,2010,Oklahoma State,Big 12,JR,OL,13,1,0,1,0.0,0.0,,,,,0,0,0,0,0
levy-adcock-1,2011,Oklahoma State,Big 12,,OL,,,,,,,,,,,,,,,
jahleel-addae-1,2009,Central Michigan,MAC,FR,WR,14,14,12,26,0.5,0.5,,,,,,,,,
jahleel-addae-1,2010,Central Michigan,MAC,SO,DB,12,42,38,80,3.5,1.0,,,,,,,,,
jahleel-addae-1,2011,Central Michigan,MAC,JR,DB,12,51,56,107,4.0,0.0,4,28,7.0,0,,,0,1,
jahleel-addae-1,2012,Central Michigan,MAC,SR,DB,13,40,49,89,7.0,2.0,4,46,11.5,0,,,,,
mario-addison-1,2009,Troy,Sun Belt,JR,DL,13,13,10,23,6.0,1.5,,,,,0,0,0,0,0
mario-addison-1,2010,Troy,Sun Belt,SR,DL,12,35,12,47,15.5,10.5,,,,,1,1,13,0,3
paulson-adebo-1,2018,Stanford,Pac-12,SO,CB,13,46,18,64,5.0,0.0,4,45,11.3,0,17,0,,,1
paulson-adebo-1,2019,Stanford,Pac-12,JR,CB,9,23,10,33,0.0,0.0,4,4,1.0,0,10,0,,,0
paulson-adebo-1,2020,Stanford,Pac-12,SR,CB,,,,,,,,,,,,,,,
olasunkanmi-adeniyi-1,2015,Toledo,MAC,FR,DE,2,1,2,3,0.0,0.0,0,0,,0,1,0,,,0
olasunkanmi-adeniyi-1,2016,Toledo,MAC,SO,DE,13,33,16,49,8.0,4.0,0,0,,0,0,0,,,0
olasunkanmi-adeniyi-1,2017,Toledo,MAC,JR,DE,14,34,32,66,20.0,8.5,0,0,,0,1,1,,,3
victor-adeyanju-1,2004,Indiana,Big Ten,JR,DL,11,,,,,,,,,,,1,4,1,
victor-adeyanju-1,2005,Indiana,Big Ten,SR,DL,11,32,15,47,12.0,6.5,,,,,2,0,0,0,1
xavier-adibi-1,2004,Virginia Tech,ACC,FR,LB,7,,,,,,1,0,0.0,0,,,,,
xavier-adibi-1,2005,Virginia Tech,ACC,SO,LB,13,28,41,69,7.0,3.0,2,50,25.0,1,,,,,
xavier-adibi-1,2006,Virginia Tech,ACC,JR,LB,13,29,53,82,6.0,3.0,3,49,16.3,0,,,35,1,
xavier-adibi-1,2007,Virginia Tech,ACC,SR,LB,14,55,60,115,12.0,3.0,2,71,35.5,1,,,,,
jude-adjei-barimah-1,2011,Bowling Green State,MAC,FR,DB,12,12,2,14,0.0,0.0,0,0,,0,0,0,,,0
jude-adjei-barimah-1,2012,Bowling Green State,MAC,SO,DB,13,21,9,30,1.5,0.0,4,25,6.3,0,,,,,
jude-adjei-barimah-1,2013,Bowling Green State,MAC,JR,DB,13,17,7,24,3.0,1.0,0,0,,0,3,0,,,0
jude-adjei-barimah-1,2014,Bowling Green State,MAC,SR,DB,14,56,26,82,4.0,1.5,1,0,0.0,0,11,0,,,2
david-adkins-1,1976,Ohio State,Big Ten,,LB,12,,,,,,1,19,19.0,1,,,,,
david-adkins-1,1977,Ohio State,Big Ten,,LB,12,,,,,,1,0,0.0,0,,,,,
spencer-adkins-1,2005,Miami (FL),ACC,FR,LB,7,1,2,3,0.0,0.0,0,0,,0,0,0,0,0,0
spencer-adkins-1,2006,Miami (FL),ACC,SO,LB,5,2,3,5,1.0,0.0,0,0,,0,0,0,0,0,0
spencer-adkins-1,2007,Miami (FL),ACC,JR,LB,10,23,13,36,3.0,1.0,1,13,13.0,0,,,,,
spencer-adkins-1,2008,Miami (FL),ACC,SR,LB,11,15,5,20,6.0,4.0,0,0,,0,0,0,0,0,0
al-afalava-1,2005,Oregon State,Pac-10,FR,DB,9,19,13,32,0.5,0.0,0,0,,0,0,0,0,0,2
al-afalava-1,2006,Oregon State,Pac-10,SO,DB,14,21,14,35,0.0,0.0,1,26,26.0,0,,,,,
al-afalava-1,2007,Oregon State,Pac-10,JR,DB,13,55,9,64,3.0,1.0,0,0,,0,3,1,33,1,1
al-afalava-1,2008,Oregon State,Pac-10,SR,DB,11,25,11,36,2.0,0.0,2,26,13.0,1,,,,,
torey-agee-1,2013,Vanderbilt,SEC,FR,DT,3,1,3,4,0.0,0.0,0,0,,0,0,0,,,0
torey-agee-1,2014,Vanderbilt,SEC,SO,DL,2,0,4,4,0.0,0.0,0,0,,0,0,0,,,0
torey-agee-1,2015,Vanderbilt,SEC,JR,DL,9,12,5,17,3.0,2.0,0,0,,0,0,0,,,0
torey-agee-1,2016,Vanderbilt,SEC,SR,DL,8,2,7,9,0.0,0.0,0,0,,0,0,0,,,0
mctelvin-agim-1,2016,Arkansas,SEC,FR,DL,9,8,12,20,5.0,2.5,0,0,,0,0,0,,,0
mctelvin-agim-1,2017,Arkansas,SEC,SO,DL,11,15,22,37,7.5,2.5,0,0,,0,3,0,,,2
mctelvin-agim-1,2018,Arkansas,SEC,JR,DL,12,19,26,45,10.0,4.5,0,0,,0,1,1,,,3
mctelvin-agim-1,2019,Arkansas,SEC,SR,DL,11,20,19,39,8.5,5.0,0,0,,0,0,1,,,1
vincent-agnew-1,2007,Central Michigan,MAC,FR,DB,8,3,6,9,0.0,0.0,,,,,0,0,0,0,0
vincent-agnew-1,2008,Central Michigan,MAC,SO,DB,12,24,20,44,0.5,0.0,,,,,2,0,0,0,0
vincent-agnew-1,2009,Central Michigan,MAC,JR,DB,14,20,15,35,0.0,0.0,,,,,5,0,0,0,0
vincent-agnew-1,2010,Central Michigan,MAC,SR,DB,12,48,25,73,4.5,0.0,,,,,6,0,0,0,1
cj-ah-you-1,2005,Oklahoma,Big 12,JR,DL,12,28,17,45,10.0,6.5,,,,,2,0,0,0,3
cj-ah-you-1,2006,Oklahoma,Big 12,SR,DL,14,25,16,41,8.5,4.0,,,,,3,0,0,0,1
danny-aiken-1,2007,Virginia,ACC,FR,OL,12,3,2,5,0.0,0.0,,,,,0,0,0,0,0
danny-aiken-1,2008,Virginia,ACC,SO,OL,12,0,3,3,0.0,0.0,,,,,0,0,0,0,0
danny-aiken-1,2010,Virginia,ACC,SR,OL,12,2,2,4,0.0,0.0,,,,,0,0,0,0,0
hakim-akbar-1,1998,Washington,Pac-10,,DB,11,,,,,,1,17,17.0,0,,,,,
hakim-akbar-1,1999,Washington,Pac-10,,DB,11,,,,,,1,4,4.0,0,,,,,
hakim-akbar-1,2000,Washington,Pac-10,JR,DB,11,,,,,,2,31,15.5,0,,,,,
azeez-al-shaair-1,2015,Florida Atlantic,CUSA,FR,LB,12,50,44,94,7.0,1.5,0,0,,0,2,0,,,1
azeez-al-shaair-1,2016,Florida Atlantic,CUSA,SO,LB,12,56,56,112,11.0,2.0,1,30,30.0,1,0,0,,,0
azeez-al-shaair-1,2017,Florida Atlantic,CUSA,JR,LB,13,71,75,146,10.0,2.5,0,0,,0,4,0,,,0
azeez-al-shaair-1,2018,Florida Atlantic,CUSA,SR,LB,6,24,19,43,3.0,1.5,0,0,,0,0,0,,,0
otaro-alaka-1,2014,Texas A&M,SEC,FR,LB,8,15,11,26,2.0,0.0,0,0,,0,1,0,,,2
otaro-alaka-1,2015,Texas A&M,SEC,SO,LB,3,2,10,12,1.0,0.0,0,0,,0,1,0,,,0
otaro-alaka-1,2016,Texas A&M,SEC,SO,LB,12,24,41,65,7.0,1.0,0,0,,0,1,0,,,1
otaro-alaka-1,2017,Texas A&M,SEC,JR,LB,12,37,41,78,12.0,5.5,1,0,0.0,0,1,0,,,1
otaro-alaka-1,2018,Texas A&M,SEC,SR,LB,12,39,40,79,14.5,4.0,0,0,,0,1,0,,,1
ikaika-alama-francis-1,2005,Hawaii,WAC,JR,DL,12,24,25,49,7.5,5.0,,,,,2,1,0,0,2
ikaika-alama-francis-1,2006,Hawaii,WAC,SR,DL,13,21,18,39,10.0,4.0,,,,,2,0,0,0,1
alex-albright-1,2006,Boston College,ACC,FR,LB,13,11,9,20,3.5,2.0,0,0,,0,2,1,7,0,1
alex-albright-1,2007,Boston College,ACC,SO,LB,12,22,16,38,10.0,8.5,0,0,,0,0,0,0,0,2
alex-albright-1,2008,Boston College,ACC,JR,DL,2,2,2,4,1.0,1.0,0,0,,0,0,0,0,0,0
alex-albright-1,2009,Boston College,ACC,JR,DL,9,20,12,32,8.0,1.0,0,0,,0,1,0,0,0,1
alex-albright-1,2010,Boston College,ACC,SR,DL,8,18,12,30,9.0,3.5,1,22,22.0,0,,,,,
bryson-albright-1,2012,Miami (OH),MAC,FR,DL,,11,8,19,1.5,1.0,,,,,0,0,0,0,0
bryson-albright-1,2013,Miami (OH),MAC,SO,DL,12,24,31,55,11.5,5.0,0,0,,0,1,0,,,0
bryson-albright-1,2014,Miami (OH),MAC,JR,DL,12,33,22,55,8.0,6.5,0,0,,0,1,1,,,1
bryson-albright-1,2015,Miami (OH),MAC,SR,DL,11,30,21,51,12.5,7.0,1,11,11.0,0,3,3,,,1
vince-albritton-1,1983,Washington,Pac-10,,DB,11,,,,,,1,22,22.0,0,,,,,
kevin-aldridge-1,1999,SMU,WAC,,LB,8,,,,,,1,7,7.0,0,,,,,
kevin-aldridge-1,2000,SMU,WAC,JR,DL,12,,,,,,1,12,12.0,0,,,,,
ink-aleaga-1,1994,Washington,Pac-10,,LB,11,,,,,,1,23,23.0,1,,,,,
ink-aleaga-1,1995,Washington,Pac-10,,LB,11,,,,,,3,10,3.3,0,,,,,
ink-aleaga-1,1996,Washington,Pac-10,,LB,11,,,,,,1,0,0.0,0,,,,,
chas-alecxih-1,2008,Pitt,Big East,FR,DL,3,1,0,1,0.0,0.0,0,0,,0,0,0,0,0,0
chas-alecxih-1,2009,Pitt,Big East,SO,DL,12,8,4,12,5.0,4.0,0,0,,0,0,0,0,0,1
chas-alecxih-1,2010,Pitt,Big East,JR,DL,13,28,29,57,9.0,7.5,0,0,,0,3,0,0,0,0
chas-alecxih-1,2011,Pitt,Big East,SR,DL,13,32,25,57,15.5,6.5,1,47,47.0,0,,,,,
adonis-alexander-1,2015,Virginia Tech,ACC,FR,UT,11,37,18,55,0.5,0.0,4,-4,-1.0,0,6,0,,,0
adonis-alexander-1,2016,Virginia Tech,ACC,SO,CB,13,31,12,43,2.0,0.0,2,-1,-0.5,0,7,0,,,0
adonis-alexander-1,2017,Virginia Tech,ACC,JR,CB,8,23,4,27,2.0,1.0,1,18,18.0,0,4,0,,,1
dj-alexander-1,2012,Oregon State,Pac-12,SO,LB,,28,22,50,5.5,0.5,,,,,2,0,0,0,1
dj-alexander-1,2013,Oregon State,Pac-12,JR,LB,9,30,33,63,3.0,2.0,0,0,,0,1,0,,,1
dj-alexander-1,2014,Oregon State,Pac-12,SR,LB,12,47,23,70,12.0,4.0,1,25,25.0,0,0,0,,,0
derrick-alexander-2,1993,Florida State,ACC,,DL,12,,,,,,1,8,8.0,0,,,,,
derrick-alexander-2,1994,Florida State,ACC,,DL,,,,,,,0,0,,0,,,,,
dominique-alexander-1,2013,Oklahoma,Big 12,FR,LB,12,50,30,80,3.5,1.0,0,0,,0,1,0,,,2
dominique-alexander-1,2014,Oklahoma,Big 12,SO,LB,13,49,59,108,7.0,2.5,0,0,,0,0,0,,,1
dominique-alexander-1,2015,Oklahoma,Big 12,JR,LB,13,54,50,104,7.5,1.0,1,0,0.0,0,2,0,,,0
edwin-alexander-1,2016,LSU,SEC,FR,DT,9,6,7,13,0.5,0.0,0,0,,0,0,0,,,0
edwin-alexander-1,2017,LSU,SEC,SO,NT,10,3,14,17,1.0,1.0,0,0,,0,0,0,,,0
edwin-alexander-1,2018,LSU,SEC,JR,NT,10,6,22,28,3.0,1.0,0,0,,0,1,0,,,0
eric-alexander-1,2003,LSU,SEC,SR,LB,14,,,,,,,,,,,1,25,1,
frank-alexander-1,2008,Oklahoma,Big 12,FR,DL,9,11,15,26,5.0,3.5,0,0,,0,1,0,0,0,1
frank-alexander-1,2009,Oklahoma,Big 12,SO,DL,13,17,6,23,7.0,1.5,0,0,,0,2,1,3,1,1
frank-alexander-1,2010,Oklahoma,Big 12,JR,DL,13,20,19,39,13.0,7.0,0,0,,0,3,0,0,0,1
frank-alexander-1,2011,Oklahoma,Big 12,SR,DL,13,35,19,54,19.0,8.5,1,27,27.0,0,,,,,
gerald-alexander-1,2003,Boise State,WAC,FR,DB,13,,,,,,1,0,0.0,0,,,,,
gerald-alexander-1,2004,Boise State,WAC,SO,DB,12,,,,,,5,50,10.0,0,,,,,
gerald-alexander-1,2005,Boise State,WAC,JR,DB,13,35,15,50,2.0,0.0,1,0,0.0,0,,,,,
gerald-alexander-1,2006,Boise State,WAC,SR,DB,13,27,11,38,1.0,0.0,3,24,8.0,0,,,,,
giles-alexander-1,1976,Tulsa,MVC,,DL,12,,,,,,1,10,10.0,0,,,,,
jaire-alexander-1,2015,Louisville,ACC,FR,CB,10,14,5,19,0.0,0.0,1,5,5.0,0,2,0,,,0
jaire-alexander-1,2016,Louisville,ACC,SO,CB,13,31,8,39,1.0,0.0,5,37,7.4,0,9,1,,,1
jaire-alexander-1,2017,Louisville,ACC,JR,CB,6,13,6,19,1.0,0.0,1,0,0.0,0,4,0,,,0
jamaal-alexander-1,1995,Southern Mississippi,Ind,,DB,11,,,,,,1,0,0.0,0,,,,,
jamaal-alexander-1,1996,Southern Mississippi,CUSA,,DB,11,,,,,,4,117,29.3,1,,,,,
jamaal-alexander-1,1997,Southern Mississippi,CUSA,,DB,12,,,,,,2,21,10.5,1,,,,,
kevin-alexander-1,2006,Clemson,ACC,FR,LB,12,7,7,14,1.0,1.0,,,,,0,0,0,0,0
kevin-alexander-1,2007,Clemson,ACC,SO,DL,13,19,11,30,1.0,1.0,,,,,0,0,0,0,0
kevin-alexander-1,2008,Clemson,ACC,JR,DL,13,10,17,27,4.5,0.0,,,,,0,0,0,0,0
kevin-alexander-1,2009,Clemson,ACC,SR,DL,14,34,20,54,6.0,3.5,,,,,2,0,0,0,1
kwon-alexander-1,2012,LSU,SEC,FR,LB,,8,4,12,1.0,0.0,,,,,1,1,15,0,1
kwon-alexander-1,2013,LSU,SEC,SO,LB,13,30,35,65,6.5,0.0,0,0,,0,3,0,,,0
kwon-alexander-1,2014,LSU,SEC,JR,LB,12,40,50,90,7.5,1.5,0,0,,0,1,0,,,2
mackensie-alexander-1,2014,Clemson,ACC,FR,CB,10,15,6,21,2.0,0.0,0,0,,0,6,1,,,0
mackensie-alexander-1,2015,Clemson,ACC,SO,CB,13,18,5,23,2.0,0.0,0,0,,0,5,0,,,0
maurice-alexander-1,2011,Utah State,WAC,JR,LB,12,27,18,45,7.0,3.0,0,0,,0,0,0,,,0
maurice-alexander-1,2013,Utah State,MWC,SR,S,13,39,40,79,9.0,3.5,1,3,3.0,0,6,1,,,1
mister-alexander-1,2009,Florida State,ACC,JR,LB,13,14,3,17,6.0,5.0,,,,,,,,,
mister-alexander-1,2010,Florida State,ACC,SR,LB,14,42,14,56,5.5,1.5,0,0,,0,1,1,11,0,1
rogers-alexander-1,1982,Penn State,Ind,,LB,11,,,,,,1,0,0.0,0,,,,,
rogers-alexander-1,1984,Penn State,Ind,,LB,11,,,,,,1,12,12.0,0,,,,,
rogers-alexander-1,1985,Penn State,Ind,,LB,11,,,,,,3,44,14.7,0,,,,,
rufus-alexander-1,2004,Oklahoma,Big 12,SO,LB,13,,,,,,1,5,5.0,0,,,,,
rufus-alexander-1,2005,Oklahoma,Big 12,JR,LB,12,56,46,102,14.5,5.0,1,0,0.0,0,,,,,
rufus-alexander-1,2006,Oklahoma,Big 12,SR,LB,14,75,43,118,12.0,3.5,1,0,0.0,0,,,,,
zeno-alexander-1,1988,Arizona,Pac-10,,LB,11,,,,,,1,2,2.0,0,,,,,
zeno-alexander-1,1990,Arizona,Pac-10,,LB,11,,,,,,1,8,8.0,0,,,,,
joey-alfieri-1,2015,Stanford,Pac-12,SO,LB,14,22,17,39,7.5,3.5,0,0,,0,0,1,,,0
joey-alfieri-1,2016,Stanford,Pac-12,JR,LB,13,30,21,51,10.5,4.0,2,0,0.0,0,1,0,,,1
joey-alfieri-1,2017,Stanford,Pac-12,SR,LB,11,15,17,32,3.5,2.0,0,0,,0,0,0,,,0
joey-alfieri-1,2018,Stanford,Pac-12,SR,LB,9,20,14,34,4.0,2.5,0,0,,0,3,1,,1,1
jay-alford-1,2003,Penn State,Big Ten,FR,DL,10,,,,,,,,,,,1,9,0,
jay-alford-1,2005,Penn State,Big Ten,SR,DL,12,16,21,37,11.5,8.5,,,,,2,0,0,0,1
jay-alford-1,2006,Penn State,Big Ten,SR,DL,13,23,9,32,14.5,8.0,,,,,1,0,0,0,2
nick-allegretti-1,2015,Illinois,Big Ten,FR,OL,1,0,1,1,0.0,0.0,0,0,,0,0,0,,,0
nick-allegretti-1,2018,Illinois,Big Ten,SR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
antonio-allen-1,2008,South Carolina,SEC,FR,LB,2,3,2,5,0.0,0.0,0,0,,0,0,0,0,0,0
antonio-allen-1,2009,South Carolina,SEC,SO,LB,12,22,13,35,0.0,0.0,,,,,,,,,
antonio-allen-1,2010,South Carolina,SEC,JR,DB,12,38,32,70,10.5,2.5,1,37,37.0,1,,,,,
antonio-allen-1,2011,South Carolina,SEC,SR,DB,12,55,33,88,9.5,1.0,3,44,14.7,1,,,25,1,
