playerId,year,school_name,conf_abbr,class,pos,g,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced
bj-dubose-1,2012,Louisville,Big East,SO,DL,,5,10,15,0.5,0.0,,,,,1,0,0,0,0
bj-dubose-1,2013,Louisville,American,JR,DT,8,4,12,16,5.0,2.0,0,0,,0,0,1,,,0
bj-dubose-1,2014,Louisville,ACC,SR,DT,12,22,19,41,7.5,4.0,0,0,,0,1,1,,,0
clifton-duck-1,2016,Appalachian State,Sun Belt,FR,DB,13,43,14,57,2.5,0.0,5,52,10.4,1,8,0,,,0
clifton-duck-1,2017,Appalachian State,Sun Belt,SO,DB,12,36,14,50,3.0,1.0,6,103,17.2,0,6,0,,,0
clifton-duck-1,2018,Appalachian State,Sun Belt,JR,DB,13,28,23,51,3.0,0.0,1,0,0.0,0,5,0,,,0
elvis-dumervil-1,2005,Louisville,Big East,SR,DL,12,36,27,63,22.0,20.0,1,9,9.0,0,,,,,
jim-dumont-2,1979,Rutgers,Ind,,LB,11,,,,,,2,16,8.0,0,,,,,
jim-dumont-2,1981,Rutgers,Ind,,LB,11,,,,,,3,33,11.0,0,,,,,
jim-dumont-2,1982,Rutgers,Ind,,LB,11,,,,,,1,5,5.0,0,,,,,
jim-dumont-2,1983,Rutgers,Ind,,LB,11,,,,,,2,8,4.0,0,,,,,
jamie-duncan-1,1995,Vanderbilt,SEC,,LB,11,,,,,,1,4,4.0,0,,,,,
jamie-duncan-1,1997,Vanderbilt,SEC,,LB,11,,,,,,1,12,12.0,0,,,,,
carlos-dunlap-1,2007,Florida,SEC,FR,DL,12,6,1,7,2.0,1.0,0,0,,0,1,0,0,0,1
carlos-dunlap-1,2008,Florida,SEC,SO,DL,14,21,18,39,13.5,9.5,,,,,,,,,
carlos-dunlap-1,2009,Florida,SEC,JR,DL,13,29,9,38,10.5,9.0,0,0,,0,6,0,0,0,0
jaylen-dunlap-1,2013,Illinois,Big Ten,FR,DB,11,18,8,26,1.0,0.0,0,0,,0,2,0,,,0
jaylen-dunlap-1,2015,Illinois,Big Ten,SO,DB,4,5,1,6,0.0,0.0,0,0,,0,0,0,,,0
jaylen-dunlap-1,2016,Illinois,Big Ten,JR,DB,12,41,21,62,4.5,0.0,0,0,,0,11,1,,,0
jaylen-dunlap-1,2017,Illinois,Big Ten,SR,DB,9,19,10,29,0.5,0.0,1,0,0.0,0,5,0,,,1
brandon-dunn-1,2011,Louisville,Big East,SO,DL,12,6,10,16,1.5,0.0,0,0,,0,0,0,,,0
brandon-dunn-1,2012,Louisville,Big East,JR,DL,,16,12,28,2.0,2.0,,,,,2,0,0,0,0
brandon-dunn-1,2013,Louisville,American,SR,DT,12,25,18,43,4.0,1.0,0,0,,0,0,1,,,0
casey-dunn-1,2017,Auburn,SEC,SR,OL,2,1,1,2,0.0,0.0,0,0,,0,0,0,,,0
mike-dunn-2,2014,Maryland,Big Ten,SO,OL,2,3,0,3,0.0,0.0,0,0,,0,0,0,,,0
mike-dunn-2,2015,Maryland,Big Ten,JR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
mike-dunn-2,2016,Maryland,Big Ten,SR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
alvin-dupree-1,2011,Kentucky,SEC,FR,LB,12,12,9,21,2.5,2.5,0,0,,0,2,1,,,0
alvin-dupree-1,2012,Kentucky,SEC,SO,LB,,54,37,91,12.5,6.5,,,,,1,0,0,0,0
alvin-dupree-1,2013,Kentucky,SEC,JR,DE,11,34,27,61,9.5,7.0,0,0,,0,1,0,,,2
alvin-dupree-1,2014,Kentucky,SEC,SR,DE,12,46,28,74,15.0,9.5,1,6,6.0,1,1,0,,,3
ryan-durand-1,2008,Syracuse,Big East,SR,OL,12,1,0,1,0.0,0.0,,,,,0,0,0,0,0
yasir-durant-1,2018,Missouri,SEC,JR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
dechane-durante-1,2011,Northern Illinois,MAC,FR,DB,14,34,23,57,4.0,0.5,3,47,15.7,1,4,0,,,0
dechane-durante-1,2012,Northern Illinois,MAC,SO,DB,9,22,16,38,1.5,0.0,1,0,0.0,0,,,,,
dechane-durante-1,2013,Northern Illinois,MAC,JR,S,14,31,23,54,0.0,0.0,3,72,24.0,0,5,0,,,2
dechane-durante-1,2014,Northern Illinois,MAC,SR,S,14,55,32,87,0.5,0.0,4,40,10.0,0,3,1,,,0
allan-durden-1,1983,Arizona,Pac-10,,DB,11,,,,,,1,1,1.0,0,,,,,
allan-durden-1,1984,Arizona,Pac-10,,DB,11,,,,,,6,108,18.0,1,,,,,
allan-durden-1,1985,Arizona,Pac-10,,DB,11,,,,,,6,42,7.0,0,,,,,
james-durham-1,1982,Houston,SWC,,DB,11,,,,,,1,37,37.0,0,,,,,
dusty-dvoracek-1,2005,Oklahoma,Big 12,SR,LB,12,17,22,39,13.5,4.0,1,6,6.0,0,,,,,
tony-dye-1,2008,UCLA,Pac-10,FR,DB,11,9,6,15,0.0,0.0,0,0,,0,0,0,0,0,0
tony-dye-1,2009,UCLA,Pac-10,SO,DB,13,48,25,73,0.0,0.0,0,0,,0,2,1,28,1,0
tony-dye-1,2010,UCLA,Pac-10,JR,DB,12,59,37,96,3.5,0.0,1,0,0.0,0,9,0,,,0
tony-dye-1,2011,UCLA,Pac-12,SR,DB,5,10,13,23,0.5,0.0,0,0,,0,0,0,,,0
troy-dye-1,2016,Oregon,Pac-12,FR,LB,10,56,35,91,12.0,5.5,1,4,4.0,0,1,0,,,0
troy-dye-1,2017,Oregon,Pac-12,SO,LB,13,62,45,107,14.0,4.0,1,5,5.0,0,4,1,,1,1
troy-dye-1,2018,Oregon,Pac-12,JR,LB,12,64,45,109,6.0,1.0,1,0,0.0,0,5,0,,,1
troy-dye-1,2019,Oregon,Pac-12,SR,LB,13,52,32,84,9.5,2.5,2,1,0.5,0,4,0,,,2
keilen-dykes-1,2005,West Virginia,Big East,SO,DL,12,16,12,28,7.5,4.5,0,0,,0,1,0,0,0,0
keilen-dykes-1,2006,West Virginia,Big East,JR,DL,13,14,18,32,5.5,3.0,0,0,,0,0,0,0,0,0
keilen-dykes-1,2007,West Virginia,Big East,SR,DL,13,18,14,32,4.0,3.0,1,19,19.0,1,,,,,
andre-dyson-1,1998,Utah,WAC,,DB,10,,,,,,3,0,0.0,0,,,,,
andre-dyson-1,1999,Utah,MWC,,DB,11,,,,,,6,57,9.5,1,,,,,
andre-dyson-1,2000,Utah,MWC,SR,DB,11,,,,,,4,115,28.8,3,,,30,1,
jeff-dziama-1,1977,Boston College,Ind,,LB,11,,,,,,2,11,5.5,0,,,,,
jeff-dziama-1,1978,Boston College,Ind,,LB,11,,,,,,1,0,0.0,0,,,,,
jeff-dziama-1,1979,Boston College,Ind,,LB,11,,,,,,3,21,7.0,0,,,,,
kony-ealy-1,2011,Missouri,Big 12,FR,DL,13,7,9,16,3.0,1.0,0,0,,0,0,0,,,1
kony-ealy-1,2012,Missouri,SEC,SO,DL,,18,19,37,10.0,3.5,,,,,7,0,0,0,1
kony-ealy-1,2013,Missouri,SEC,JR,DL,14,31,12,43,15.0,9.0,1,49,49.0,1,6,1,,,4
glenn-earl-1,2000,Notre Dame,Ind,SO,DB,11,,,,,,1,0,0.0,0,,,,,
glenn-earl-1,2002,Notre Dame,Ind,SR,DB,13,,,,,,2,9,4.5,0,,,,,
glenn-earl-1,2003,Notre Dame,Ind,SR,DB,12,,,,,,1,0,0.0,0,,,,,
dominique-easley-1,2010,Florida,SEC,FR,DL,5,1,3,4,0.0,0.0,0,0,,0,0,0,,,0
dominique-easley-1,2011,Florida,SEC,SO,DL,12,17,20,37,7.5,1.5,,,,,0,0,,,0
dominique-easley-1,2012,Florida,SEC,JR,DL,,16,10,26,8.5,4.0,0,0,,0,1,1,1,0,0
dominique-easley-1,2013,Florida,SEC,SR,DL,3,4,1,5,2.0,0.0,0,0,,0,0,0,,,0
ricky-easmon-1,1981,Florida,SEC,,WR,3,,,,,,,,,,,,,,
ricky-easmon-1,1983,Florida,SEC,,DB,11,,,,,,1,0,0.0,0,,,,,
ricky-easmon-1,1984,Florida,SEC,,DB,11,,,,,,4,12,3.0,0,,,,,
calvin-eason-1,1980,Houston,SWC,,DB,11,,,,,,3,50,16.7,0,,,,,
calvin-eason-1,1981,Houston,SWC,,DB,11,,,,,,5,107,21.4,0,,,,,
calvin-eason-1,1982,Houston,SWC,,DB,11,,,,,,4,37,9.3,0,,,,,
nijrell-eason-1,1999,Arizona State,Pac-10,,DB,12,,,,,,1,8,8.0,0,,,,,
nijrell-eason-1,2000,Arizona State,Pac-10,SR,DB,12,,,,,,5,39,7.8,0,,,,,
andrew-east-1,2011,Vanderbilt,SEC,FR,LB,13,2,1,3,0.0,0.0,,,,,0,0,,,0
andrew-east-1,2012,Vanderbilt,SEC,SO,LB,,3,0,3,0.0,0.0,0,0,,0,0,0,0,0,0
andrew-east-1,2013,Vanderbilt,SEC,JR,LS,4,2,2,4,0.0,0.0,0,0,,0,0,0,,,0
andrew-east-1,2014,Vanderbilt,SEC,SR,LS,3,1,2,3,0.0,0.0,0,0,,0,0,0,,,0
quinterrius-eatmon-1,2012,South Florida,Big East,SO,OL,,1,0,1,0.0,0.0,,,,,0,0,0,0,0
nate-ebner-1,2009,Ohio State,Big Ten,FR,DB,12,5,2,7,0.0,0.0,,,,,0,0,0,0,0
nate-ebner-1,2010,Ohio State,Big Ten,SO,DB,12,6,6,12,0.0,0.0,,,,,0,0,0,0,0
nate-ebner-1,2011,Ohio State,Big Ten,SR,DB,12,7,4,11,1.0,1.0,,,,,0,0,0,0,0
brandin-echols-1,2019,Kentucky,SEC,JR,DB,13,43,11,54,2.5,1.0,0,0,,0,9,0,,,2
brandin-echols-1,2020,Kentucky,SEC,SR,DB,11,39,15,54,2.0,0.0,1,7,7.0,0,2,0,,,0
mike-echols-1,1998,Wisconsin,Big Ten,,DB,12,,,,,,3,0,0.0,0,,,,,
mike-echols-1,1999,Wisconsin,Big Ten,,DB,11,,,,,,1,0,0.0,0,,,,,
mike-echols-1,2000,Wisconsin,Big Ten,JR,DB,12,,,,,,5,110,22.0,1,,,,,
mike-echols-1,2001,Wisconsin,Big Ten,SR,DB,12,,,,,,3,1,0.3,0,,,,,
robert-eddins-1,2007,Ball State,MAC,SO,DL,8,2,2,4,1.0,0.0,0,0,,0,0,0,0,0,0
robert-eddins-1,2008,Ball State,MAC,SO,DL,14,24,21,45,6.5,4.0,0,0,,0,3,0,0,0,1
robert-eddins-1,2009,Ball State,MAC,JR,DL,12,25,30,55,13.5,7.0,,,,,,,,,
robert-eddins-1,2010,Ball State,MAC,SR,DL,12,31,32,63,13.0,6.0,0,0,,0,0,0,0,0,3
kasim-edebali-1,2010,Boston College,ACC,FR,DL,13,7,6,13,1.5,0.0,0,0,,0,1,0,,,0
kasim-edebali-1,2011,Boston College,ACC,SO,DL,12,13,14,27,0.5,0.0,0,0,,0,5,0,,,0
kasim-edebali-1,2012,Boston College,ACC,JR,DL,,32,27,59,7.5,1.5,,,,,4,0,0,0,1
kasim-edebali-1,2013,Boston College,ACC,SR,DE,13,37,31,68,15.0,8.5,0,0,,0,4,2,,,4
david-edeen-1,1988,Wyoming,WAC,,DL,13,,,,,,2,87,43.5,1,,,,,
steve-edmond-1,2012,Texas,Big 12,SO,LB,13,49,33,82,4.5,1.0,1,22,22.0,1,,,,,
steve-edmond-1,2013,Texas,Big 12,JR,LB,11,36,34,70,2.5,2.0,2,6,3.0,0,5,0,,,0
steve-edmond-1,2014,Texas,Big 12,SR,LB,13,69,43,112,11.5,5.5,0,0,,0,2,0,,,1
chris-edmonds-1,1998,West Virginia,Big East,,LB,12,,,,,,1,0,0.0,0,,,,,
chris-edmonds-1,1999,West Virginia,Big East,,LB,11,,,,,,3,10,3.3,0,,,,,
chris-edmonds-1,2000,West Virginia,Big East,SR,LB,11,,,,,,4,38,9.5,0,,,,,
terrell-edmunds-1,2015,Virginia Tech,ACC,FR,UT,11,16,18,34,1.5,0.0,0,0,,0,7,1,,,0
terrell-edmunds-1,2016,Virginia Tech,ACC,SO,LB,14,52,49,101,4.5,0.0,4,28,7.0,0,3,1,,,1
terrell-edmunds-1,2017,Virginia Tech,ACC,JR,S,10,33,28,61,2.5,1.5,2,70,35.0,0,4,0,,,0
tremaine-edmunds-1,2015,Virginia Tech,ACC,FR,LB,6,6,5,11,2.5,0.0,0,0,,0,0,0,,,0
tremaine-edmunds-1,2016,Virginia Tech,ACC,SO,LB,13,49,45,94,16.5,4.5,1,9,9.0,0,3,1,,,0
tremaine-edmunds-1,2017,Virginia Tech,ACC,JR,LB,13,57,51,108,14.0,5.5,0,0,,0,2,0,,,3
brad-edwards-1,1985,South Carolina,Ind,,DB,11,,,,,,,,,,,,,,
brad-edwards-1,1986,South Carolina,Ind,,DB,11,,,,,,2,74,37.0,1,,,,,
brad-edwards-1,1987,South Carolina,Ind,,DB,12,,,,,,8,132,16.5,0,,,,,
david-edwards-3,2015,Wisconsin,Big Ten,FR,TE,,,,,,,,,,,,,,,
david-edwards-3,2016,Wisconsin,Big Ten,FR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
david-edwards-3,2018,Wisconsin,Big Ten,JR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
devon-edwards-1,2013,Duke,ACC,FR,CB,12,37,27,64,0.5,0.0,3,78,26.0,2,6,0,,,0
devon-edwards-1,2014,Duke,ACC,SO,S,13,77,56,133,7.5,4.5,1,13,13.0,0,8,0,,,5
devon-edwards-1,2015,Duke,ACC,JR,S,13,51,51,102,3.0,1.0,1,24,24.0,0,6,0,,,0
devon-edwards-1,2016,Duke,ACC,SR,CB,4,18,11,29,3.0,3.0,0,0,,0,1,0,,,1
kalimba-edwards-1,2000,South Carolina,SEC,JR,LB,12,,,,,,1,81,81.0,1,,,,,
kip-edwards-1,2009,Missouri,Big 12,FR,DB,13,15,5,20,0.0,0.0,1,10,10.0,0,,,,,
kip-edwards-1,2010,Missouri,Big 12,SO,DB,13,25,11,36,5.0,1.0,1,49,49.0,0,5,0,,,0
kip-edwards-1,2011,Missouri,Big 12,JR,DB,11,38,17,55,0.5,0.0,1,0,0.0,0,3,0,,,2
kip-edwards-1,2012,Missouri,SEC,SR,DB,12,34,12,46,6.0,0.0,2,31,15.5,0,,,,,
lavar-edwards-1,2009,LSU,SEC,FR,DL,12,9,14,23,4.5,2.5,0,0,,0,2,0,0,0,1
lavar-edwards-1,2010,LSU,SEC,SO,DL,13,9,12,21,4.0,2.5,1,17,17.0,0,1,1,29,1,1
lavar-edwards-1,2011,LSU,SEC,JR,DL,14,9,17,26,4.5,1.0,0,0,,0,2,1,,,0
lavar-edwards-1,2012,LSU,SEC,SR,DL,13,14,12,26,7.0,4.5,1,23,23.0,1,,,,,
mike-edwards-8,2015,Kentucky,SEC,FR,S,9,25,14,39,2.0,0.0,1,20,20.0,1,2,0,,,1
mike-edwards-8,2016,Kentucky,SEC,SO,S,13,56,44,100,5.5,0.5,3,46,15.3,0,8,0,,,0
mike-edwards-8,2017,Kentucky,SEC,JR,S,13,53,43,96,4.0,1.0,4,1,0.3,0,7,0,,,0
mike-edwards-8,2018,Kentucky,SEC,SR,S,13,56,26,82,9.5,0.0,2,79,39.5,1,6,1,,,1
ray-edwards-1,2004,Purdue,Big Ten,SO,DL,12,,,,,,0,0,,0,,1,4,0,
ray-edwards-1,2005,Purdue,Big Ten,JR,DL,11,22,6,28,11.0,5.5,1,0,0.0,0,,,,,
saqwan-edwards-1,2012,New Mexico,MWC,SO,WR,8,1,0,1,0.0,0.0,,,,,,,,,
saqwan-edwards-1,2013,New Mexico,MWC,JR,CB,11,27,15,42,2.0,2.0,1,12,12.0,0,4,3,,,0
saqwan-edwards-1,2014,New Mexico,MWC,SR,CB,11,30,12,42,3.5,0.0,2,38,19.0,0,9,0,,,0
tj-edwards-3,2015,Wisconsin,Big Ten,FR,LB,13,41,43,84,6.5,0.0,0,0,,0,4,0,,,1
tj-edwards-3,2016,Wisconsin,Big Ten,SO,LB,13,48,41,89,8.5,3.0,3,0,0.0,0,2,0,,,0
tj-edwards-3,2017,Wisconsin,Big Ten,JR,LB,14,53,28,81,11.0,2.0,4,63,15.8,1,7,0,,,0
tj-edwards-3,2018,Wisconsin,Big Ten,SR,LB,13,73,39,112,11.5,3.0,3,31,10.3,0,2,1,,,0
zach-edwards-1,2013,Cincinnati,American,FR,S,13,43,30,73,2.5,0.0,2,20,10.0,0,7,1,,,1
zach-edwards-1,2014,Cincinnati,American,SO,S,13,67,55,122,3.5,0.0,2,14,7.0,0,6,0,,,1
zach-edwards-1,2015,Cincinnati,American,JR,S,13,63,30,93,4.5,0.0,3,29,9.7,0,8,0,,,1
zach-edwards-1,2016,Cincinnati,American,SR,S,10,55,38,93,4.5,1.0,1,6,6.0,0,5,0,,,0
mario-edwards-jr-1,2012,Florida State,ACC,FR,DL,,8,9,17,2.5,1.5,,,,,1,0,0,0,0
mario-edwards-jr-1,2013,Florida State,ACC,SO,DE,12,21,13,34,9.5,3.5,1,4,4.0,0,1,2,37,1,1
mario-edwards-jr-1,2014,Florida State,ACC,JR,DE,12,25,19,44,11.0,3.0,0,0,,0,5,0,0,0,2
emeke-egbule-1,2015,Houston,American,FR,LB,8,9,2,11,1.0,1.0,0,0,,0,0,1,,,0
emeke-egbule-1,2016,Houston,American,SO,LB,10,14,8,22,0.0,0.0,0,0,,0,1,1,,1,0
emeke-egbule-1,2017,Houston,American,JR,LB,12,36,24,60,6.5,2.0,0,0,,0,0,1,,,0
emeke-egbule-1,2018,Houston,American,SR,LB,13,39,30,69,5.5,2.0,1,0,0.0,0,4,4,,1,2
chuck-ehin-1,1982,Brigham Young,WAC,,DL,11,,,,,,1,0,0.0,0,,,,,
parker-ehinger-1,2015,Cincinnati,American,SR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
deandre-eiland-1,2000,South Carolina,SEC,FR,DB,12,,,,,,2,12,6.0,0,,,,,
deandre-eiland-1,2001,South Carolina,SEC,SO,DB,11,,,,,,2,31,15.5,0,,,,,
deandre-eiland-1,2002,South Carolina,SEC,JR,DB,12,,,,,,1,69,69.0,1,,,,,
deandre-eiland-1,2003,South Carolina,SEC,SR,DB,12,,,,,,2,19,9.5,0,,,,,
duke-ejiofor-1,2014,Wake Forest,ACC,FR,DE,8,10,2,12,2.0,2.0,0,0,,0,1,0,,,0
duke-ejiofor-1,2015,Wake Forest,ACC,SO,DL,6,13,15,28,7.5,4.5,0,0,,0,0,0,,,0
duke-ejiofor-1,2016,Wake Forest,ACC,JR,DL,13,30,20,50,17.0,10.5,1,1,1.0,0,4,2,,,2
duke-ejiofor-1,2017,Wake Forest,ACC,SR,DL,11,27,16,43,17.0,7.0,0,0,,0,1,0,,,2
ken-ekanem-1,2013,Virginia Tech,ACC,FR,DE,2,1,2,3,0.0,0.0,0,0,,0,0,0,,,0
ken-ekanem-1,2014,Virginia Tech,ACC,SO,DE,13,27,27,54,15.5,10.5,0,0,,0,1,0,,,1
ken-ekanem-1,2015,Virginia Tech,ACC,JR,DE,13,17,21,38,8.5,4.5,0,0,,0,3,0,,,1
ken-ekanem-1,2016,Virginia Tech,ACC,SR,DE,13,20,16,36,10.0,7.5,0,0,,0,2,0,,,0
hendrick-ekpe-1,2013,Minnesota,Big Ten,FR,DL,8,13,2,15,2.0,0.0,0,0,,0,0,0,,,0
hendrick-ekpe-1,2014,Minnesota,Big Ten,SO,DL,6,9,5,14,3.0,1.5,0,0,,0,0,0,,,0
hendrick-ekpe-1,2015,Minnesota,Big Ten,JR,DL,8,4,7,11,2.5,2.5,0,0,,0,2,1,,,0
hendrick-ekpe-1,2016,Minnesota,Big Ten,SR,DL,12,17,12,29,8.5,4.5,0,0,,0,0,0,,,2
ifo-ekpre-olomu-1,2011,Oregon,Pac-12,FR,DB,14,23,11,34,0.5,0.0,,,,,8,0,,,0
ifo-ekpre-olomu-1,2012,Oregon,Pac-12,SO,DB,13,44,19,63,0.0,0.0,4,54,13.5,1,,,,,
ifo-ekpre-olomu-1,2013,Oregon,Pac-12,JR,CB,13,54,30,84,5.0,0.0,3,0,0.0,0,6,0,,,1
ifo-ekpre-olomu-1,2014,Oregon,Pac-12,SR,CB,13,43,20,63,1.0,0.0,2,31,15.5,0,9,0,,,1
daniel-ekuale-1,2014,Washington State,Pac-12,FR,DL,7,6,3,9,3.0,1.0,0,0,,0,0,0,,,0
daniel-ekuale-1,2015,Washington State,Pac-12,SO,DL,9,18,4,22,5.0,0.0,0,0,,0,0,0,,,1
daniel-ekuale-1,2016,Washington State,Pac-12,JR,DL,11,14,9,23,2.5,1.0,0,0,,0,0,0,,,0
daniel-ekuale-1,2017,Washington State,Pac-12,SR,DL,10,8,9,17,3.5,1.0,0,0,,0,0,0,,,1
matt-elam-1,2010,Florida,SEC,FR,DB,13,16,6,22,1.5,1.0,,,,,,,,,
matt-elam-1,2011,Florida,SEC,SO,DB,13,50,28,78,11.0,2.0,2,18,9.0,0,,,,,
matt-elam-1,2012,Florida,SEC,JR,DB,13,58,18,76,11.0,2.0,4,73,18.3,0,,,,,
chaz-elder-1,2013,South Carolina,SEC,FR,S,11,20,9,29,0.5,0.0,1,12,12.0,0,1,1,,,0
chaz-elder-1,2014,South Carolina,SEC,SO,S,9,15,7,22,0.0,0.0,0,0,,0,0,0,,,0
chaz-elder-1,2015,South Carolina,SEC,JR,S,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
chaz-elder-1,2016,South Carolina,SEC,SR,DB,6,13,5,18,0.0,0.0,0,0,,0,2,0,,,0
corn-elder-1,2013,Miami (FL),ACC,FR,DB,6,6,1,7,0.0,0.0,0,0,,0,0,0,,,0
corn-elder-1,2014,Miami (FL),ACC,SO,DB,12,25,9,34,3.0,1.0,0,0,,0,4,3,,,0
corn-elder-1,2015,Miami (FL),ACC,JR,DB,12,31,10,41,4.0,2.0,2,47,23.5,0,11,1,,,0
corn-elder-1,2016,Miami (FL),ACC,SR,DB,13,55,21,76,4.5,3.0,1,2,2.0,0,12,1,,,1
jake-eldrenkamp-1,2015,Washington,Pac-12,SR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
pat-elfein-1,2015,Ohio State,Big Ten,JR,OL,1,1,0,1,0.0,0.0,0,0,,0,0,0,,,0
mike-elgin-1,2006,Iowa,Big Ten,SR,OL,13,2,0,2,0.0,0.0,,,,,0,0,0,0,0
ukeme-eligwe-1,2013,Florida State,ACC,FR,LB,10,16,6,22,3.0,2.0,0,0,,0,0,0,,,0
ukeme-eligwe-1,2014,Florida State,ACC,SO,LB,1,0,2,2,0.0,0.0,0,0,,0,0,0,,,0
ukeme-eligwe-1,2015,Georgia Southern,Sun Belt,JR,LB,,,,,,,,,,,,,,,
ukeme-eligwe-1,2016,Georgia Southern,Sun Belt,JR,LB,10,61,36,97,7.5,2.5,1,0,0.0,0,3,1,,1,2
dannell-ellerbe-1,2005,Georgia,SEC,FR,LB,10,10,4,14,2.0,2.0,1,9,9.0,0,,,,,
dannell-ellerbe-1,2006,Georgia,SEC,SO,LB,10,4,3,7,0.0,0.0,0,0,,0,0,0,0,0,0
dannell-ellerbe-1,2007,Georgia,SEC,JR,LB,13,53,40,93,12.0,4.5,1,0,0.0,0,,,,,
dannell-ellerbe-1,2008,Georgia,SEC,SR,LB,10,17,16,33,6.0,2.0,1,0,0.0,0,,,,,
emmanuel-ellerbee-1,2014,Rice,CUSA,FR,LB,7,7,4,11,0.0,0.0,0,0,,0,2,0,,,0
emmanuel-ellerbee-1,2015,Rice,CUSA,SO,LB,5,4,3,7,0.5,0.0,0,0,,0,0,2,,,0
emmanuel-ellerbee-1,2016,Rice,CUSA,JR,LB,4,17,9,26,1.5,1.5,1,0,0.0,0,0,0,,,0
emmanuel-ellerbee-1,2017,Rice,CUSA,SR,LB,10,57,38,95,6.0,1.5,0,0,,0,2,1,,,0
deandre-elliott-1,2012,Colorado State,MWC,SO,DB,11,24,9,33,2.0,0.0,2,76,38.0,1,,,,,
deandre-elliott-1,2013,Colorado State,MWC,SO,DB,11,24,5,29,0.0,0.0,1,0,0.0,0,10,1,,,0
deandre-elliott-1,2014,Colorado State,MWC,JR,DB,11,23,7,30,2.0,0.0,2,0,0.0,0,6,0,,,0
deandre-elliott-1,2015,Colorado State,MWC,SR,DB,10,21,11,32,0.0,0.0,2,48,24.0,0,5,0,,,0
deshon-elliott-1,2015,Texas,Big 12,FR,S,5,10,2,12,0.0,0.0,2,5,2.5,0,0,0,,,0
deshon-elliott-1,2016,Texas,Big 12,SO,S,9,24,6,30,3.0,1.0,1,24,24.0,0,4,2,,,0
deshon-elliott-1,2017,Texas,Big 12,JR,DB,12,50,13,63,8.5,1.5,6,127,21.2,2,9,1,,,3
jalen-elliott-1,2016,Notre Dame,Ind,FR,S,5,7,6,13,0.0,0.0,0,0,,0,0,0,,,0
jalen-elliott-1,2017,Notre Dame,Ind,SO,S,13,24,19,43,0.0,0.0,0,0,,0,2,0,,,0
jalen-elliott-1,2018,Notre Dame,Ind,JR,S,13,36,31,67,1.0,0.5,4,66,16.5,0,7,0,,,1
jalen-elliott-1,2019,Notre Dame,Ind,SR,S,13,29,20,49,0.0,0.0,2,2,1.0,0,2,0,,,0
javien-elliott-1,2015,Florida State,ACC,SR,DB,10,29,8,37,4.0,1.0,1,4,4.0,0,3,0,,,2
jayrone-elliott-1,2010,Toledo,MAC,FR,DL,8,2,3,5,0.0,0.0,0,0,,0,1,0,,,0
jayrone-elliott-1,2011,Toledo,MAC,SO,DL,13,13,18,31,1.5,1.0,1,7,7.0,0,1,0,,,1
jayrone-elliott-1,2012,Toledo,MAC,JR,DL,,12,6,18,7.0,6.0,0,0,,0,0,0,0,0,1
jayrone-elliott-1,2013,Toledo,MAC,SR,DE,12,43,27,70,14.0,9.0,0,0,,0,2,1,,,5
jordan-elliott-1,2016,Texas,Big 12,FR,DL,4,4,4,8,1.5,0.0,0,0,,0,0,0,,,0
jordan-elliott-1,2018,Missouri,SEC,SO,DL,10,17,7,24,8.0,3.0,0,0,,0,1,0,,,1
jordan-elliott-1,2019,Missouri,SEC,JR,DL,12,31,13,44,8.5,2.5,0,0,,0,3,0,,,0
brooks-ellis-1,2013,Arkansas,SEC,FR,LB,7,12,21,33,2.0,0.5,0,0,,0,1,0,,,0
brooks-ellis-1,2014,Arkansas,SEC,SO,LB,11,31,41,72,5.5,0.5,2,63,31.5,0,5,0,,,2
brooks-ellis-1,2015,Arkansas,SEC,JR,LB,13,45,57,102,8.0,1.5,1,28,28.0,0,3,1,,,0
brooks-ellis-1,2016,Arkansas,SEC,SR,LB,13,38,45,83,7.0,1.0,1,47,47.0,1,5,1,,,0
chris-ellis-1,2005,Virginia Tech,ACC,SO,DL,13,15,26,41,10.5,6.0,1,29,29.0,1,,,,,
chris-ellis-1,2006,Virginia Tech,ACC,JR,DL,12,18,20,38,8.5,4.5,0,0,,0,1,0,0,0,2
chris-ellis-1,2007,Virginia Tech,ACC,SR,DL,14,25,28,53,9.0,8.5,1,5,5.0,1,,,,,
collin-ellis-1,2011,Northwestern,Big Ten,FR,LB,10,13,15,28,2.5,1.0,0,0,,0,0,0,,,0
collin-ellis-1,2012,Northwestern,Big Ten,SO,LB,,5,4,9,1.0,1.0,,,,,0,0,0,0,0
collin-ellis-1,2013,Northwestern,Big Ten,JR,LB,12,39,37,76,5.5,0.5,3,96,32.0,2,6,0,,,0
collin-ellis-1,2014,Northwestern,Big Ten,SR,LB,5,22,11,33,1.0,1.0,1,7,7.0,0,2,0,,,0
