playerId,year,school_name,conf_abbr,class,pos,g,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td
romby-bryant-1,2003,Tulsa,WAC,SR,WR,13,47,748,15.9,8,8,22,2.8,0,55,770,14.0,8
steve-bryant-1,1980,Purdue,Big Ten,,WR,12,50,892,17.8,4,1,1,1.0,0,51,893,17.5,4
steve-bryant-1,1981,Purdue,Big Ten,,WR,11,60,971,16.2,11,5,17,3.4,0,65,988,15.2,11
richard-buchanan-1,1987,Northwestern,Big Ten,,WR,2,2,11,5.5,0,,,,,2,11,5.5,0
richard-buchanan-1,1988,Northwestern,Big Ten,,WR,11,41,514,12.5,6,3,19,6.3,0,44,533,12.1,6
richard-buchanan-1,1989,Northwestern,Big Ten,,WR,11,94,1115,11.9,9,8,34,4.3,0,102,1149,11.3,9
richard-buchanan-1,1990,Northwestern,Big Ten,,WR,11,60,834,13.9,7,1,16,16.0,0,61,850,13.9,7
william-buchanon-1,2003,USC,Pac-10,SO,DB,7,,,,,,,,,0,0,,0
william-buchanon-1,2004,USC,Pac-10,JR,WR,12,4,15,3.8,0,,,,,4,15,3.8,0
william-buchanon-1,2005,USC,Pac-10,SR,WR,11,,,,,,,,,0,0,,0
don-buckey-1,1972,North Carolina State,ACC,,WR,11,18,293,16.3,0,,,,,18,293,16.3,0
don-buckey-1,1973,North Carolina State,ACC,,WR,11,24,439,18.3,2,,,,,24,439,18.3,2
don-buckey-1,1974,North Carolina State,ACC,,WR,11,26,452,17.4,2,,,,,26,452,17.4,2
don-buckey-1,1975,North Carolina State,ACC,,WR,11,34,551,16.2,1,,,,,34,551,16.2,1
bill-buckley-1,1971,Mississippi State,SEC,,RB,11,14,195,13.9,1,10,0,0.0,0,24,195,8.1,1
bill-buckley-1,1972,Mississippi State,SEC,,RB,11,47,776,16.5,6,1,5,5.0,0,48,781,16.3,6
bill-buckley-1,1973,Mississippi State,SEC,,RB,11,41,661,16.1,7,2,0,0.0,0,43,661,15.4,7
tom-buckman-1,1966,Texas A&M,SWC,,TE,10,16,173,10.8,1,,,,,16,173,10.8,1
tom-buckman-1,1967,Texas A&M,SWC,,TE,10,13,197,15.2,0,,,,,13,197,15.2,0
dan-buckner-1,2008,Texas,Big 12,FR,WR,12,5,84,16.8,2,,,,,5,84,16.8,2
dan-buckner-1,2009,Texas,Big 12,SO,WR,14,45,442,9.8,4,,,,,45,442,9.8,4
dan-buckner-1,2011,Arizona,Pac-12,JR,WR,12,42,606,14.4,2,0,0,,0,42,606,14.4,2
dan-buckner-1,2012,Arizona,Pac-12,SR,WR,13,61,773,12.7,5,0,0,,0,61,773,12.7,5
george-buehler-1,1967,Stanford,AAWU,,WR,10,7,126,18.0,0,,,,,7,126,18.0,0
bart-buetow-1,1969,Minnesota,Big Ten,,WR,10,3,83,27.7,0,,,,,3,83,27.7,0
bart-buetow-1,1970,Minnesota,Big Ten,,TE,10,14,200,14.3,1,,,,,14,200,14.3,1
danny-buggs-1,1972,West Virginia,Ind,,RB,12,35,791,22.6,8,21,396,18.9,4,56,1187,21.2,12
danny-buggs-1,1973,West Virginia,Ind,,WR,11,27,624,23.1,5,13,103,7.9,2,40,727,18.2,7
danny-buggs-1,1974,West Virginia,Ind,,WR,11,24,381,15.9,2,2,54,27.0,0,26,435,16.7,2
kendricke-bullard-1,1990,Arkansas State,Ind,,WR,9,14,503,35.9,6,1,3,3.0,0,15,506,33.7,6
kendricke-bullard-1,1991,Arkansas State,Ind,,WR,11,29,507,17.5,2,2,8,4.0,0,31,515,16.6,2
kendricke-bullard-1,1992,Arkansas State,Ind,,WR,11,22,325,14.8,2,1,-10,-10.0,0,23,315,13.7,2
max-bumgardner-1,1947,Texas,SWC,,WR,10,15,234,15.6,2,,,,,15,234,15.6,2
chad-bumphis-1,2009,Mississippi State,SEC,FR,WR,12,32,375,11.7,4,6,73,12.2,1,38,448,11.8,5
chad-bumphis-1,2010,Mississippi State,SEC,SO,WR,12,44,634,14.4,5,19,131,6.9,0,63,765,12.1,5
chad-bumphis-1,2011,Mississippi State,SEC,JR,WR,13,25,339,13.6,3,9,28,3.1,0,34,367,10.8,3
chad-bumphis-1,2012,Mississippi State,SEC,SR,WR,13,58,922,15.9,12,3,0,0.0,0,61,922,15.1,12
michael-bumpus-1,2004,Washington State,Pac-10,FR,WR,11,35,318,9.1,1,4,31,7.8,0,39,349,8.9,1
michael-bumpus-1,2005,Washington State,Pac-10,SO,WR,7,30,357,11.9,2,4,29,7.3,0,34,386,11.4,2
michael-bumpus-1,2006,Washington State,Pac-10,JR,WR,12,60,558,9.3,1,,,,,60,558,9.3,1
michael-bumpus-1,2007,Washington State,Pac-10,SR,WR,12,70,789,11.3,4,1,6,6.0,0,71,795,11.2,4
frank-buncom-1,1961,USC,AAWU,,OL,10,6,115,19.2,0,,,,,6,115,19.2,0
quenton-bundrage-1,2012,Iowa State,Big 12,FR,WR,13,20,232,11.6,2,,,,,20,232,11.6,2
quenton-bundrage-1,2013,Iowa State,Big 12,SO,WR,12,48,676,14.1,9,1,-5,-5.0,0,49,671,13.7,9
quenton-bundrage-1,2015,Iowa State,Big 12,SR,WR,12,41,548,13.4,4,0,0,,0,41,548,13.4,4
cornell-burbage-1,1983,Kentucky,SEC,,WR,11,1,6,6.0,0,,,,,1,6,6.0,0
cornell-burbage-1,1984,Kentucky,SEC,,WR,11,15,239,15.9,0,,,,,15,239,15.9,0
cornell-burbage-1,1985,Kentucky,SEC,,WR,11,25,418,16.7,0,3,15,5.0,0,28,433,15.5,0
cornell-burbage-1,1986,Kentucky,SEC,,WR,11,24,331,13.8,0,,,,,24,331,13.8,0
aaron-burbridge-1,2012,Michigan State,Big Ten,FR,WR,10,29,364,12.6,2,1,4,4.0,0,30,368,12.3,2
aaron-burbridge-1,2013,Michigan State,Big Ten,SO,WR,9,22,194,8.8,0,4,62,15.5,0,26,256,9.8,0
aaron-burbridge-1,2014,Michigan State,Big Ten,JR,WR,13,29,358,12.3,1,8,39,4.9,0,37,397,10.7,1
aaron-burbridge-1,2015,Michigan State,Big Ten,SR,WR,14,85,1258,14.8,7,9,44,4.9,0,94,1302,13.9,7
chris-burford-1,1957,Stanford,PCC,,WR,10,1,12,12.0,1,,,,,1,12,12.0,1
chris-burford-1,1958,Stanford,PCC,,WR,10,45,493,11.0,2,,,,,45,493,11.0,2
chris-burford-1,1959,Stanford,AAWU,,WR,10,61,757,12.4,6,1,0,0.0,,62,757,12.2,6
john-burke-1,1990,Virginia Tech,Ind,,TE,4,1,7,7.0,0,,,,,1,7,7.0,0
john-burke-1,1991,Virginia Tech,Big East,,TE,11,2,64,32.0,0,,,,,2,64,32.0,0
john-burke-1,1992,Virginia Tech,Big East,,TE,10,5,64,12.8,0,,,,,5,64,12.8,0
john-burke-1,1993,Virginia Tech,Big East,,TE,11,10,142,14.2,2,,,,,10,142,14.2,2
randy-burke-1,1974,Kentucky,SEC,,WR,11,12,127,10.6,1,,,,,12,127,10.6,1
randy-burke-1,1975,Kentucky,SEC,,WR,11,10,149,14.9,1,,,,,10,149,14.9,1
randy-burke-1,1976,Kentucky,SEC,,WR,11,15,152,10.1,1,2,-7,-3.5,0,17,145,8.5,1
vern-burke-1,1962,Oregon State,Ind,,WR,10,69,1007,14.6,10,,,,,69,1007,14.6,10
vern-burke-1,1963,Oregon State,Ind,,WR,10,48,792,16.5,9,,,,,48,792,16.5,9
raymond-burks-1,1973,UCLA,Pac-8,,WR,11,9,271,30.1,3,,,,,9,271,30.1,3
raymond-burks-1,1974,UCLA,Pac-8,,TE,11,4,75,18.8,0,,,,,4,75,18.8,0
raymond-burks-1,1976,UCLA,Pac-8,,LB,12,,,,,,,,,0,0,,0
nate-burleson-1,2000,Nevada,WAC,SO,WR,12,57,921,16.2,8,2,31,15.5,0,59,952,16.1,8
nate-burleson-1,2001,Nevada,WAC,JR,WR,9,53,737,13.9,2,3,44,14.7,0,56,781,13.9,2
nate-burleson-1,2002,Nevada,WAC,SR,WR,12,138,1629,11.8,12,22,115,5.2,1,160,1744,10.9,13
george-burman-1,1962,Northwestern,Big Ten,,WR,9,3,54,18.0,0,,,,,3,54,18.0,0
george-burman-1,1963,Northwestern,Big Ten,,TE,9,12,209,17.4,0,,,,,12,209,17.4,0
max-burnell-1,1959,Notre Dame,Ind,,WR,10,1,20,20.0,0,,,,,1,20,20.0,0
max-burnell-1,1960,Notre Dame,Ind,,WR,10,6,84,14.0,1,,,,,6,84,14.0,1
deontay-burnett-1,2015,USC,Pac-12,FR,WR,6,10,161,16.1,0,0,0,,0,10,161,16.1,0
deontay-burnett-1,2016,USC,Pac-12,SO,WR,12,56,622,11.1,7,3,31,10.3,0,59,653,11.1,7
deontay-burnett-1,2017,USC,Pac-12,JR,WR,14,86,1114,13.0,9,2,-2,-1.0,0,88,1112,12.6,9
len-burnett-1,1959,Oregon,Ind,,WR,10,1,4,4.0,0,,,,,1,4,4.0,0
len-burnett-1,1960,Oregon,Ind,,WR,11,10,207,20.7,2,,,,,10,207,20.7,2
barrett-burns-1,2014,Appalachian State,Sun Belt,SO,TE,8,14,129,9.2,2,0,0,,0,14,129,9.2,2
barrett-burns-1,2015,Appalachian State,Sun Belt,JR,TE,9,15,163,10.9,8,0,0,,0,15,163,10.9,8
barrett-burns-1,2016,Appalachian State,Sun Belt,SR,TE,9,19,227,11.9,3,0,0,,0,19,227,11.9,3
johnny-burrell-1,1960,Rice,SWC,,WR,10,20,266,13.3,3,,,,,20,266,13.3,3
johnny-burrell-1,1961,Rice,SWC,,WR,10,7,133,19.0,1,,,,,7,133,19.0,1
plaxico-burress-1,1998,Michigan State,Big Ten,,WR,12,65,1013,15.6,8,,,,,65,1013,15.6,8
plaxico-burress-1,1999,Michigan State,Big Ten,,WR,12,66,1142,17.3,12,,,,,66,1142,17.3,12
ken-burrow-1,1967,Utah State,Ind,,WR,10,6,51,8.5,0,,,,,6,51,8.5,0
ken-burrow-1,1969,San Diego State,PCAA,,WR,10,24,454,18.9,3,,,,,24,454,18.9,3
ken-burrow-1,1970,San Diego State,PCAA,,WR,11,54,904,16.7,12,,,,,54,904,16.7,12
isaiah-burse-1,2010,Fresno State,WAC,FR,WR,13,13,190,14.6,2,16,71,4.4,1,29,261,9.0,3
isaiah-burse-1,2011,Fresno State,WAC,SO,WR,13,40,436,10.9,1,,,,,40,436,10.9,1
isaiah-burse-1,2012,Fresno State,MWC,JR,WR,13,57,851,14.9,6,7,39,5.6,1,64,890,13.9,7
isaiah-burse-1,2013,Fresno State,MWC,SR,WR,13,100,1026,10.3,6,9,81,9.0,2,109,1107,10.2,8
barry-burton-1,1973,Vanderbilt,SEC,,TE,11,22,308,14.0,5,2,-7,-3.5,0,24,301,12.5,5
barry-burton-1,1974,Vanderbilt,SEC,,RB,11,22,378,17.2,3,31,307,9.9,1,53,685,12.9,4
barry-burton-1,1975,Vanderbilt,SEC,,TE,11,31,306,9.9,2,23,176,7.7,0,54,482,8.9,2
deante-burton-1,2013,Kansas State,Big 12,FR,WR,1,0,0,,0,0,0,,0,0,0,,0
deante-burton-1,2014,Kansas State,Big 12,SO,WR,9,17,171,10.1,0,0,0,,0,17,171,10.1,0
deante-burton-1,2015,Kansas State,Big 12,JR,WR,12,38,510,13.4,4,0,0,,0,38,510,13.4,4
deante-burton-1,2016,Kansas State,Big 12,SR,WR,10,29,404,13.9,1,0,0,,0,29,404,13.9,1
keenan-burton-1,2003,Kentucky,SEC,FR,WR,12,20,221,11.1,2,6,24,4.0,0,26,245,9.4,2
keenan-burton-1,2004,Kentucky,SEC,SO,WR,2,2,13,6.5,0,,,,,2,13,6.5,0
keenan-burton-1,2005,Kentucky,SEC,JR,WR,7,24,365,15.2,2,1,1,1.0,0,25,366,14.6,2
keenan-burton-1,2006,Kentucky,SEC,JR,WR,13,77,1036,13.5,12,1,-7,-7.0,0,78,1029,13.2,12
keenan-burton-1,2007,Kentucky,SEC,SR,WR,12,66,741,11.2,9,,,,,66,741,11.2,9
larry-burton-1,1973,Purdue,Big Ten,,WR,11,15,271,18.1,3,2,-19,-9.5,0,17,252,14.8,3
larry-burton-1,1974,Purdue,Big Ten,,WR,11,38,702,18.5,4,1,-11,-11.0,0,39,691,17.7,4
michael-burton-1,2011,Rutgers,Big East,SO,RB,12,10,68,6.8,1,10,44,4.4,0,20,112,5.6,1
michael-burton-1,2012,Rutgers,Big East,SO,RB,4,3,34,11.3,0,2,9,4.5,0,5,43,8.6,0
michael-burton-1,2013,Rutgers,American,JR,FB,12,19,149,7.8,2,9,61,6.8,0,28,210,7.5,2
michael-burton-1,2014,Rutgers,Big Ten,SR,FB,11,15,150,10.0,0,1,2,2.0,0,16,152,9.5,0
mike-busch-1,1986,Iowa State,Big 8,,TE,11,7,90,12.9,1,,,,,7,90,12.9,1
mike-busch-1,1987,Iowa State,Big 8,,TE,11,21,253,12.0,0,,,,,21,253,12.0,0
mike-busch-1,1988,Iowa State,Big 8,,TE,10,27,343,12.7,1,,,,,27,343,12.7,1
mike-busch-1,1989,Iowa State,Big 8,,TE,11,23,375,16.3,2,,,,,23,375,16.3,2
steve-bush-1,1992,Arizona State,Pac-10,,TE,11,2,17,8.5,0,,,,,2,17,8.5,0
steve-bush-1,1993,Arizona State,Pac-10,,TE,10,13,179,13.8,1,,,,,13,179,13.8,1
steve-bush-1,1994,Arizona State,Pac-10,,TE,11,3,37,12.3,0,,,,,3,37,12.3,0
steve-bush-1,1995,Arizona State,Pac-10,,TE,11,26,241,9.3,3,,,,,26,241,9.3,3
steve-bush-1,1996,Arizona State,Pac-10,,TE,11,22,263,12.0,3,,,,,22,263,12.0,3
jade-butcher-1,1967,Indiana,Big Ten,,WR,10,35,611,17.5,10,1,-8,-8.0,0,36,603,16.8,10
jade-butcher-1,1968,Indiana,Big Ten,,WR,10,44,713,16.2,10,2,4,2.0,0,46,717,15.6,10
jade-butcher-1,1969,Indiana,Big Ten,,WR,10,37,552,14.9,10,,,,,37,552,14.9,10
brice-butler-1,2009,USC,Pac-10,FR,WR,13,20,292,14.6,2,,,,,20,292,14.6,2
brice-butler-1,2010,USC,Pac-10,SO,WR,12,9,112,12.4,1,,,,,9,112,12.4,1
brice-butler-1,2011,USC,Pac-12,JR,WR,11,12,150,12.5,0,,,,,12,150,12.5,0
brice-butler-1,2012,San Diego State,MWC,SR,WR,13,24,347,14.5,4,,,,,24,347,14.5,4
deon-butler-1,2005,Penn State,Big Ten,FR,WR,11,37,691,18.7,9,1,6,6.0,0,38,697,18.3,9
deon-butler-1,2006,Penn State,Big Ten,SO,WR,13,48,637,13.3,2,1,-3,-3.0,0,49,634,12.9,2
deon-butler-1,2007,Penn State,Big Ten,JR,WR,13,47,633,13.5,4,1,-11,-11.0,0,48,622,13.0,4
deon-butler-1,2008,Penn State,Big Ten,SR,WR,13,47,810,17.2,7,1,5,5.0,0,48,815,17.0,7
frank-butler-1,1971,Michigan State,Big Ten,,WR,11,1,10,10.0,0,,,,,1,10,10.0,0
gary-butler-1,1970,Rice,SWC,,TE,10,9,110,12.2,0,,,,,9,110,12.2,0
gary-butler-1,1971,Rice,SWC,,TE,11,27,397,14.7,2,,,,,27,397,14.7,2
gary-butler-1,1972,Rice,SWC,,TE,11,45,708,15.7,1,,,,,45,708,15.7,1
hakeem-butler-1,2015,Iowa State,Big 12,FR,WR,,,,,,,,,,0,0,,0
hakeem-butler-1,2016,Iowa State,Big 12,FR,WR,8,9,134,14.9,2,0,0,,0,9,134,14.9,2
hakeem-butler-1,2017,Iowa State,Big 12,SO,WR,13,41,697,17.0,7,0,0,,0,41,697,17.0,7
hakeem-butler-1,2018,Iowa State,Big 12,JR,WR,13,60,1318,22.0,9,0,0,,0,60,1318,22.0,9
homer-butler-1,1976,UCLA,Pac-8,,WR,12,11,166,15.1,2,,,,,11,166,15.1,2
homer-butler-1,1977,UCLA,Pac-8,,WR,11,25,584,23.4,4,1,-7,-7.0,0,26,577,22.2,4
jerry-butler-2,1975,Clemson,ACC,,WR,11,1,7,7.0,0,,,,,1,7,7.0,0
jerry-butler-2,1976,Clemson,ACC,,WR,11,33,484,14.7,4,3,23,7.7,0,36,507,14.1,4
jerry-butler-2,1977,Clemson,ACC,,WR,11,43,760,17.7,4,3,6,2.0,0,46,766,16.7,4
jerry-butler-2,1978,Clemson,ACC,,WR,12,58,908,15.7,3,,,,,58,908,15.7,3
jim-butler-2,1969,Tulsa,MVC,,WR,10,46,593,12.9,7,,,,,46,593,12.9,7
jim-butler-2,1970,Tulsa,MVC,,TE,10,28,245,8.8,2,1,2,2.0,0,29,247,8.5,2
jim-butler-2,1971,Tulsa,MVC,,TE,11,50,486,9.7,0,,,,,50,486,9.7,0
rashad-butler-1,2004,Miami (FL),ACC,JR,OL,9,1,-8,-8.0,0,,,,,1,-8,-8.0,0
jake-butt-1,2013,Michigan,Big Ten,FR,TE,9,20,235,11.8,2,0,0,,0,20,235,11.8,2
jake-butt-1,2014,Michigan,Big Ten,SO,TE,9,21,211,10.0,2,0,0,,0,21,211,10.0,2
jake-butt-1,2015,Michigan,Big Ten,JR,TE,13,51,654,12.8,3,0,2,,0,51,656,12.9,3
jake-butt-1,2016,Michigan,Big Ten,SR,TE,12,46,546,11.9,4,0,0,,0,46,546,11.9,4
nate-byham-1,2006,Pitt,Big East,FR,TE,11,2,34,17.0,1,,,,,2,34,17.0,1
nate-byham-1,2007,Pitt,Big East,SO,TE,11,15,210,14.0,1,,,,,15,210,14.0,1
nate-byham-1,2008,Pitt,Big East,JR,TE,12,20,260,13.0,1,,,,,20,260,13.0,1
nate-byham-1,2009,Pitt,Big East,SR,TE,13,10,108,10.8,0,,,,,10,108,10.8,0
reggie-bynum-1,1982,Oregon State,Pac-10,,WR,11,13,237,18.2,0,,,,,13,237,18.2,0
reggie-bynum-1,1983,Oregon State,Pac-10,,WR,11,24,580,24.2,7,2,7,3.5,0,26,587,22.6,7
reggie-bynum-1,1984,Oregon State,Pac-10,,WR,11,51,711,13.9,1,3,4,1.3,0,54,715,13.2,1
reggie-bynum-1,1985,Oregon State,Pac-10,,WR,,61,703,11.5,7,4,13,3.3,0,65,716,11.0,7
demetrius-byrd-1,2007,LSU,SEC,JR,WR,14,35,621,17.7,7,,,,,35,621,17.7,7
demetrius-byrd-1,2008,LSU,SEC,SR,WR,13,37,513,13.9,4,,,,,37,513,13.9,4
dominique-byrd-1,2002,USC,Pac-10,FR,DL,12,1,10,10.0,0,,,,,1,10,10.0,0
dominique-byrd-1,2003,USC,Pac-10,SO,TE,6,14,268,19.1,1,,,,,14,268,19.1,1
dominique-byrd-1,2004,USC,Pac-10,JR,TE,9,37,384,10.4,3,1,1,1.0,0,38,385,10.1,3
dominique-byrd-1,2005,USC,Pac-10,SR,TE,12,29,306,10.6,0,,,,,29,306,10.6,0
emanuel-byrd-1,2015,Marshall,CUSA,JR,TE,10,19,214,11.3,1,0,0,,0,19,214,11.3,1
emanuel-byrd-1,2016,Marshall,CUSA,SR,TE,11,26,242,9.3,3,1,-3,-3.0,0,27,239,8.9,3
eugene-byrd-1,1975,Michigan State,Big Ten,,WR,11,10,266,26.6,1,,,,,10,266,26.6,1
eugene-byrd-1,1976,Michigan State,Big Ten,,WR,11,31,539,17.4,3,,,,,31,539,17.4,3
eugene-byrd-1,1978,Michigan State,Big Ten,,WR,11,43,718,16.7,7,1,9,9.0,0,44,727,16.5,7
eugene-byrd-1,1979,Michigan State,Big Ten,,WR,11,30,559,18.6,4,1,-7,-7.0,0,31,552,17.8,4
isaac-byrd-1,1995,Kansas,Big 8,,WR,11,48,604,12.6,5,,,,,48,604,12.6,5
isaac-byrd-1,1996,Kansas,Big 12,,WR,11,53,840,15.8,7,,,,,53,840,15.8,7
laron-byrd-1,2008,Miami (FL),ACC,FR,WR,13,21,228,10.9,4,,,,,21,228,10.9,4
laron-byrd-1,2009,Miami (FL),ACC,SO,WR,13,33,460,13.9,1,,,,,33,460,13.9,1
laron-byrd-1,2010,Miami (FL),ACC,JR,WR,13,41,441,10.8,1,,,,,41,441,10.8,1
laron-byrd-1,2011,Miami (FL),ACC,SR,WR,12,11,125,11.4,1,,,,,11,125,11.4,1
mac-byrd-1,1963,USC,AAWU,,OL,10,1,18,18.0,0,,,,,1,18,18.0,0
sylvester-byrd-1,1982,Kansas,Big 8,,TE,11,18,173,9.6,1,,,,,18,173,9.6,1
sylvester-byrd-1,1983,Kansas,Big 8,,TE,11,9,95,10.6,2,,,,,9,95,10.6,2
sylvester-byrd-1,1985,Kansas,Big 8,,TE,11,20,197,9.9,3,,,,,20,197,9.9,3
jake-byrne-1,2010,Wisconsin,Big Ten,JR,TE,13,5,43,8.6,1,,,,,5,43,8.6,1
jake-byrne-1,2011,Wisconsin,Big Ten,SR,TE,13,1,14,14.0,0,,,,,1,14,14.0,0
ivan-caesar-1,1987,Boston College,Ind,,TE,11,3,44,14.7,1,,,,,3,44,14.7,1
ivan-caesar-1,1990,Boston College,Ind,,LB,11,,,,,,,,,0,0,,0
lawrence-cager-1,2015,Miami (FL),ACC,FR,WR,5,8,70,8.8,1,0,0,,0,8,70,8.8,1
lawrence-cager-1,2017,Miami (FL),ACC,SO,WR,8,16,237,14.8,3,0,0,,0,16,237,14.8,3
lawrence-cager-1,2018,Miami (FL),ACC,JR,WR,12,21,374,17.8,6,0,0,,0,21,374,17.8,6
lawrence-cager-1,2019,Georgia,SEC,SR,WR,8,33,476,14.4,4,0,0,,0,33,476,14.4,4
deon-cain-1,2015,Clemson,ACC,FR,WR,11,34,582,17.1,5,1,-5,-5.0,0,35,577,16.5,5
deon-cain-1,2016,Clemson,ACC,SO,WR,15,38,724,19.1,9,0,0,,0,38,724,19.1,9
deon-cain-1,2017,Clemson,ACC,JR,WR,14,58,734,12.7,6,0,0,,0,58,734,12.7,6
jv-cain-1,1971,Colorado,Big 8,,TE,11,8,173,21.6,1,,,,,8,173,21.6,1
jv-cain-1,1972,Colorado,Big 8,,TE,11,30,407,13.6,0,12,112,9.3,1,42,519,12.4,1
jv-cain-1,1973,Colorado,Big 8,,TE,11,23,293,12.7,2,2,2,1.0,0,25,295,11.8,2
devon-cajuste-1,2012,Stanford,Pac-12,SO,WR,8,1,7,7.0,0,,,,,1,7,7.0,0
devon-cajuste-1,2013,Stanford,Pac-12,JR,WR,10,28,642,22.9,5,0,0,,0,28,642,22.9,5
devon-cajuste-1,2014,Stanford,Pac-12,SR,WR,10,34,557,16.4,6,0,0,,0,34,557,16.4,6
devon-cajuste-1,2015,Stanford,Pac-12,SR,WR,12,27,383,14.2,3,0,0,,0,27,383,14.2,3
andre-caldwell-1,2003,Florida,SEC,FR,WR,13,19,174,9.2,0,1,3,3.0,0,20,177,8.9,0
andre-caldwell-1,2004,Florida,SEC,SO,WR,12,43,689,16.0,3,2,66,33.0,1,45,755,16.8,4
andre-caldwell-1,2005,Florida,SEC,JR,WR,3,10,148,14.8,0,5,64,12.8,1,15,212,14.1,1
andre-caldwell-1,2006,Florida,SEC,JR,WR,14,57,577,10.1,6,21,102,4.9,1,78,679,8.7,7
andre-caldwell-1,2007,Florida,SEC,SR,WR,11,56,761,13.6,7,12,58,4.8,1,68,819,12.0,8
mike-caldwell-1,1989,California,Pac-10,,WR,11,3,17,5.7,0,,,,,3,17,5.7,0
mike-caldwell-1,1990,California,Pac-10,,TE,11,25,307,12.3,3,,,,,25,307,12.3,3
mike-caldwell-1,1991,California,Pac-10,,WR,11,27,342,12.7,1,,,,,27,342,12.7,1
mike-caldwell-1,1992,California,Pac-10,,TE,11,20,248,12.4,1,,,,,20,248,12.4,1
mike-caldwell-1,1993,California,Pac-10,,WR,13,55,962,17.5,7,,,,,55,962,17.5,7
reche-caldwell-1,1999,Florida,SEC,,WR,12,27,269,10.0,2,4,19,4.8,0,31,288,9.3,2
reche-caldwell-1,2000,Florida,SEC,SO,WR,12,49,760,15.5,6,4,25,6.3,0,53,785,14.8,6
reche-caldwell-1,2001,Florida,SEC,JR,WR,11,65,1059,16.3,10,5,47,9.4,0,70,1106,15.8,10
duke-calhoun-1,2006,Memphis,CUSA,FR,WR,12,42,681,16.2,6,10,51,5.1,1,52,732,14.1,7
duke-calhoun-1,2007,Memphis,CUSA,SO,WR,12,62,890,14.4,5,,,,,62,890,14.4,5
duke-calhoun-1,2008,Memphis,CUSA,JR,WR,13,40,487,12.2,3,,,,,40,487,12.2,3
duke-calhoun-1,2009,Memphis,CUSA,SR,WR,12,68,923,13.6,5,9,-20,-2.2,0,77,903,11.7,5
tyrone-calico-1,1999,Middle Tennessee State,Ind,,WR,11,65,695,10.7,5,3,3,1.0,0,68,698,10.3,5
tyrone-calico-1,2000,Middle Tennessee State,Ind,SO,WR,11,47,752,16.0,3,,,,,47,752,16.0,3
tyrone-calico-1,2001,Middle Tennessee State,Sun Belt,JR,WR,11,37,583,15.8,5,1,38,38.0,1,38,621,16.3,6
tyrone-calico-1,2002,Middle Tennessee State,Sun Belt,SR,WR,12,45,606,13.5,4,10,14,1.4,0,55,620,11.3,4
antonio-callaway-1,2015,Florida,SEC,FR,WR,14,35,678,19.4,4,3,19,6.3,0,38,697,18.3,4
antonio-callaway-1,2016,Florida,SEC,SO,WR,12,54,721,13.4,3,5,32,6.4,1,59,753,12.8,4
marquez-callaway-1,2016,Tennessee,SEC,FR,WR,1,1,13,13.0,0,0,0,,0,1,13,13.0,0
marquez-callaway-1,2017,Tennessee,SEC,SO,WR,10,24,406,16.9,5,1,4,4.0,0,25,410,16.4,5
marquez-callaway-1,2018,Tennessee,SEC,JR,WR,11,37,592,16.0,2,0,0,,0,37,592,16.0,2
marquez-callaway-1,2019,Tennessee,SEC,SR,WR,13,30,635,21.2,6,0,0,,0,30,635,21.2,6
chris-calloway-1,1987,Michigan,Big Ten,,WR,12,7,129,18.4,1,,,,,7,129,18.4,1
chris-calloway-1,1988,Michigan,Big Ten,,WR,12,18,272,15.1,4,,,,,18,272,15.1,4
chris-calloway-1,1989,Michigan,Big Ten,,WR,12,31,425,13.7,3,1,7,7.0,0,32,432,13.5,3
michael-calvin-1,2008,California,Pac-10,FR,WR,4,8,103,12.9,0,,,,,8,103,12.9,0
michael-calvin-1,2009,California,Pac-10,SO,WR,10,1,9,9.0,0,,,,,1,9,9.0,0
michael-calvin-1,2010,California,Pac-10,JR,WR,11,13,147,11.3,0,,,,,13,147,11.3,0
michael-calvin-1,2011,California,Pac-12,SR,WR,12,20,269,13.5,1,1,-13,-13.0,0,21,256,12.2,1
greg-camarillo-1,2001,Stanford,Pac-10,SO,WR,4,1,2,2.0,0,,,,,1,2,2.0,0
greg-camarillo-1,2002,Stanford,Pac-10,SO,WR,10,8,92,11.5,0,,,,,8,92,11.5,0
greg-camarillo-1,2003,Stanford,Pac-10,JR,WR,11,18,225,12.5,0,1,2,2.0,0,19,227,11.9,0
greg-camarillo-1,2004,Stanford,Pac-10,SR,WR,11,18,280,15.6,0,1,-8,-8.0,0,19,272,14.3,0
amari-cooper-1,2012,Alabama,SEC,FR,WR,14,59,1000,16.9,11,,,,,59,1000,16.9,11
amari-cooper-1,2013,Alabama,SEC,,WR,11,45,736,16.4,4,1,28,28.0,0,46,764,16.6,4
amari-cooper-1,2014,Alabama,SEC,JR,WR,14,124,1727,13.9,16,5,23,4.6,0,129,1750,13.6,16
jordan-cameron-1,2010,USC,Pac-10,SR,TE,12,16,126,7.9,1,1,6,6.0,0,17,132,7.8,1
jalen-camp-1,2017,Georgia Tech,ACC,SO,WR,2,1,49,49.0,0,0,0,,0,1,49,49.0,0
jalen-camp-1,2018,Georgia Tech,ACC,JR,WR,7,11,186,16.9,0,1,3,3.0,0,12,189,15.8,0
