player_id,position,games,gamestarts,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_per_g,rec_yds_per_g,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_yds_per_att,rush_yds_per_g,Component_1,Component_2,Component_3,Component_4,kmeans_pca_cluster
JohnMa06,TE,19,6,13,9,59,6.300000000000001,0,0.5,3.8,4.4,1,2,0,1.0,0.15,-2.4540054479409754,0.19326993101407605,-0.8936526624899201,0.2605253557072155,1
JohnOl00,WR,32,9,64,45,483,11.5,3,1.4,15.1,8.2,1,6,0,3.0,0.2,-1.1627644647761943,-0.00925739165108754,1.0677131665114432,0.29830496919441385,3
JohnRo03,WR,22,4,29,11,126,11.7,1,0.4,4.55,4.2,0,0,0,0.0,0.0,-2.2726024483312055,-0.11198164947090915,-0.20589724917013746,-0.36981842723134883,1
JohnSt00,WR,99,67,656,381,4764,11.2,34,3.4499999999999997,42.449999999999996,6.875,2,16,0,2.0,0.1625,2.9919631538065325,-1.1835654206777788,-0.3934189346862898,0.5361629670073886,0
JohnTe00,TE,30,9,38,26,288,11.133333333333333,3,0.8333333333333334,9.733333333333333,8.533333333333333,0,0,0,0.0,0.0,-1.6173450601564467,-0.3412930893697269,0.838074172008615,-0.674784299887152,1
JohnTy00,WR,22,4,39,26,360,13.85,2,1.35,18.0,9.3,0,0,0,0.0,0.0,-1.3095378209575284,-0.45201849649605913,1.6865176309129013,-0.6884222566679498,3
JollDo00,TE,74,32,191,120,1303,10.14,6,1.5399999999999998,16.56,6.44,0,0,0,0.0,0.0,-0.5331809473289563,-0.5830181977436246,-0.2438892446020177,-0.3952746818150529,1
JoneBr02,WR,59,27,201,113,1398,13.6,9,1.8,22.38,6.340000000000001,6,76,0,8.0,1.3199999999999998,0.22776893962124398,0.8957508403407709,0.9089016515372316,1.6480271304200353,3
JoneDa02,WR,15,6,18,8,90,5.65,0,0.3,3.45,2.8,1,4,0,2.0,0.15,-2.614519152138822,0.38453989612280365,-1.3613446635388888,0.7054516802365107,1
JoneJa03,WR,132,33,353,203,2733,12.1,14,1.4100000000000001,18.79,6.9799999999999995,19,62,0,2.1100000000000003,0.42000000000000004,0.9668411899809999,0.013930591060304013,-0.28086339327315174,-0.524859668080513,3
JoneJa04,WR,136,72,716,433,5861,13.91111111111111,51,3.144444444444445,42.65555555555556,8.411111111111111,0,0,0,0.0,0.0,3.947978346914024,-1.9166735534737154,-0.1882139637166215,-0.5256155151402837,0
JoneJu02,WR,141,140,1351,869,13232,15.418181818181818,60,6.090909090909091,92.55454545454546,9.990909090909092,19,118,0,3.8,0.8363636363636364,9.360216937891895,-1.8023285847289878,0.2098495068079523,1.0196089776555228,0
JoneMa00,WR,54,15,302,166,2153,13.149999999999999,15,3.15,40.675000000000004,7.050000000000001,14,36,0,-0.8,0.525,0.750067202076521,-0.4052860119239382,0.8044772005857126,-0.2804421638060073,3
JoneMa01,WR,49,0,5,3,41,6.25,0,0.1,1.25,3.8,0,0,0,0.0,0.0,-2.5711580698369274,0.048758236407466765,-1.313374422481893,-0.16614657345092246,1
JoneMa02,WR,120,95,753,459,6424,13.755555555555556,54,3.822222222222222,52.43333333333334,8.266666666666666,19,148,0,3.711111111111111,1.1888888888888887,5.092072049716741,-0.41751665562910323,0.01790215300169496,0.4491811616276402,0
JoneT.00,WR,45,9,111,67,852,13.559999999999999,5,1.4200000000000002,19.62,7.76,1,-3,0,-0.6,-0.06,-0.9456068390972696,-0.5989641683010292,0.9805176560236929,-0.7511713089035226,3
JoneTe00,TE,60,40,105,68,569,8.48,5,1.1400000000000001,9.6,5.360000000000001,0,0,0,0.0,0.0,-1.2105208596647468,-0.3810117309607495,-0.7583984280179977,-0.30182238340165035,1
JoneZa00,WR,80,44,279,151,1620,11.5,11,1.8166666666666667,19.583333333333332,6.816666666666666,3,6,0,1.0,0.08333333333333333,0.16533036306493662,-0.5765224654875617,-0.023709735632085595,-0.25383514568678756,3
KasaNi00,TE,16,1,5,1,9,9.0,1,0.1,0.6,1.8,0,0,0,0.0,0.0,-2.800918940267421,0.09656824726084032,-1.253258802632716,-0.0143055126697992,1
KaspKe00,WR,43,9,46,24,287,7.583333333333333,3,0.35000000000000003,4.250000000000001,3.0500000000000003,7,34,0,1.4333333333333333,0.4666666666666666,-2.078546981138196,0.4982624900668949,-1.241962495478354,0.21401092166181915,1
KeenDa00,TE,6,0,5,3,16,5.3,0,0.5,2.7,3.2,0,0,0,0.0,0.0,-2.810423532144764,0.13852105716207094,-1.3203641782487345,0.2427786804130771,1
KelcTr00,TE,120,113,939,666,8509,11.28888888888889,53,4.999999999999999,63.62222222222221,8.011111111111111,4,6,1,0.2777777777777778,0.05555555555555555,6.074905685484783,-1.688457309739597,-0.7486680339866588,0.05047043660814001,0
KellDu00,TE,72,48,411,241,2876,11.8,17,3.3600000000000003,39.88,7.220000000000001,1,7,0,1.4,0.08,1.469402908327424,-0.9024803987635052,0.3792361660403445,0.4053691655434347,3
KellMa01,WR,21,10,52,28,365,9.95,0,1.1,12.65,5.05,0,0,0,0.0,0.0,-1.8834900010572528,-0.18870071221486648,-0.12243067949833919,-0.10674347769492788,1
KendLa00,TE,137,92,396,244,2555,11.044444444444444,19,1.7444444444444442,18.255555555555553,6.533333333333332,1,-8,0,-0.8888888888888888,-0.05555555555555555,1.312229284203113,-1.2719538094987788,-1.0641478481142062,-1.0359087786989758,3
KentJo20,WR,14,1,10,1,5,2.5,0,0.1,0.5,0.85,0,0,0,0.0,0.0,-3.1507804596398685,0.2951889729678189,-2.4785110554838554,0.5345262799997368,1
KerlJe00,WR,99,40,461,270,3116,10.237499999999999,13,2.675,28.575,6.199999999999999,18,133,0,3.9375,1.1,1.6030393966548595,0.5829562347732026,-0.3527617450246361,0.646885365522844,3
KingAn00,WR,42,3,45,30,327,10.325,0,0.8250000000000001,9.075,7.0,0,0,0,0.0,0.0,-1.785025217452411,-0.25050152035610435,0.29033488882529634,-0.5082683590598325,1
KingJe00,TE,108,84,246,156,1323,7.3,12,1.4142857142857144,11.828571428571427,4.7714285714285705,0,0,0,0.0,0.0,0.020897499636872888,-0.7175594106532214,-1.723612012775179,-0.3745930411140573,1
KingTa00,WR,17,3,44,22,303,14.933333333333332,3,1.2,14.533333333333333,7.766666666666667,2,3,0,0.5,0.13333333333333333,-1.4490717851733963,-0.2613915533108825,1.4509469377855546,-0.5339363877176789,3
KinnEr00,TE,83,67,256,178,1750,10.183333333333332,10,2.216666666666667,21.333333333333332,6.916666666666667,0,0,0,0.0,0.0,0.3912927247389699,-0.8538338885606997,-0.32277680333298137,-0.3668576671164788,3
KircDa00,WR,28,2,49,15,308,20.400000000000002,1,0.5333333333333333,10.666666666666666,6.033333333333334,0,0,0,0.0,0.0,-1.5988093307335025,-0.43078432320539156,1.6484163274996981,-1.0692698315434055,1
KirkCh01,WR,48,36,303,199,2465,12.65,16,4.15,52.175,8.65,16,142,0,8.375,2.8749999999999996,2.170818433322955,1.3917262020870458,1.8547294436733361,2.3982366161436306,3
KittGe00,TE,58,50,405,289,3907,13.26,15,5.1,68.1,9.46,9,58,0,6.38,1.22,3.025321589038328,-0.045128586883625255,2.029139237403422,2.101166341987571,3
KlopJo00,TE,49,38,58,34,397,13.0,2,0.775,8.774999999999999,7.725,0,0,0,0.0,0.0,-1.2435751148536254,-0.47415709765825004,0.636072086011957,-0.8869570660755451,1
KmetCo00,TE,25,18,88,56,527,9.399999999999999,2,2.45,23.4,6.0,2,-3,0,-1.5,-0.1,-1.182927016260183,-0.5200149604882816,0.12018651578839437,-0.226731038498658,1
KnoxDa00,TE,33,23,121,73,962,13.166666666666666,10,2.466666666666667,32.53333333333333,8.299999999999999,1,9,0,3.0,0.19999999999999998,-0.12611017947564376,-0.28722191164633365,1.492952677906976,0.5652668966691767,3
KnoxJo00,WR,45,27,249,133,2214,16.7,12,2.9333333333333336,49.0,8.9,1,2,0,0.6666666666666666,0.03333333333333333,0.8844795428575679,-0.9368873626004353,2.054067757430945,-0.10948980914351458,3
KoyaBe00,TE,48,18,34,25,208,6.275,1,0.45,3.6750000000000003,3.7750000000000004,0,0,0,0.0,0.0,-2.1992274473558817,-0.05757188602379286,-1.3751787263891944,-0.10005082463221877,1
KranMa00,TE,12,2,2,2,12,4.0,0,0.16666666666666666,0.8333333333333334,4.0,0,0,0,0.0,0.0,-2.8593191850104844,0.14783318024207623,-1.414603035609442,0.1296518242664226,1
KrauRy00,TE,14,1,8,7,92,7.233333333333333,1,0.9,13.9,6.333333333333333,0,0,0,0.0,0.0,-2.143653117578369,-0.1009546473050457,-0.09145472252515913,-0.03125926771576395,1
KrofTy00,TE,78,46,140,95,955,10.228571428571428,13,1.1714285714285713,11.842857142857143,6.885714285714286,0,0,0,0.0,0.0,-0.5254038104686762,-0.6260963991243483,-0.303500540044188,-0.6327902437717939,1
KuppCo00,WR,63,49,510,362,4589,13.0,34,5.859999999999999,75.88,9.2,11,57,0,2.3200000000000003,1.0,3.8740667557511395,-0.7474337621544809,1.5740879304498114,1.2639795963474276,0
LaFeBr00,WR,125,90,699,406,5398,13.28888888888889,31,3.166666666666667,41.82222222222222,7.888888888888889,11,130,0,9.8,1.0222222222222221,4.123435874233088,0.2499317169143607,0.27346288498569404,1.9460790480886583,0
LambCe00,WR,24,22,177,115,1567,14.0,9,4.85,68.7,9.0,14,100,1,6.35,3.6999999999999997,1.8800142282988823,1.8597123053953677,2.7724989144710706,2.0715771475566434,3
LandJa00,WR,116,106,987,655,7221,11.049999999999999,35,5.500000000000001,60.175,7.3375,38,217,4,4.7125,2.025,6.6936245920397965,2.657199169131554,-0.5239096004393077,-0.014249218141275426,0
LatiCo00,WR,66,15,119,70,935,12.616666666666667,6,1.0833333333333333,15.200000000000001,7.433333333333334,2,1,0,0.08333333333333333,0.016666666666666666,-0.8809841196036697,-0.47471889229271463,0.5371607513060246,-0.7066230321295618,3
LawrNa00,TE,26,5,7,4,43,7.5,0,0.18,2.2600000000000002,5.26,0,0,0,0.0,0.0,-2.482458810466616,-0.019716755996185022,-0.6285136556725558,-0.28569984235655876,1
LawrQu00,WR,6,1,2,1,9,9.0,0,0.2,1.5,4.5,2,42,0,21.0,7.0,-1.3365574409737604,4.22179902904407,0.9538480207099906,5.975314366605929,3
LeexCh00,WR,44,9,111,72,957,10.800000000000002,3,1.5166666666666666,20.400000000000002,6.933333333333334,2,14,0,1.1666666666666667,0.3,-0.9791341620293138,-0.14000187117625393,0.4838671831491102,0.024249878768207004,1
LeexDo00,TE,133,68,299,209,1990,10.222222222222221,19,1.5444444444444443,14.955555555555556,6.977777777777778,0,0,0,0.0,0.0,0.7861909877013382,-0.9885700626184596,-0.849066583956905,-0.8031693871287315,3
LeexMa00,WR,59,30,306,174,2184,11.22,8,2.54,31.580000000000002,6.4,16,100,0,6.88,1.6199999999999999,0.858972730688221,1.06616002430181,0.5488252185682496,1.6557090945131037,3
LeggJo00,TE,15,4,24,14,114,8.1,1,0.9,7.6,4.8,0,0,0,0.0,0.0,-2.2571206645157513,-0.06477823327369846,-0.4668954011110276,-0.020906489528994064,1
LeliAs00,WR,107,59,463,217,3749,16.45714285714286,15,1.9857142857142858,34.22857142857142,7.4571428571428555,20,172,0,4.842857142857143,1.542857142857143,2.242298639671576,0.7156768160406577,0.8239336558238843,0.16029514264460035,3
