player_id,position,games,gamestarts,pass_defended,fumbles_forced,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,Component_1,Component_2,kmeans_pca_cluster
CoheLa99,DT,42,8,0.0,1.0,0.0,47,31.0,16.0,6.0,2.0,-1.6716471421472865,0.0516416626401868,0
CollMa00,DT,82,75,1.0,1.0,16.0,115,71.0,44.0,23.0,45.0,0.7983908338469254,0.3728016659610869,2
CoopCh20,DT,86,15,8.0,2.0,9.5,151,114.0,37.0,21.0,6.0,0.34850220113491337,-0.1597964114245393,2
CoopXa00,DT,45,2,1.0,0.0,3.5,63,32.0,31.0,8.0,14.0,-1.3879397866427374,0.08369667514788519,0
CoviCh00,DT,90,31,2.0,1.0,9.5,160,93.0,67.0,17.0,21.0,0.3938620780209226,-0.3974740134885208,2
CowaBy00,DT,19,14,1.0,0.0,1.0,29,15.0,14.0,3.0,3.0,-1.9980733911619046,0.10670013835596596,0
CowsDe20,DT,32,0,0.0,0.0,2.0,25,19.0,6.0,4.0,0.0,-2.0939868724072292,0.14492659641180425,0
CoxxFl00,DT,149,143,14.0,12.0,55.5,423,299.0,124.0,73.0,134.0,8.581791248549074,3.068509652346188,3
DaniMi00,DT,122,85,5.0,2.0,30.0,252,167.0,85.0,50.0,71.0,3.4807182422282663,0.5847866367565995,1
DareMa00,DT,130,108,15.0,3.0,38.5,385,273.0,112.0,51.0,63.0,5.287412322142361,0.016073245183855334,1
DaviCa01,DT,50,15,3.0,0.0,1.5,46,27.0,19.0,4.0,2.0,-1.5706921993115404,-0.21305964920342768,0
DaviCa03,DT,8,0,0.0,0.0,0.0,7,5.0,2.0,1.0,0.0,-2.479831041233462,0.31465148378698027,0
DaviKh00,DT,3,0,0.0,0.0,0.0,2,1.0,1.0,0.0,2.0,-2.542776297135804,0.39994598491248345,0
DaviRa03,DT,23,19,0.0,0.0,0.0,53,26.0,27.0,1.0,1.0,-1.8564026968659904,-0.19339459778015725,0
DaviTy01,DT,101,83,4.0,3.0,5.0,211,99.0,112.0,18.0,15.0,1.4786669977559643,-1.0733554029913182,2
DayxSh00,DT,68,2,6.0,0.0,7.5,78,53.0,25.0,18.0,13.0,-0.7218830468952703,0.07597354664482787,0
DockDa20,DT,158,156,18.0,9.0,40.5,472,358.0,114.0,90.0,113.0,8.454290801680177,1.4645590028453754,3
DonaAa00,DT,119,115,15.0,20.0,91.5,394,262.0,132.0,138.0,215.0,11.869886485761315,8.202786725888423,3
DonaDy00,DL,4,0,0.0,0.0,0.0,5,4.0,1.0,1.0,1.0,-2.5114974061576003,0.3723078244708755,0
DorsGl99,DT,104,92,3.0,1.0,7.0,321,223.0,98.0,23.0,24.0,2.1736107544856518,-1.6939046462467098,2
