,age,team,g,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,player_id,position,snaps_played,total_snaps,snap_played_percentage
794,28,DET,14,8,19,13,87,6.7,0,5,13,0.9,6.2,68.4,4.6,0,0,0,0,0,0.0,0.0,0.0,13,6.7,87,0,0,1.0,WillLu00,TE,424.0,922.0,0.46
795,28,CAR,16,16,111,73,816,11.2,6,45,31,4.6,51.0,65.8,7.4,0,0,0,0,0,0.0,0.0,0.0,73,11.2,816,6,0,8.0,OlseGr00,TE,1000.0,1031.0,0.97
796,28,ARI,16,10,34,27,271,10.0,3,14,48,1.7,16.9,79.4,8.0,0,0,0,0,0,0.0,0.0,0.0,27,10.0,271,3,0,2.0,KingJe00,TE,,,
797,28,JAX,15,13,38,28,262,9.4,0,12,26,1.9,17.5,73.7,6.9,0,0,0,0,0,0.0,0.0,0.0,28,9.4,262,0,0,2.0,O'ShJa00,TE,,,
798,28,BUF,16,7,81,53,655,12.4,2,26,33,3.3,40.9,65.4,8.1,0,0,0,0,0,0.0,0.0,0.0,53,12.4,655,2,1,5.0,ChanSc00,TE,918.0,1162.0,0.79
799,28,PHI,16,15,51,32,502,15.7,6,22,42,2.0,31.4,62.7,9.8,0,0,0,0,0,0.0,0.0,0.0,32,15.7,502,6,1,4.0,CeleBr00,TE,844.0,1096.0,0.77
800,28,TEN,15,15,33,23,275,12.0,1,14,46,1.5,18.3,69.7,8.3,0,0,0,0,0,0.0,0.0,0.0,23,12.0,275,1,2,2.0,StevCr00,TE,550.0,948.0,0.58
801,28,STL,13,8,24,14,145,10.4,2,8,26,1.1,11.2,58.3,6.0,0,0,0,0,0,0.0,0.0,0.0,14,10.4,145,2,1,1.0,BajeBi00,TE,,,
802,28,NWE,13,8,4,3,27,9.0,0,2,21,0.2,2.1,75.0,6.8,0,0,0,0,0,0.0,0.0,0.0,3,9.0,27,0,0,0.0,AlleDw00,TE,365.0,890.0,0.41
803,28,PHI,14,4,31,24,345,14.4,2,16,33,1.7,24.6,77.4,11.1,0,0,0,0,0,0.0,0.0,0.0,24,14.4,345,2,0,3.0,RodgRi00,TE,274.0,979.0,0.28
804,28,CIN,4,2,19,15,179,11.9,1,10,29,3.8,44.8,78.9,9.4,0,0,0,0,0,0.0,0.0,0.0,15,11.9,179,1,0,2.0,EifeTy00,TE,133.0,271.0,0.49
805,28,PHI,16,16,156,116,1163,10.0,8,72,34,7.3,72.7,74.4,7.5,0,0,0,0,0,0.0,0.0,0.0,116,10.0,1163,8,1,9.0,ErtzZa00,TE,1000.0,1087.0,0.92
806,28,STL,16,12,75,39,481,12.3,0,19,49,2.4,30.1,52.0,6.4,0,0,0,0,0,0.0,0.0,0.0,39,12.3,481,0,2,4.0,CookJa02,TE,672.0,960.0,0.7
807,28,TEN,13,3,14,6,64,10.7,1,4,18,0.5,4.9,42.9,4.6,0,0,0,0,0,0.0,0.0,0.0,6,10.7,64,1,0,0.0,CoffCh00,TE,160.0,762.0,0.21
808,28,HOU,16,9,45,34,330,9.7,3,18,30,2.1,20.6,75.6,7.3,1,6,0,1,6,6.0,0.4,0.1,35,9.6,336,3,0,3.0,CaseJa00,TE,601.0,1134.0,0.53
809,28,DET,16,6,36,23,260,11.3,1,13,33,1.4,16.3,63.9,7.2,0,0,0,0,0,0.0,0.0,0.0,23,11.3,260,1,3,2.0,GainMi00,TE,,,
810,28,MIA,7,3,8,4,57,14.3,0,4,19,0.6,8.1,50.0,7.1,0,4,0,0,4,0.0,0.6,0.0,4,15.3,61,0,0,0.0,WalfCl00,TE,,,
811,28,DET,15,5,43,26,347,13.3,6,20,36,1.7,23.1,60.5,8.1,1,5,0,0,5,5.0,0.3,0.1,27,13.0,352,6,1,3.0,ScheTo00,TE,,,
812,28,MIA,16,16,69,41,332,8.1,5,18,22,2.6,20.8,59.4,4.8,0,0,0,0,0,0.0,0.0,0.0,41,8.1,332,5,0,3.0,FasaAn00,TE,900.0,1034.0,0.87
813,28,KAN,15,7,15,8,67,8.4,0,3,30,0.5,4.5,53.3,4.5,0,0,0,0,0,0.0,0.0,0.0,8,8.4,67,0,0,1.0,BellBl00,TE,,,
814,28,KAN,2,2,3,3,65,21.7,1,3,29,1.5,32.5,100.0,21.7,0,0,0,0,0,0.0,0.0,0.0,3,21.7,65,1,0,0.0,BossKe00,TE,49.0,140.0,0.35
815,28,3TM,8,1,5,3,15,5.0,0,0,8,0.4,1.9,60.0,3.0,0,0,0,0,0,0.0,0.0,0.0,3,5.0,15,0,0,0.0,RyanSe00,TE,,,
816,28,CHI,16,10,23,11,73,6.6,1,3,13,0.7,4.6,47.8,3.2,0,0,0,0,0,0.0,0.0,0.0,11,6.6,73,1,0,0.0,LymaDu00,TE,,,
817,28,BAL,16,16,64,35,403,11.5,3,23,30,2.2,25.2,54.7,6.3,0,0,0,0,0,0.0,0.0,0.0,35,11.5,403,3,1,4.0,HeapTo00,TE,,,
818,28,NYJ,8,5,36,28,317,11.3,2,18,32,3.5,39.6,77.8,8.8,0,0,0,0,0,0.0,0.0,0.0,28,11.3,317,2,0,2.0,KellDu00,TE,406.0,556.0,0.73
819,28,STL,16,15,67,39,429,11.0,3,29,29,2.4,26.8,58.2,6.4,0,0,0,0,0,0.0,0.0,0.0,39,11.0,429,3,0,3.0,McMiRa01,TE,,,
820,28,ATL,11,0,5,3,58,19.3,1,3,42,0.3,5.3,60.0,11.6,0,0,0,0,0,0.0,0.0,0.0,3,19.3,58,1,0,0.0,MoeaTo00,TE,89.0,809.0,0.11
821,28,2TM,7,3,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,McCoAn00,TE,71.0,418.0,0.17
822,28,KAN,15,15,122,83,1038,12.5,8,53,44,5.5,69.2,68.0,8.5,2,7,0,2,4,3.5,0.5,0.1,85,12.3,1045,8,0,10.0,KelcTr00,TE,872.0,958.0,0.91
823,28,ATL,11,11,6,3,26,8.7,0,1,17,0.3,2.4,50.0,4.3,0,0,0,0,0,0.0,0.0,0.0,3,8.7,26,0,0,0.0,HartBe00,TE,,,
824,28,LAR,9,9,46,35,324,9.3,2,19,37,3.9,36.0,76.1,7.0,0,0,0,0,0,0.0,0.0,0.0,35,9.3,324,2,1,0.0,HigbTy00,TE,,,
825,28,SEA,14,12,56,33,387,11.7,5,19,60,2.4,27.6,58.9,6.9,0,0,0,0,0,0.0,0.0,0.0,33,11.7,387,5,0,4.0,MillZa01,TE,718.0,876.0,0.82
826,28,PHI,13,12,64,37,298,8.1,3,16,25,2.8,22.9,57.8,4.7,0,0,0,0,0,0.0,0.0,0.0,37,8.1,298,3,0,3.0,SmitL.00,TE,,,
827,28,MIN,16,15,59,42,596,14.2,7,30,40,2.6,37.3,71.2,10.1,0,0,0,0,0,0.0,0.0,0.0,42,14.2,596,7,0,6.0,ShiaVi00,TE,,,
828,28,HOU,14,11,43,24,305,12.7,0,15,47,1.7,21.8,55.8,7.1,0,0,0,0,0,0.0,0.0,0.0,24,12.7,305,0,0,3.0,GrifRy00,TE,743.0,965.0,0.77
829,28,MIN,16,4,6,6,52,8.7,2,3,25,0.4,3.3,100.0,8.7,3,7,0,1,5,2.3,0.4,0.2,9,6.6,59,2,0,1.0,DugaJe00,TE,,,
830,28,TAM,12,10,8,5,23,4.6,0,2,11,0.4,1.9,62.5,2.9,0,0,0,0,0,0.0,0.0,0.0,5,4.6,23,0,0,0.0,StocLu00,TE,319.0,839.0,0.38
831,28,OAK,15,15,13,12,70,5.8,1,4,17,0.8,4.7,92.3,5.4,0,0,0,0,0,0.0,0.0,0.0,12,5.8,70,1,0,1.0,SmitLe00,TE,517.0,994.0,0.52
832,28,SEA,15,4,4,3,32,10.7,1,2,23,0.2,2.1,75.0,8.0,0,0,0,0,0,0.0,0.0,0.0,3,10.7,32,1,0,0.0,DaviKe01,TE,152.0,950.0,0.16
833,28,KAN,16,10,34,24,247,10.3,1,12,39,1.5,15.4,70.6,7.3,0,0,0,0,0,0.0,0.0,0.0,24,10.3,247,1,0,1.0,PopeLe00,TE,,,
834,28,NYJ,15,15,61,41,409,10.0,3,29,22,2.7,27.3,67.2,6.7,0,0,0,0,0,0.0,0.0,0.0,41,10.0,409,3,1,3.0,BakeCh00,TE,,,
835,28,WAS,13,8,84,54,558,10.3,2,26,34,4.2,42.9,64.3,6.6,0,0,0,0,0,0.0,0.0,0.0,54,10.3,558,2,1,4.0,ReedJo02,TE,512.0,839.0,0.61
836,28,PIT,6,2,13,7,47,6.7,0,3,19,1.2,7.8,53.8,3.6,1,1,1,1,1,1.0,0.2,0.2,8,6.0,48,1,0,0.0,EbroEr00,TE,185.0,394.0,0.47
837,28,SFO,16,16,61,41,548,13.4,5,26,53,2.6,34.3,67.2,9.0,0,0,0,0,0,0.0,0.0,0.0,41,13.4,548,5,0,5.0,DaviVe00,TE,918.0,1009.0,0.91
838,28,HOU,11,10,68,38,471,12.4,2,25,31,3.5,42.8,55.9,6.9,0,0,0,0,0,0.0,0.0,0.0,38,12.4,471,2,0,5.0,DaniOw00,TE,,,
839,28,OAK,16,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,StewTo00,TE,,,
840,28,DEN,12,11,37,22,237,10.8,1,13,31,1.8,19.8,59.5,6.4,0,0,0,0,0,0.0,0.0,0.0,22,10.8,237,1,0,2.0,GreeVi00,TE,487.0,812.0,0.6
841,28,CIN,9,9,28,25,313,12.5,5,13,55,2.8,34.8,89.3,11.2,0,0,0,0,0,0.0,0.0,0.0,25,12.5,313,5,0,0.0,UzomC.00,TE,,,
842,28,MIN,16,16,81,57,532,9.3,8,32,34,3.6,33.3,70.4,6.6,0,0,0,0,0,0.0,0.0,0.0,57,9.3,532,8,0,5.0,RudoKy00,TE,922.0,1111.0,0.83
843,28,TAM,16,16,25,16,112,7.0,0,4,17,1.0,7.0,64.0,4.5,0,0,0,0,0,0.0,0.0,0.0,16,7.0,112,0,0,1.0,BechAn00,TE,,,
844,28,LAR,16,16,87,50,499,10.0,2,22,44,3.1,31.2,57.5,5.7,0,0,0,0,0,0.0,0.0,0.0,50,10.0,499,2,1,3.0,KendLa00,TE,827.0,1009.0,0.82
845,28,ATL,8,5,25,20,158,7.9,1,8,17,2.5,19.8,80.0,6.3,0,0,0,0,0,0.0,0.0,0.0,20,7.9,158,1,3,0.0,HursHa00,TE,,,
846,28,DET,16,7,12,8,56,7.0,1,3,19,0.5,3.5,66.7,4.7,0,0,0,0,0,0.0,0.0,0.0,8,7.0,56,1,0,0.0,OwenJo00,TE,,,
847,28,PIT,14,14,67,42,512,12.2,2,24,36,3.0,36.6,62.7,7.6,0,0,0,0,0,0.0,0.0,0.0,42,12.2,512,2,1,5.0,MillHe00,TE,,,
848,28,NOR,14,12,63,48,378,7.9,2,19,22,3.4,27.0,76.2,6.0,0,0,0,0,0,0.0,0.0,0.0,48,7.9,378,2,1,3.0,JohnEr00,TE,,,
849,28,NYG,16,14,76,47,522,11.1,4,28,27,2.9,32.6,61.8,6.9,0,0,0,0,0,0.0,0.0,0.0,47,11.1,522,4,0,3.0,MyerBr00,TE,850.0,1024.0,0.83
850,28,SDG,13,2,18,10,95,9.5,3,6,18,0.8,7.3,55.6,5.3,0,0,0,0,0,0.0,0.0,0.0,10,9.5,95,3,1,1.0,RosaDa00,TE,190.0,826.0,0.23
851,28,CHI,11,11,80,53,439,8.3,3,26,24,4.8,39.9,66.3,5.5,0,0,0,0,0,0.0,0.0,0.0,53,8.3,439,3,2,4.0,BennMa00,TE,726.0,764.0,0.95
852,28,CLE,16,12,18,13,127,9.8,2,6,40,0.8,7.9,72.2,7.1,0,0,0,0,0,0.0,0.0,0.0,13,9.8,127,2,0,1.0,BarnGa01,TE,527.0,1098.0,0.48
853,28,CLE,3,1,1,1,6,6.0,0,0,6,0.3,2.0,100.0,6.0,0,0,0,0,0,0.0,0.0,0.0,1,6.0,6,0,0,0.0,SmitAl02,TE,,,
854,28,TEN,14,10,70,45,440,9.8,1,24,27,3.2,31.4,64.3,6.3,0,0,0,0,0,0.0,0.0,0.0,45,9.8,440,1,1,4.0,ScaiBo00,TE,,,
855,28,CAR,16,11,26,17,121,7.1,2,10,17,1.1,7.6,65.4,4.7,0,0,0,0,0,0.0,0.0,0.0,17,7.1,121,2,0,1.0,DickEd00,TE,598.0,1107.0,0.54
856,28,CLE,16,8,27,17,242,14.2,1,12,31,1.1,15.1,63.0,9.0,0,0,0,0,0,0.0,0.0,0.0,17,14.2,242,1,0,1.0,DrayJi00,TE,599.0,1051.0,0.57
857,28,SFO,13,0,2,2,10,5.0,0,0,8,0.2,0.8,100.0,5.0,0,0,0,0,0,0.0,0.0,0.0,2,5.0,10,0,0,0.0,ToilLe00,TE,191.0,910.0,0.21
858,28,TAM,16,15,123,75,763,10.2,2,40,37,4.7,47.7,61.0,6.2,0,0,0,0,0,0.0,0.0,0.0,75,10.2,763,2,2,6.0,WinsKe01,TE,,,
859,28,NWE,14,9,47,22,209,9.5,2,12,29,1.6,14.9,46.8,4.4,0,0,0,0,0,0.0,0.0,0.0,22,9.5,209,2,1,2.0,WatsBe00,TE,,,
860,28,SDG,16,0,6,4,28,7.0,1,2,21,0.3,1.8,66.7,4.7,0,0,0,0,0,0.0,0.0,0.0,4,7.0,28,1,0,0.0,WilsKr00,TE,,,
861,28,SDG,16,4,2,1,4,4.0,0,0,4,0.1,0.3,50.0,2.0,2,4,0,2,2,2.0,0.3,0.1,3,2.7,8,0,1,0.0,JohnDa05,TE,221.0,1163.0,0.19
862,28,PIT,15,14,72,50,610,12.2,4,33,75,3.3,40.7,69.4,8.5,0,0,0,0,0,0.0,0.0,0.0,50,12.2,610,4,2,5.0,McDoVa00,TE,564.0,1025.0,0.55
863,28,SDG,16,11,19,15,127,8.5,2,6,17,0.9,7.9,78.9,6.7,0,0,0,0,0,0.0,0.0,0.0,15,8.5,127,2,0,1.0,ManuBr00,TE,,,
864,28,MIA,15,15,51,34,303,8.9,2,16,28,2.3,20.2,66.7,5.9,0,0,0,0,0,0.0,0.0,0.0,34,8.9,303,2,0,2.0,MartDa00,TE,,,
865,28,TAM,4,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,HeinKe00,TE,,,
866,28,BUF,10,4,16,12,119,9.9,3,9,38,1.2,11.9,75.0,7.4,0,0,0,0,0,0.0,0.0,0.0,12,9.9,119,3,0,1.0,KrofTy00,TE,,,
867,28,GNB,16,14,50,39,303,7.8,5,12,26,2.4,18.9,78.0,6.1,0,0,0,0,0,0.0,0.0,0.0,39,7.8,303,5,0,3.0,LeexDo00,TE,,,
868,28,JAX,15,3,20,14,149,10.6,1,9,26,0.9,9.9,70.0,7.5,0,0,0,0,0,0.0,0.0,0.0,14,10.6,149,1,0,1.0,HarbCl00,TE,309.0,997.0,0.31
869,28,DAL,16,8,9,4,88,22.0,1,4,31,0.3,5.5,44.4,9.8,0,0,0,0,0,0.0,0.0,0.0,4,22.0,88,1,0,1.0,HannJa00,TE,275.0,1058.0,0.26
870,28,SFO,5,5,36,25,328,13.1,1,15,39,5.0,65.6,69.4,9.1,1,9,0,0,9,9.0,1.8,0.2,26,13.0,337,1,2,0.0,KittGe00,TE,,,
871,28,JAX,15,6,11,8,63,7.9,0,1,17,0.5,4.2,72.7,5.7,0,0,0,0,0,0.0,0.0,0.0,8,7.9,63,0,0,1.0,AnguRi00,TE,,,
872,28,TEN,9,9,21,15,105,7.0,2,7,26,1.7,11.7,71.4,5.0,0,0,0,0,0,0.0,0.0,0.0,15,7.0,105,2,0,0.0,SwaiGe00,TE,,,
873,28,MIN,14,6,14,8,43,5.4,0,4,14,0.6,3.1,57.1,3.1,0,0,0,0,0,0.0,0.0,0.0,8,5.4,43,0,0,0.0,CarlJo00,TE,231.0,856.0,0.27
874,28,MIA,16,10,47,29,228,7.9,2,12,35,1.8,14.3,61.7,4.9,0,0,0,0,0,0.0,0.0,0.0,29,7.9,228,2,0,2.0,PeelJu00,TE,,,
875,28,HOU,8,1,10,6,39,6.5,1,2,11,0.8,4.9,60.0,3.9,0,0,0,0,0,0.0,0.0,0.0,6,6.5,39,1,0,0.0,PutzJe00,TE,,,
876,28,JAX,9,6,51,30,281,9.4,4,15,24,3.3,31.2,58.8,5.5,0,0,0,0,0,0.0,0.0,0.0,30,9.4,281,4,0,2.0,ThomJu00,TE,450.0,625.0,0.72
877,28,WAS,16,16,126,77,849,11.0,3,40,35,4.8,53.1,61.1,6.7,0,0,0,0,0,0.0,0.0,0.0,77,11.0,849,3,3,5.0,CoolCh00,TE,,,
878,28,CHI,15,8,11,7,50,7.1,2,4,13,0.5,3.3,63.6,4.5,0,0,0,0,0,0.0,0.0,0.0,7,7.1,50,2,0,0.0,SpaeMa00,TE,,,
879,28,BAL,4,1,33,20,169,8.5,1,11,18,5.0,42.3,60.6,5.1,0,0,0,0,0,0.0,0.0,0.0,20,8.5,169,1,0,1.0,PittDe00,TE,158.0,293.0,0.54
880,29,HOU,9,3,28,21,184,8.8,0,9,31,2.3,20.4,75.0,6.6,1,3,0,1,3,3.0,0.3,0.1,22,8.5,187,0,2,0.0,AkinJo00,TE,,,
881,29,HOU,16,10,39,28,353,12.6,6,17,56,1.8,22.1,71.8,9.1,0,0,0,0,0,0.0,0.0,0.0,28,12.6,353,6,0,3.0,DreeJo00,TE,,,
882,29,TEN,9,4,11,10,127,12.7,2,8,22,1.1,14.1,90.9,11.5,0,0,0,0,0,0.0,0.0,0.0,10,12.7,127,2,0,0.0,PruiMy00,TE,,,
883,29,NOR,15,7,17,11,86,7.8,4,6,20,0.7,5.7,64.7,5.1,0,0,0,0,0,0.0,0.0,0.0,11,7.8,86,4,0,1.0,ThomDa02,TE,381.0,1030.0,0.37
884,29,ATL,16,16,103,56,780,13.9,8,37,46,3.5,48.8,54.4,7.6,0,0,0,0,0,0.0,0.0,0.0,56,13.9,780,8,0,8.0,CrumAl00,TE,,,
885,29,NOR,13,12,67,48,569,11.9,3,29,66,3.7,43.8,71.6,8.5,0,0,0,0,0,0.0,0.0,0.0,48,11.9,569,3,0,6.0,ShocJe00,TE,,,
886,29,TAM,14,3,59,36,397,11.0,2,17,31,2.6,28.4,61.0,6.7,0,0,0,0,0,0.0,0.0,0.0,36,11.0,397,2,0,3.0,StevJe00,TE,,,
887,29,PHI,15,6,21,11,108,9.8,1,6,18,0.7,7.2,52.4,5.1,0,0,0,0,0,0.0,0.0,0.0,11,9.8,108,1,0,1.0,SchoMa00,TE,,,
888,29,DAL,16,16,117,79,942,11.9,5,47,64,4.9,58.9,67.5,8.1,0,0,0,0,0,0.0,0.0,0.0,79,11.9,942,5,1,8.0,WittJa00,TE,,,
889,29,ATL,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,ShulMi01,TE,19.0,70.0,0.27
890,29,JAX,11,11,47,25,359,14.4,4,17,41,2.3,32.6,53.2,7.6,0,0,0,0,0,0.0,0.0,0.0,25,14.4,359,4,1,2.0,LewiMa00,TE,582.0,719.0,0.81
891,29,GNB,8,1,32,18,132,7.3,3,7,24,2.3,16.5,56.3,4.1,0,0,0,0,0,0.0,0.0,0.0,18,7.3,132,3,0,1.0,FranBu00,TE,,,
892,29,BUF,15,7,57,33,351,10.6,1,14,30,2.2,23.4,57.9,6.2,0,0,0,0,0,0.0,0.0,0.0,33,10.6,351,1,2,3.0,RoyaRo00,TE,,,
893,29,NOR,11,1,30,22,295,13.4,2,13,33,2.0,26.8,73.3,9.8,0,0,0,0,0,0.0,0.0,0.0,22,13.4,295,2,0,3.0,FleeCo00,TE,269.0,727.0,0.37
894,29,DEN,15,15,33,24,246,10.3,2,12,28,1.6,16.4,72.7,7.5,0,0,0,0,0,0.0,0.0,0.0,24,10.3,246,2,0,2.0,GrahDa00,TE,,,
895,29,TAM,16,10,21,15,147,9.8,1,8,36,0.9,9.2,71.4,7.0,0,0,0,0,0,0.0,0.0,0.0,15,9.8,147,1,0,1.0,GilmJo00,TE,,,
896,29,BUF,13,12,36,21,184,8.8,0,11,21,1.6,14.2,58.3,5.1,0,0,0,0,0,0.0,0.0,0.0,21,8.8,184,0,1,1.0,ClayCh00,TE,504.0,869.0,0.58
897,29,DEN,15,0,28,14,109,7.8,2,4,26,0.9,7.3,50.0,3.9,0,0,0,0,0,0.0,0.0,0.0,14,7.8,109,2,1,1.0,TammJa00,TE,276.0,1062.0,0.26
898,29,ARI,14,14,46,33,322,9.8,2,17,21,2.4,23.0,71.7,7.0,0,0,0,0,0,0.0,0.0,0.0,33,9.8,322,2,0,2.0,GresJe00,TE,750.0,974.0,0.77
899,29,NWE,13,11,72,47,682,14.5,3,42,42,3.6,52.5,65.3,9.5,0,0,0,0,0,0.0,0.0,0.0,47,14.5,682,3,1,6.0,GronRo00,TE,838.0,921.0,0.91
900,29,SEA,11,11,74,48,605,12.6,2,29,45,4.4,55.0,64.9,8.2,0,0,0,0,0,0.0,0.0,0.0,48,12.6,605,2,0,6.0,GrahJi00,TE,569.0,729.0,0.78
901,29,HOU,8,2,19,4,30,7.5,1,1,9,0.5,3.8,21.1,1.6,0,0,0,0,0,0.0,0.0,0.0,4,7.5,30,1,0,0.0,GrahGa00,TE,290.0,617.0,0.47
902,29,IND,15,15,107,77,848,11.0,6,41,33,5.1,56.5,72.0,7.9,0,0,0,0,0,0.0,0.0,0.0,77,11.0,848,6,2,10.0,ClarDa00,TE,,,
903,29,DET,14,9,15,10,70,7.0,0,4,13,0.7,5.0,66.7,4.7,0,0,0,0,0,0.0,0.0,0.0,10,7.0,70,0,0,1.0,PettBr00,TE,587.0,962.0,0.61
904,29,DET,3,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,PascBe00,TE,49.0,188.0,0.26
905,29,2TM,16,7,15,10,72,7.2,1,0,16,0.6,4.5,66.7,4.8,0,0,0,0,0,0.0,0.0,0.0,10,7.2,72,1,0,0.0,PhilJo00,TE,217.0,556.0,0.39
906,29,CLE,12,4,32,18,153,8.5,1,9,27,1.5,12.8,56.3,4.8,0,0,0,0,0,0.0,0.0,0.0,18,8.5,153,1,0,1.0,SheaAa00,TE,,,
907,29,SEA,8,7,10,8,79,9.9,0,5,17,1.0,9.9,80.0,7.9,0,0,0,0,0,0.0,0.0,0.0,8,9.9,79,0,0,1.0,WillLu00,TE,243.0,552.0,0.44
908,29,CAR,16,16,123,84,1008,12.0,6,55,38,5.3,63.0,68.3,8.2,0,0,0,0,0,0.0,0.0,0.0,84,12.0,1008,6,1,8.0,OlseGr00,TE,1067.0,1100.0,0.97
909,29,ARI,16,12,29,17,129,7.6,0,6,27,1.1,8.1,58.6,4.4,0,0,0,0,0,0.0,0.0,0.0,17,7.6,129,0,0,1.0,KingJe00,TE,466.0,1059.0,0.44
910,29,JAX,2,2,9,7,72,10.3,0,3,24,3.5,36.0,77.8,8.0,0,0,0,0,0,0.0,0.0,0.0,7,10.3,72,0,0,0.0,O'ShJa00,TE,,,
911,29,BUF,16,5,70,47,497,10.6,3,28,37,2.9,31.1,67.1,7.1,0,0,0,0,0,0.0,0.0,0.0,47,10.6,497,3,0,4.0,ChanSc00,TE,748.0,1054.0,0.71
912,29,PHI,16,15,51,32,340,10.6,1,16,37,2.0,21.3,62.7,6.7,0,0,0,0,0,0.0,0.0,0.0,32,10.6,340,1,1,2.0,CeleBr00,TE,816.0,1183.0,0.69
913,29,TEN,15,14,6,2,5,2.5,0,0,6,0.1,0.3,33.3,0.8,0,0,0,0,0,0.0,0.0,0.0,2,2.5,5,0,0,0.0,StevCr00,TE,419.0,998.0,0.42
914,29,STL,16,12,14,9,71,7.9,0,2,19,0.6,4.4,64.3,5.1,0,0,0,0,0,0.0,0.0,0.0,9,7.9,71,0,0,0.0,BajeBi00,TE,,,
915,29,PHI,2,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,RodgRi00,TE,31.0,135.0,0.23
916,29,CIN,16,4,63,43,436,10.1,3,24,27,2.7,27.3,68.3,6.9,0,0,0,0,0,0.0,0.0,0.0,43,10.1,436,3,0,3.0,EifeTy00,TE,491.0,1091.0,0.45
917,29,PHI,15,15,135,88,916,10.4,6,50,30,5.9,61.1,65.2,6.8,0,0,0,0,0,0.0,0.0,0.0,88,10.4,916,6,1,7.0,ErtzZa00,TE,932.0,1084.0,0.86
918,29,GNB,10,5,51,30,377,12.6,1,19,47,3.0,37.7,58.8,7.4,0,0,0,0,0,0.0,0.0,0.0,30,12.6,377,1,1,4.0,CookJa02,TE,328.0,643.0,0.51
919,29,2TM,2,0,11,8,71,8.9,1,0,16,4.0,35.5,72.7,6.5,0,0,0,0,0,0.0,0.0,0.0,8,8.9,71,1,0,0.0,CoffCh00,TE,35.0,71.0,0.49
920,29,PHI,15,1,6,3,31,10.3,0,3,12,0.2,2.1,50.0,5.2,0,0,0,0,0,0.0,0.0,0.0,3,10.3,31,0,0,0.0,CaseJa00,TE,153.0,1020.0,0.15
921,29,2TM,10,7,9,5,59,11.8,1,0,24,0.5,5.9,55.6,6.6,0,0,0,0,0,0.0,0.0,0.0,5,11.8,59,1,0,0.0,GainMi00,TE,,,
922,29,DET,15,4,85,42,504,12.0,1,28,57,2.8,33.6,49.4,5.9,0,0,0,0,0,0.0,0.0,0.0,42,12.0,504,1,0,4.0,ScheTo00,TE,522.0,1111.0,0.47
923,29,KAN,9,9,33,23,200,8.7,3,12,20,2.6,22.2,69.7,6.1,0,0,0,0,0,0.0,0.0,0.0,23,8.7,200,3,0,2.0,FasaAn00,TE,504.0,600.0,0.84
924,29,DAL,16,2,15,11,110,10.0,0,7,24,0.7,6.9,73.3,7.3,1,2,0,1,2,2.0,0.1,0.1,12,9.3,112,0,0,1.0,BellBl00,TE,,,
925,29,KAN,10,8,27,14,135,9.6,2,7,43,1.4,13.5,51.9,5.0,0,0,0,0,0,0.0,0.0,0.0,14,9.6,135,2,0,1.0,RyanSe00,TE,,,
926,29,BAL,16,16,75,53,593,11.2,6,33,31,3.3,37.1,70.7,7.9,1,2,0,0,2,2.0,0.1,0.1,54,11.0,595,6,1,6.0,HeapTo00,TE,,,
927,29,STL,4,4,21,11,139,12.6,0,5,31,2.8,34.8,52.4,6.6,0,0,0,0,0,0.0,0.0,0.0,11,12.6,139,0,0,1.0,McMiRa01,TE,,,
928,29,KAN,16,16,150,103,1336,13.0,10,75,43,6.4,83.5,68.7,8.9,0,0,0,0,0,0.0,0.0,0.0,103,13.0,1336,10,2,14.0,KelcTr00,TE,993.0,1045.0,0.95
929,29,NYJ,16,7,4,1,2,2.0,1,1,2,0.1,0.1,25.0,0.5,0,0,0,0,0,0.0,0.0,0.0,1,2.0,2,1,0,0.0,HartBe00,TE,,,
930,29,SEA,3,3,7,6,76,12.7,0,3,24,2.0,25.3,85.7,10.9,0,0,0,0,0,0.0,0.0,0.0,6,12.7,76,0,0,1.0,MillZa01,TE,157.0,187.0,0.84
931,29,BAL,12,0,3,2,31,15.5,0,1,26,0.2,2.6,66.7,10.3,0,0,0,0,0,0.0,0.0,0.0,2,15.5,31,0,0,0.0,SmitL.00,TE,,,
