,age,team,g,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,player_id,position,snaps_played,total_snaps,snap_played_percentage
3768,26,DEN,11,0,8,3,36,12.0,0,2,18,0.3,3.3,37.5,4.5,2,8,0,1,8,4.0,0.7,0.2,5,8.8,44,0,1,,ColeCh00,WR,,,
3769,26,WAS,16,16,159,82,1204,14.7,6,53,64,5.1,75.3,51.6,7.6,10,39,0,3,23,3.9,2.4,0.6,92,13.5,1243,6,0,11.0,ColeLa00,WR,,,
3770,26,BUF,15,9,68,29,431,14.9,3,20,84,1.9,28.7,42.6,6.3,0,0,0,0,0,0.0,0.0,0.0,29,14.9,431,3,0,4.0,GoodMa00,WR,640.0,985.0,0.65
3771,26,KAN,16,9,33,17,247,14.5,1,8,68,1.1,15.4,51.5,7.5,0,0,0,0,0,0.0,0.0,0.0,17,14.5,247,1,0,2.0,DarlDe00,WR,,,
3772,26,GNB,16,12,144,89,1382,15.5,12,63,79,5.6,86.4,61.8,9.6,0,0,0,0,0,0.0,0.0,0.0,89,15.5,1382,12,2,14.0,WalkJa00,WR,,,
3773,26,NYG,3,0,16,10,87,8.7,1,5,27,3.3,29.0,62.5,5.4,0,0,0,0,0,0.0,0.0,0.0,10,8.7,87,1,1,0.0,PettDa00,WR,,,
3774,26,SFO,16,12,62,33,663,20.1,4,23,76,2.1,41.4,53.2,10.7,0,0,0,0,0,0.0,0.0,0.0,33,20.1,663,4,0,4.0,SmitTo02,WR,772.0,1016.0,0.76
3775,26,NYJ,10,2,23,8,167,20.9,0,6,51,0.8,16.7,34.8,7.3,1,20,1,1,20,20.0,2.0,0.1,9,20.8,187,1,0,1.0,SalaGr00,WR,220.0,647.0,0.34
3776,26,JAX,13,13,123,66,777,11.8,3,41,59,5.1,59.8,53.7,6.3,0,0,0,0,0,0.0,0.0,0.0,66,11.8,777,3,0,5.0,ShorCe00,WR,758.0,852.0,0.89
3777,26,ARI,12,0,8,3,36,12.0,0,3,15,0.3,3.0,37.5,4.5,0,0,0,0,0,0.0,0.0,0.0,3,12.0,36,0,0,0.0,SampDe00,WR,,,
3778,26,WAS,16,16,115,59,600,10.2,5,29,35,3.7,37.5,51.3,5.2,0,0,0,0,0,0.0,0.0,0.0,59,10.2,600,5,1,6.0,GardRo00,WR,,,
3779,26,ARI,16,6,97,54,689,12.8,5,35,70,3.4,43.1,55.7,7.1,0,0,0,0,0,0.0,0.0,0.0,54,12.8,689,5,1,5.0,DoucEa00,WR,,,
3780,26,ATL,16,4,53,22,294,13.4,1,15,46,1.4,18.4,41.5,5.5,2,-5,0,0,0,-2.5,-0.3,0.1,24,12.0,289,1,0,3.0,DougHa00,WR,,,
3781,26,WAS,15,12,78,44,532,12.1,2,31,32,2.9,35.5,56.4,6.8,0,0,0,0,0,0.0,0.0,0.0,44,12.1,532,2,0,4.0,DoctJo00,WR,,,
3782,26,3TM,14,4,11,8,111,13.9,0,4,28,0.6,7.9,72.7,10.1,4,73,1,2,60,18.3,5.2,0.3,12,15.3,184,1,3,,DaviTr03,WR,,,
3783,26,NWE,16,15,125,78,998,12.8,5,53,51,4.9,62.4,62.4,8.0,0,0,0,0,0,0.0,0.0,0.0,78,12.8,998,5,0,10.0,BranDe00,WR,,,
3784,26,GNB,4,0,16,7,89,12.7,0,6,24,1.8,22.3,43.8,5.6,0,0,0,0,0,0.0,0.0,0.0,7,12.7,89,0,0,1.0,RobiKo00,WR,,,
3785,26,PHI,11,10,69,39,363,9.3,3,17,43,3.5,33.0,56.5,5.3,2,7,0,1,16,3.5,0.6,0.2,41,9.0,370,3,2,3.0,AghoNe00,WR,,,
3786,26,DAL,16,16,136,88,1320,15.0,16,60,68,5.5,82.5,64.7,9.7,0,0,0,0,0,0.0,0.0,0.0,88,15.0,1320,16,0,14.0,BryaDe01,WR,898.0,1056.0,0.85
3787,26,PIT,16,16,181,129,1698,13.2,13,87,63,8.1,106.1,71.3,9.4,4,13,0,0,9,3.3,0.8,0.3,133,12.9,1711,13,2,16.0,BrowAn04,WR,1061.0,1105.0,0.96
3788,26,JAX,13,1,5,3,22,7.3,0,1,11,0.2,1.7,60.0,4.4,41,144,0,4,9,3.5,11.1,3.2,44,3.8,166,0,0,1.0,RobiDe00,WR,101.0,918.0,0.11
3789,26,TAM,12,7,46,24,440,18.3,4,19,85,2.0,36.7,52.2,9.6,0,0,0,0,0,0.0,0.0,0.0,24,18.3,440,4,0,4.0,UndeTi00,WR,563.0,771.0,0.73
3790,26,TAM,13,13,118,67,1157,17.3,8,54,67,5.2,89.0,56.8,9.8,0,0,0,0,0,0.0,0.0,0.0,67,17.3,1157,8,0,9.0,EvanMi00,WR,792.0,943.0,0.84
3791,26,HOU,11,6,57,29,330,11.4,2,15,35,2.6,30.0,50.9,5.8,3,17,0,1,13,5.7,1.5,0.3,32,10.8,347,2,1,3.0,ElliBr00,WR,590.0,797.0,0.74
3792,26,NYJ,11,10,68,38,449,11.8,1,22,42,3.5,40.8,55.9,6.6,1,0,0,0,0,0.0,0.0,0.1,39,11.5,449,1,2,4.0,EnunQu00,WR,526.0,683.0,0.77
3793,26,SFO,12,1,21,10,86,8.6,0,5,29,0.8,7.2,47.6,4.1,0,0,0,0,0,0.0,0.0,0.0,10,8.6,86,0,0,1.0,TaylTr02,WR,,,
3794,26,KAN,15,7,41,24,298,12.4,2,14,24,1.6,19.9,58.5,7.3,1,2,0,0,2,2.0,0.1,0.1,25,12.0,300,2,1,2.0,ParkSa00,WR,,,
3795,26,MIA,15,15,64,37,553,14.9,6,27,75,2.5,36.9,57.8,8.6,0,0,0,0,0,0.0,0.0,0.0,37,14.9,553,6,1,4.0,StilKe00,WR,744.0,855.0,0.87
3796,26,CIN,16,0,2,1,6,6.0,0,0,6,0.1,0.4,50.0,3.0,0,0,0,0,0,0.0,0.0,0.0,1,6.0,6,0,2,,TateBr00,WR,71.0,1183.0,0.06
3797,26,CIN,15,14,122,79,819,10.4,7,49,77,5.3,54.6,64.8,6.7,18,157,0,7,50,8.7,10.5,1.2,97,10.1,976,7,2,10.0,WarrPe00,WR,,,
3798,26,ATL,6,3,10,2,25,12.5,1,2,14,0.3,4.2,20.0,2.5,0,0,0,0,0,0.0,0.0,0.0,2,12.5,25,1,0,0.0,WhitDe00,WR,,,
3799,26,IND,16,1,25,18,207,11.5,0,13,27,1.1,12.9,72.0,8.3,2,33,0,2,17,16.5,2.1,0.1,20,12.0,240,0,7,,WaltTr00,WR,,,
3800,26,TEN,16,8,85,55,750,13.6,2,45,73,3.4,46.9,64.7,8.8,0,0,0,0,0,0.0,0.0,0.0,55,13.6,750,2,1,7.0,GageJu00,WR,,,
3801,26,2TM,15,5,54,30,428,14.3,3,0,45,2.0,28.5,55.6,7.9,0,0,0,0,0,0.0,0.0,0.0,30,14.3,428,3,1,4.0,GabrDo00,WR,,,
3802,26,PHI,16,15,84,47,835,17.8,8,33,63,2.9,52.2,56.0,9.9,0,18,0,0,18,0.0,1.1,0.0,47,18.1,853,8,0,7.0,CoopRi00,WR,980.0,1101.0,0.89
3803,26,NYJ,13,0,3,2,25,12.5,0,2,14,0.2,1.9,66.7,8.3,0,0,0,0,0,0.0,0.0,0.0,2,12.5,25,0,0,0.0,PeakCh00,WR,,,
3804,26,CAR,16,16,150,103,1563,15.2,12,72,80,6.4,97.7,68.7,10.4,4,25,1,2,20,6.3,1.6,0.3,107,14.8,1588,13,2,18.0,SmitSt01,WR,,,
3805,26,TEN,10,9,60,36,408,11.3,3,21,52,3.6,40.8,60.0,6.8,5,17,0,1,13,3.4,1.7,0.5,41,10.4,425,3,0,3.0,WrigKe01,WR,413.0,666.0,0.62
3806,26,MIN,16,3,50,34,442,13.0,0,25,52,2.1,27.6,68.0,8.8,1,29,0,1,29,29.0,1.8,0.1,35,13.5,471,0,1,5.0,WrigJa02,WR,431.0,1026.0,0.42
3807,26,CIN,13,13,117,69,1041,15.1,6,46,81,5.3,80.1,59.0,8.9,2,2,0,0,5,1.0,0.2,0.2,71,14.7,1043,6,3,9.0,GreeA.00,WR,649.0,854.0,0.76
3808,26,NYJ,11,2,33,16,224,14.0,0,12,42,1.5,20.4,48.5,6.8,1,12,0,1,12,12.0,1.1,0.1,17,13.9,236,0,0,2.0,GateCl00,WR,239.0,724.0,0.33
3809,26,NYG,15,1,25,10,186,18.6,0,8,44,0.7,12.4,40.0,7.4,6,46,0,2,22,7.7,3.1,0.4,16,14.5,232,0,0,2.0,CartTi00,WR,,,
3810,26,SDG,16,2,43,28,352,12.6,1,16,43,1.8,22.0,65.1,8.2,2,10,0,1,7,5.0,0.6,0.1,30,12.1,362,1,2,4.0,CaldRe00,WR,,,
3811,26,OAK,2,0,2,2,12,6.0,0,1,8,1.0,6.0,100.0,6.0,0,0,0,0,0,0.0,0.0,0.0,2,6.0,12,0,0,0.0,CurrRo01,WR,,,
3812,26,DET,5,0,5,2,25,12.5,0,2,21,0.4,5.0,40.0,5.0,0,0,0,0,0,0.0,0.0,0.0,2,12.5,25,0,0,0.0,BroyRy00,WR,34.0,340.0,0.1
3813,26,CLE,16,15,125,68,966,14.2,5,38,61,4.3,60.4,54.4,7.7,4,12,0,1,10,3.0,0.8,0.3,72,13.6,978,5,3,7.0,BenjTr00,WR,850.0,1104.0,0.77
3814,26,GNB,11,7,57,27,366,13.6,3,19,51,2.5,33.3,47.4,6.4,0,0,0,0,0,0.0,0.0,0.0,27,13.6,366,3,0,3.0,FergRo00,WR,,,
3815,26,2TM,7,0,0,1,6,6.0,0,0,6,0.1,0.9,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1,6.0,6,0,0,0.0,RobiAl00,WR,25.0,357.0,0.07
3816,26,BUF,16,16,113,55,849,15.4,5,37,85,3.4,53.1,48.7,7.5,0,0,0,0,0,0.0,0.0,0.0,55,15.4,849,5,0,6.0,EvanLe00,WR,,,
3817,26,PIT,16,16,124,60,860,14.3,4,39,47,3.8,53.8,48.4,6.9,1,-7,0,0,-7,-7.0,-0.4,0.1,61,14.0,853,4,1,7.0,BurrPl00,WR,,,
3818,26,DEN,16,0,27,9,187,20.8,0,9,45,0.6,11.7,33.3,6.9,0,0,0,0,0,0.0,0.0,0.0,9,20.8,187,0,0,2.0,KircDa00,WR,,,
3819,26,SEA,16,14,70,57,965,16.9,10,40,52,3.6,60.3,81.4,13.8,13,69,0,3,18,5.3,4.3,0.8,70,14.8,1034,10,2,10.0,LockTy00,WR,,,
3820,26,NYJ,12,10,96,52,746,14.3,6,35,52,4.3,62.2,54.2,7.8,2,17,0,0,14,8.5,1.4,0.2,54,14.1,763,6,2,6.0,HolmSa00,WR,,,
3821,26,NYG,7,4,43,24,223,9.3,1,14,17,3.4,31.9,55.8,5.2,0,0,0,0,0,0.0,0.0,0.0,24,9.3,223,1,0,2.0,HagaDe00,WR,,,
3822,26,KAN,2,0,2,1,7,7.0,0,1,7,0.5,3.5,50.0,3.5,1,2,0,0,2,2.0,1.0,0.5,2,4.5,9,0,0,0.0,HagaMa00,WR,,,
3823,26,NYJ,16,7,75,38,409,10.8,1,21,33,2.4,25.6,50.7,5.5,4,86,0,2,37,21.5,5.4,0.3,42,11.8,495,1,1,4.0,KerlJe00,WR,734.0,1079.0,0.68
3824,26,CIN,16,16,170,95,1274,13.4,9,63,53,5.9,79.6,55.9,7.5,4,39,0,1,18,9.8,2.4,0.3,99,13.3,1313,9,1,11.0,JohnCh01,WR,,,
3825,26,BUF,8,1,5,4,14,3.5,0,1,9,0.5,1.8,80.0,2.8,3,10,0,1,8,3.3,1.3,0.4,7,3.4,24,0,0,0.0,McKeIs00,WR,,,
3826,26,DEN,2,0,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,MoorDa03,WR,,,
3827,26,CLE,15,6,93,62,729,11.8,2,43,44,4.1,48.6,66.7,7.8,12,83,0,4,23,6.9,5.5,0.8,74,11.0,812,2,2,7.0,NortDe00,WR,,,
3828,26,PHI,16,16,143,85,1318,15.5,10,56,72,5.3,82.4,59.4,9.2,0,0,0,0,0,0.0,0.0,0.0,85,15.5,1318,10,0,9.0,MaclJe00,WR,1023.0,1176.0,0.87
3829,26,CLE,9,5,33,17,254,14.9,0,11,54,1.9,28.2,51.5,7.7,0,0,0,0,0,0.0,0.0,0.0,17,14.9,254,0,0,2.0,MassMo00,WR,252.0,586.0,0.43
3830,26,NYG,14,0,13,6,37,6.2,1,2,8,0.4,2.6,46.2,2.8,0,0,0,0,0,0.0,0.0,0.0,6,6.2,37,1,1,0.0,MurpLo00,WR,100.0,909.0,0.11
3831,26,MIN,11,4,13,9,127,14.1,0,5,35,0.8,11.5,69.2,9.8,0,0,0,0,0,0.0,0.0,0.0,9,14.1,127,0,0,1.0,JohnCh08,WR,218.0,703.0,0.31
3832,26,LVR,8,3,60,45,448,10.0,3,20,27,5.6,56.0,75.0,7.5,0,0,0,0,0,0.0,0.0,0.0,45,10.0,448,3,2,0.0,RenfHu00,WR,,,
3833,26,LAR,15,15,106,58,509,8.8,3,25,43,3.9,33.9,54.7,4.8,28,159,1,8,30,5.7,10.6,1.9,86,7.8,668,4,5,4.0,AustTa00,WR,731.0,949.0,0.77
3834,26,LAC,16,14,136,97,1196,12.3,6,66,54,6.1,74.8,71.3,8.8,9,75,0,4,28,8.3,4.7,0.6,106,12.0,1271,6,3,12.0,AlleKe00,WR,794.0,992.0,0.8
3835,26,SEA,16,16,82,50,748,15.0,7,38,46,3.1,46.8,61.0,9.1,2,6,0,0,3,3.0,0.4,0.1,52,14.5,754,7,0,9.0,RiceSi01,WR,765.0,1020.0,0.75
3836,26,DAL,14,4,80,54,858,15.9,11,36,74,3.9,61.3,67.5,10.7,0,0,0,0,0,0.0,0.0,0.0,54,15.9,858,11,0,7.0,RobiLa01,WR,,,
3837,26,CHI,15,14,102,51,775,15.2,6,32,62,3.4,51.7,50.0,7.6,2,5,0,0,5,2.5,0.3,0.1,53,14.7,780,6,2,7.0,BerrBe00,WR,,,
3838,26,GNB,16,12,63,33,690,20.9,6,27,78,2.1,43.1,52.4,11.0,4,13,0,1,9,3.3,0.8,0.3,37,19.0,703,6,1,8.0,ValdMa00,WR,,,
3839,26,CHI,15,3,43,32,243,7.6,4,14,17,2.1,16.2,74.4,5.7,0,0,0,0,0,0.0,0.0,0.0,32,7.6,243,4,0,2.0,BennEa00,WR,542.0,1004.0,0.54
3840,26,CIN,15,8,110,79,841,10.6,4,43,72,5.3,56.1,71.8,7.6,5,49,0,2,25,9.8,3.3,0.3,84,10.6,890,4,1,7.0,BoydTy00,WR,,,
3841,26,NWE,9,4,24,9,190,21.1,1,8,60,1.0,21.1,37.5,7.9,0,0,0,0,0,0.0,0.0,0.0,9,21.1,190,1,0,2.0,DaviAn01,WR,,,
3842,26,DEN,1,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,TerrDa00,WR,,,
3843,26,JAX,8,1,8,6,60,10.0,0,3,12,0.8,7.5,75.0,7.5,0,0,0,0,0,0.0,0.0,0.0,6,10.0,60,0,2,0.0,GreeRa00,WR,,,
3844,26,NOR,16,14,107,70,1074,15.3,9,54,68,4.4,67.1,65.4,10.0,1,6,0,0,6,6.0,0.4,0.1,71,15.2,1080,9,2,11.0,ColsMa00,WR,,,
3845,26,DEN,16,16,136,87,1288,14.8,11,63,61,5.4,80.5,64.0,9.5,0,0,0,0,0,0.0,0.0,0.0,87,14.8,1288,11,2,12.0,DeckEr00,WR,1050.0,1207.0,0.87
3846,26,PHI,16,15,86,36,575,16.0,2,22,59,2.3,35.9,41.9,6.7,1,-11,0,0,-11,-11.0,-0.7,0.1,37,15.2,564,2,1,6.0,PinkTo00,WR,,,
3847,26,OAK,16,16,136,64,998,15.6,9,47,52,4.0,62.4,47.1,7.3,1,-4,0,0,-4,-4.0,-0.3,0.1,65,15.3,994,9,2,9.0,PortJe00,WR,,,
3848,26,TAM,2,0,2,1,14,14.0,0,1,14,0.5,7.0,50.0,7.0,0,0,0,0,0,0.0,0.0,0.0,1,14.0,14,0,0,0.0,StroSa00,WR,12.0,120.0,0.1
3849,26,SFO,14,3,33,19,220,11.6,0,9,26,1.4,15.7,57.6,6.7,8,68,0,4,24,8.5,4.9,0.6,27,10.7,288,0,0,5.0,GinnTe00,WR,,,
3850,26,IND,2,0,9,5,67,13.4,0,3,34,2.5,33.5,55.6,7.4,0,0,0,0,0,0.0,0.0,0.0,5,13.4,67,0,0,1.0,GonzAn00,WR,,,
3851,26,LAR,14,14,72,42,583,13.9,2,32,57,3.0,41.6,58.3,8.1,6,52,0,3,27,8.7,3.7,0.4,48,13.2,635,2,0,5.0,CookBr00,WR,701.0,974.0,0.72
3852,26,BAL,13,0,27,19,173,9.1,1,11,18,1.5,13.3,70.4,6.4,5,42,0,2,19,8.4,3.2,0.4,24,9.0,215,1,4,3.0,CampMi02,WR,262.0,873.0,0.3
3853,26,DET,12,12,105,64,838,13.1,5,34,91,5.3,69.8,61.0,8.0,2,1,0,1,9,0.5,0.1,0.2,66,12.7,839,5,2,7.0,WillRo04,WR,,,
3854,26,JAX,16,8,74,41,681,16.6,7,35,39,2.6,42.6,55.4,9.2,0,0,0,0,0,0.0,0.0,0.0,41,16.6,681,7,0,7.0,WilfEr00,WR,,,
3855,26,LVR,8,1,11,7,135,19.3,1,5,43,0.9,16.9,63.6,12.3,0,0,0,0,0,0.0,0.0,0.0,7,19.3,135,1,0,0.0,JoneZa00,WR,,,
3856,26,WAS,16,16,134,84,1483,17.7,9,61,78,5.3,92.7,62.7,11.1,3,-3,0,0,3,-1.0,-0.2,0.2,87,17.0,1480,9,3,13.0,MossSa00,WR,,,
3857,26,PHI,16,9,45,22,377,17.1,2,18,60,1.4,23.6,48.9,8.4,0,0,0,0,0,0.0,0.0,0.0,22,17.1,377,2,0,4.0,MitcFr00,WR,,,
3858,26,CLE,16,15,79,38,516,13.6,3,22,71,2.4,32.3,48.1,6.5,3,-4,0,0,2,-1.3,-0.3,0.2,41,12.5,512,3,0,5.0,MorgQu00,WR,,,
3859,26,NYJ,16,16,90,56,770,13.8,4,43,43,3.5,48.1,62.2,8.6,2,-5,0,0,-2,-2.5,-0.3,0.1,58,13.2,765,4,3,8.0,McCaJu00,WR,,,
3860,26,WAS,9,1,41,21,256,12.2,2,16,32,2.3,28.4,51.2,6.2,1,9,0,0,9,9.0,1.0,0.1,22,12.0,265,2,1,2.0,McCaDa00,WR,,,
3861,26,GNB,16,9,96,68,1263,18.6,15,47,93,4.3,78.9,70.8,13.2,0,0,0,0,0,0.0,0.0,0.0,68,18.6,1263,15,0,15.0,NelsJo00,WR,,,
3862,26,SDG,15,15,108,68,1167,17.2,9,57,55,4.5,77.8,63.0,10.8,3,11,0,1,12,3.7,0.7,0.2,71,16.6,1178,9,0,14.0,JackVi00,WR,,,
3863,26,TEN,16,7,62,41,449,11.0,1,25,40,2.6,28.1,66.1,7.2,2,35,0,1,28,17.5,2.2,0.1,43,11.3,484,1,0,4.0,JoneBr02,WR,,,
3864,26,SEA,14,0,5,4,41,10.3,0,4,12,0.3,2.9,80.0,8.2,0,0,0,0,0,0.0,0.0,0.0,4,10.3,41,0,1,0.0,ObomBe00,WR,,,
3865,26,WAS,8,1,11,2,14,7.0,0,0,9,0.3,1.8,18.2,1.3,0,0,0,0,0,0.0,0.0,0.0,2,7.0,14,0,0,0.0,LloyBr00,WR,,,
3866,26,2TM,15,0,2,2,17,8.5,0,0,15,0.1,1.1,100.0,8.5,0,0,0,0,0,0.0,0.0,0.0,2,8.5,17,0,6,,HollTr00,WR,0.0,0.0,0.0
3867,26,DET,16,16,158,96,1681,17.5,16,76,73,6.0,105.1,60.8,10.6,1,11,0,0,11,11.0,0.7,0.1,97,17.4,1692,16,1,15.0,JohnCa00,WR,,,
3868,26,HOU,15,7,78,51,562,11.0,3,30,47,3.4,37.5,65.4,7.2,2,7,0,1,10,3.5,0.5,0.1,53,10.7,569,3,1,,JoneJa03,WR,,,
3869,26,GNB,16,3,87,50,679,13.6,5,33,66,3.1,42.4,57.5,7.8,0,0,0,0,0,0.0,0.0,0.0,50,13.6,679,5,3,6.0,JoneJa04,WR,,,
3870,26,CAR,1,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,NorwKe00,WR,13.0,76.0,0.17
3871,26,MIN,16,0,42,23,307,13.3,2,14,40,1.4,19.2,54.8,7.3,0,0,0,0,0,0.0,0.0,0.0,23,13.3,307,2,0,2.0,McMuBi00,WR,,,
3872,26,DET,16,7,127,79,943,11.9,6,47,49,4.9,58.9,62.2,7.4,4,2,0,1,9,0.5,0.1,0.3,83,11.4,945,6,3,8.0,McDoSh00,WR,,,
3873,26,OAK,10,2,27,12,115,9.6,0,6,28,1.2,11.5,44.4,4.3,1,1,0,0,1,1.0,0.1,0.1,13,8.9,116,0,1,1.0,MoorDe02,WR,230.0,622.0,0.37
3874,26,IND,16,15,134,69,1124,16.3,5,50,87,4.3,70.3,51.5,8.4,0,0,0,0,0,0.0,0.0,0.0,69,16.3,1124,5,1,8.0,HiltT.00,WR,920.0,1095.0,0.84
3875,26,KAN,14,1,22,12,108,9.0,0,8,17,0.9,7.7,54.5,4.9,0,0,0,0,0,0.0,0.0,0.0,12,9.0,108,0,0,1.0,HemiJu00,WR,255.0,911.0,0.28
3876,26,LAR,16,14,134,94,1161,12.4,10,51,66,5.9,72.6,70.1,8.7,2,4,0,0,6,2.0,0.3,0.1,96,12.1,1165,10,3,9.0,KuppCo00,WR,,,
3877,26,KAN,16,6,38,25,230,9.2,0,15,22,1.6,14.4,65.8,6.1,8,56,0,2,17,7.0,3.5,0.5,33,8.7,286,0,1,,HallDa00,WR,,,
3878,26,NYG,6,1,16,8,189,23.6,1,7,51,1.3,31.5,50.0,11.8,0,0,0,0,0,0.0,0.0,0.0,8,23.6,189,1,1,0.0,RossJo00,WR,,,
3879,26,TEN,5,0,13,10,90,9.0,0,6,12,2.0,18.0,76.9,6.9,0,0,0,0,0,0.0,0.0,0.0,10,9.0,90,0,0,0.0,ReynJo00,WR,,,
3880,26,2TM,6,0,2,1,7,7.0,0,0,7,0.2,1.2,50.0,3.5,1,-2,0,0,0,-2.0,-0.3,0.2,2,2.5,5,0,0,,FiguYa00,WR,,,
3881,26,NYG,12,12,124,77,1052,13.7,6,50,51,6.4,87.7,62.1,8.5,5,19,0,2,11,3.8,1.6,0.4,82,13.1,1071,6,2,9.0,BeckOd00,WR,716.0,762.0,0.94
3882,26,2TM,14,14,78,48,692,14.4,3,0,43,3.4,49.4,61.5,8.9,0,0,0,0,0,0.0,0.0,0.0,48,14.4,692,3,0,6.0,BenjKe00,WR,378.0,540.0,0.7
3883,26,ARI,15,6,73,39,517,13.3,2,28,30,2.6,34.5,53.4,7.1,1,10,0,1,10,10.0,0.7,0.1,40,13.2,527,2,1,4.0,BrowJo02,WR,595.0,1062.0,0.56
3884,26,PIT,15,8,84,50,603,12.1,3,29,51,3.3,40.2,59.5,7.2,6,22,0,0,13,3.7,1.5,0.4,56,11.2,625,3,0,6.0,BryaMa00,WR,681.0,1048.0,0.65
3885,26,ATL,1,0,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,RobiBr00,WR,2.0,50.0,0.04
3886,26,BUF,15,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,AikeSa00,WR,,,
3887,26,BUF,16,0,5,2,13,6.5,0,0,9,0.1,0.8,40.0,2.6,0,0,0,0,0,0.0,0.0,0.0,2,6.5,13,0,0,,EaslMa00,WR,61.0,1220.0,0.05
3888,26,NOR,15,0,1,1,6,6.0,0,0,6,0.1,0.4,100.0,6.0,0,0,0,0,0,0.0,0.0,0.0,1,6.0,6,0,2,,RobyCo00,WR,,,
3889,26,STL,13,2,32,10,102,10.2,0,5,37,0.8,7.8,31.3,3.2,0,0,0,0,0,0.0,0.0,0.0,10,10.2,102,0,0,1.0,QuicBr00,WR,352.0,800.0,0.44
3890,26,NYJ,8,0,28,20,174,8.7,1,6,27,2.5,21.8,71.4,6.2,2,15,0,0,9,7.5,1.9,0.3,22,8.6,189,1,0,0.0,BerrBr00,WR,,,
3891,26,NYG,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,,CoopPh00,WR,,,
3892,26,BAL,12,0,17,8,142,17.8,1,6,34,0.7,11.8,47.1,8.4,0,0,0,0,0,0.0,0.0,0.0,8,17.8,142,1,0,1.0,WillDe03,WR,,,
3893,26,SFO,14,8,45,29,331,11.4,0,13,38,2.1,23.6,64.4,7.4,3,18,0,1,10,6.0,1.3,0.2,32,10.9,349,0,1,3.0,WalkHu00,WR,,,
3894,26,KAN,5,1,13,5,46,9.2,0,3,15,1.0,9.2,38.5,3.5,0,0,0,0,0,0.0,0.0,0.0,5,9.2,46,0,0,0.0,WebbJe00,WR,,,
3895,26,OAK,13,1,19,8,90,11.3,0,4,28,0.6,6.9,42.1,4.7,0,0,0,0,0,0.0,0.0,0.0,8,11.3,90,0,0,1.0,WatkTo20,WR,,,
3896,26,NYJ,5,4,8,6,47,7.8,0,2,12,1.2,9.4,75.0,5.9,0,0,0,0,0,0.0,0.0,0.0,6,7.8,47,0,0,0.0,SterNe00,WR,,,
3897,26,CIN,13,2,68,37,317,8.6,3,16,49,2.8,24.4,54.4,4.7,0,0,0,0,0,0.0,0.0,0.0,37,8.6,317,3,0,3.0,CaldAn00,WR,,,
3898,26,DAL,8,3,27,19,280,14.7,3,13,73,2.4,35.0,70.4,10.4,2,11,0,1,6,5.5,1.4,0.3,21,13.9,291,3,2,0.0,WilsCe01,WR,,,
3899,26,CHI,13,1,12,6,48,8.0,1,4,13,0.5,3.7,50.0,4.0,1,2,0,0,2,2.0,0.2,0.1,7,7.1,50,1,0,0.0,WimsJa00,WR,,,
3900,26,TAM,15,9,61,38,484,12.7,1,21,58,2.5,32.3,62.3,7.9,2,5,0,0,4,2.5,0.3,0.1,40,12.2,489,1,1,4.0,ClayMi00,WR,,,
3901,26,3TM,13,7,27,12,116,9.7,1,0,28,0.9,8.9,44.4,4.3,0,0,0,0,0,0.0,0.0,0.0,12,9.7,116,1,0,1.0,ColbKe00,WR,,,
3902,26,NYJ,16,16,112,71,858,12.1,5,43,56,4.4,53.6,63.4,7.7,2,8,0,0,8,4.0,0.5,0.1,73,11.9,866,5,2,9.0,CotcJe00,WR,,,
3903,26,CAR,16,7,75,38,517,13.6,4,28,49,2.4,32.3,50.7,6.9,0,0,0,0,0,0.0,0.0,0.0,38,13.6,517,4,0,4.0,CartDr00,WR,,,
3904,26,DAL,11,0,35,22,341,15.5,2,15,63,2.0,31.0,62.9,9.7,1,0,0,0,0,0.0,0.0,0.1,23,14.8,341,2,3,3.0,CrayPa00,WR,,,
3905,26,DET,16,16,116,65,1190,18.3,11,52,75,4.1,74.4,56.0,10.3,0,0,0,0,0,0.0,0.0,0.0,65,18.3,1190,11,1,9.0,GollKe00,WR,,,
3906,26,KAN,14,13,90,52,673,12.9,3,30,68,3.7,48.1,57.8,7.5,2,12,0,1,11,6.0,0.9,0.1,54,12.7,685,3,2,7.0,WatkSa00,WR,740.0,937.0,0.79
