player_id,position,games,gamestarts,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_per_g,rec_yds_per_g,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_yds_per_att,Component_1,Component_2,Component_3,Component_4,kmeans_pca_cluster
HowaJo00,RB,68,53,123,83,634,3.8428571428571425,2,0.8142857142857142,6.185714285714285,2.4857142857142853,968,4110,37,3.914285714285714,50.65714285714286,1.0446342923153316,-2.157148785540475,-1.0641335345043055,3
HubbCh01,RB,6,3,19,13,82,6.3,0,2.2,13.7,4.3,72,281,1,3.9,46.8,-1.215515820892592,1.1293183889207006,-0.0841081273767817,1
HuntJa01,RB,5,0,2,1,0,0.0,0,0.2,0.0,0.0,5,19,0,3.8,3.8,-3.3924087251854425,-2.0982463583159596,0.8129456919254702,2
HuntKa00,RB,57,36,217,174,1583,9.379999999999999,16,3.2,28.840000000000003,7.44,763,3532,28,4.619999999999999,58.6,4.121356148664854,2.152926206653614,0.9949426144012051,3
HuntKe00,RB,45,1,42,27,268,6.35,0,0.47500000000000003,4.625,3.95,263,1204,7,4.0,21.675,-1.5270715807499269,-0.1865656008745527,-0.5498983656491412,1
HuntTo01,RB,14,2,6,6,42,3.5,0,0.5,3.5,3.5,14,25,2,1.95,1.75,-2.936721864696963,-0.7776816366713777,0.6595103945405035,2
HydeCa00,RB,105,61,225,158,866,4.822222222222222,3,1.4444444444444444,7.811111111111111,3.4444444444444446,1265,5122,36,3.9777777777777774,46.8888888888889,2.4572601118473902,-1.969688082051906,-0.8083159989393219,3
IngrMa01,RB,143,96,346,281,2011,6.95,10,2.0083333333333333,14.125,5.574999999999999,1717,7758,63,4.466666666666668,51.51666666666667,6.033027373710367,-1.7298229814740635,-0.6808999588114673,0
JackBr00,RB,54,16,141,112,864,8.24,2,1.86,14.6,5.92,355,1383,7,4.5200000000000005,24.72,0.46059888366040774,1.2356578645180682,0.07371199160822785,1
JackDa01,RB,6,0,1,0,0,0.0,0,0.0,0.0,0.0,6,16,0,1.35,2.0,-3.7416912702474323,-2.5229998707962764,1.3565015740109112,2
JackJa00,RB,53,16,46,32,232,6.383333333333333,0,0.5833333333333334,3.9166666666666665,4.0,325,1082,5,3.433333333333333,17.2,-1.4478979159624092,-0.38460125974610365,-0.41560254424557946,1
JackJu01,RB,35,5,61,50,364,6.35,0,1.45,9.600000000000001,5.300000000000001,151,777,2,5.85,22.8,-0.9069799266066908,1.0016522611410157,-0.5184122807668842,1
JackSt00,RB,160,147,628,461,3683,8.916666666666666,9,2.7083333333333335,21.908333333333335,7.000000000000001,2764,11438,69,4.008333333333334,67.88333333333334,10.041860343538673,-1.9887762207564537,-0.6166638059115228,0
JacoBr00,RB,109,49,138,82,743,6.7444444444444445,4,0.7000000000000001,6.166666666666667,4.01111111111111,1141,5094,60,3.9555555555555557,43.922222222222224,2.116538652709912,-1.8366742624485233,-1.7185232966124118,3
JacoJo01,RB,34,34,92,71,533,7.566666666666667,0,2.2333333333333334,16.733333333333334,5.966666666666666,588,2495,24,4.166666666666667,68.73333333333333,1.1139350877530143,0.9065751991660426,-1.2058938244480168,3
JameLa00,RB,19,0,9,5,45,3.54,0,0.2,1.78,2.2199999999999998,46,193,0,2.2600000000000002,8.040000000000001,-2.9915213373001057,-1.1774200297422381,0.524868430734931,2
JameMi00,RB,23,3,16,15,60,1.5999999999999999,0,0.8000000000000002,3.466666666666667,1.4666666666666668,83,351,0,3.866666666666667,15.033333333333331,-2.5315304619879506,-1.3067986729933763,0.5294045818598403,2
JennRa00,RB,93,54,250,191,1469,7.6000000000000005,2,2.085714285714286,15.842857142857143,5.828571428571428,930,3772,23,4.214285714285714,40.51428571428572,2.7351465306979175,0.06735740607179162,-0.2620309707958363,3
JohnCh04,RB,130,111,424,307,2255,6.82,9,2.06,15.170000000000002,4.83,2163,9651,55,4.2,67.07000000000001,6.837354248362356,-2.233462566774756,-0.8472007446368822,0
