player_id,position,games,gamestarts,def_int,def_int_td,pass_defended,fumbles_forced,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,def_targets,def_cmp,Component_1,Component_2,Component_3,kmeans_pca_cluster
IgbiNo00,DB,19,3,0,0.0,2.0,0.0,0.0,19,17.0,2.0,0.0,0.0,34.0,20.0,-2.403464376887342,0.3313248288460382,0.011589205012510758,0
IlokGe00,DB,103,79,9,0.0,32.0,3.0,0.0,365,246.0,119.0,10.0,3.0,5.0,3.0,1.7916650339371383,-0.8214863628300554,-0.2496824422397626,3
IronDa99,DB,20,0,0,0.0,0.0,0.0,0.0,17,16.0,1.0,0.0,0.0,0.0,0.0,-2.5580330699569283,-0.3220541664371271,-0.006023445308109183,0
IshmKe00,DB,95,23,5,1.0,13.0,2.0,1.0,290,183.0,107.0,6.0,1.0,22.0,19.0,0.697945920036639,-0.3421650915735919,-0.1193854265423932,3
JackAd00,DB,55,50,2,0.0,38.0,3.0,0.0,252,215.0,37.0,6.0,0.0,242.0,145.0,0.7320133088208194,4.045423266478436,-0.20662607895258134,2
JackAs00,DB,26,8,0,0.0,4.0,0.0,0.0,38,30.0,8.0,1.0,0.0,0.0,0.0,-2.2746607698274124,-0.3499740678579649,-0.04151234982862413,0
JackBe00,DB,14,0,0,0.0,0.0,0.0,0.0,12,6.0,6.0,0.0,0.0,0.0,0.0,-2.592682059858548,-0.31017026523125446,0.030885863368773414,0
JackCh01,S,18,5,0,0.0,5.0,0.0,0.0,50,36.0,14.0,2.0,0.0,59.0,41.0,-2.0319981860003042,0.8772987726169438,0.11620388505912764,0
JackCh99,DB,33,3,1,1.0,7.0,1.0,1.0,60,52.0,8.0,3.0,2.0,0.0,0.0,-1.5809735716852131,-0.5211606866627101,0.01256427530209002,0
JackDa02,DB,13,2,1,0.0,5.0,0.0,0.0,23,19.0,4.0,1.0,0.0,26.0,16.0,-2.3502730134377274,0.18713771632974846,-0.01452442563309827,0
JackDo02,DB,52,48,11,0.0,34.0,2.0,1.0,185,147.0,38.0,9.0,1.0,250.0,147.0,0.9341983973747016,4.094062988688177,-0.10848802544560997,2
JackEd01,S,70,70,10,3.0,31.0,8.0,2.0,306,236.0,70.0,10.0,1.0,169.0,97.0,2.704668016584689,2.0620617875427523,-0.9530160821524535,2
JackJo01,DB,42,15,0,0.0,12.0,0.0,0.0,86,71.0,15.0,2.0,0.0,102.0,69.0,-1.4530756581990032,1.6872814588495344,-0.0075474924243011275,0
JackKa99,DB,170,162,20,3.0,103.0,7.0,3.0,778,625.0,153.0,28.0,4.0,200.0,131.0,8.146214003654473,2.2777443003687177,-1.4113909779704812,1
JackMa22,DB,56,32,4,0.0,15.0,2.0,0.5,291,224.0,67.0,7.0,4.0,0.0,0.0,0.157287728031907,-0.7409593865688849,0.3699786723729195,3
JackMi01,DB,2,0,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-2.7390190787822744,-0.27946483236632713,0.044410972342500396,0
JackTa99,DB,56,56,10,2.0,27.0,5.0,1.0,239,212.0,27.0,7.0,2.0,0.0,0.0,0.9027249992665815,-0.8806768683636039,-1.019474065925544,3
JackWi02,DB,65,54,4,1.0,46.0,0.0,1.0,168,136.0,32.0,5.0,1.0,261.0,143.0,0.7417391372895441,4.231737975222158,-0.4559686598008553,2
JameDe00,S,29,29,4,0.0,16.0,3.0,5.0,207,144.0,63.0,10.0,9.0,122.0,82.0,0.8918078042653769,1.5765033025096942,2.0887879063558885,2
JameMi20,DB,42,1,1,0.0,2.0,1.0,1.0,52,36.0,16.0,1.0,0.0,0.0,0.0,-1.9473039396962575,-0.46681907425965574,0.1284867353918181,0
JameNa00,S,31,0,0,0.0,2.0,0.0,0.0,20,17.0,3.0,0.0,0.0,16.0,10.0,-2.3950216649258733,-0.02717129246283807,-0.030899793489926684,0
JammQu20,DB,183,162,21,1.0,140.0,7.0,0.0,735,631.0,104.0,11.0,0.0,0.0,0.0,6.081365751606475,-1.3312731842489196,-3.21894895788111,1
JarrJa00,DB,47,9,2,0.0,2.0,2.0,1.5,83,62.0,21.0,3.0,4.0,0.0,0.0,-1.2922744360421585,-0.6044717357706645,0.6332823547177768,0
JarrKy00,S,16,6,0,0.0,4.0,1.0,0.0,58,39.0,19.0,0.0,0.0,0.0,0.0,-2.1890570154128697,-0.3674420679788479,-0.004858015947739106,0
JeanSh00,DB,4,0,0,0.0,0.0,0.0,0.0,3,2.0,1.0,0.0,0.0,1.0,1.0,-2.7097952139532717,-0.25901341412362583,0.04396494381677735,0
JeanSt00,DB,5,0,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-2.7192786508671505,-0.28503778943445957,0.03586150747586429,0
JeffJo20,DB,27,5,1,0.0,3.0,2.0,0.0,51,40.0,11.0,0.0,0.0,0.0,0.0,-2.079347308242982,-0.41663267331876613,-0.09883500512478853,0
JenkJa03,DB,150,147,30,8.0,135.0,7.0,2.0,614,526.0,88.0,14.0,2.0,403.0,239.0,8.608611405833217,6.079960386421693,-4.485464097340631,1
JenkMa99,DB,191,183,21,7.0,109.0,19.0,13.5,1014,783.0,231.0,50.0,34.0,236.0,156.0,14.832690708965064,1.4447173353415734,3.1472298147943643,1
JenkMi99,DB,101,68,10,1.0,54.0,2.0,0.0,244,221.0,23.0,7.0,0.0,0.0,0.0,0.9122173606918372,-0.7480395402236766,-1.5630783226694456,3
JenkRa00,S,69,40,5,0.0,12.0,0.0,1.5,221,152.0,69.0,8.0,5.0,120.0,77.0,0.47979285960110973,1.6608589394430846,0.8180318984838365,2
JennKe20,DB,91,45,2,0.0,53.0,1.0,1.0,243,211.0,32.0,2.0,2.0,0.0,0.0,0.1259073422190147,-0.6384123440576135,-0.4956236123567318,3
JennTi20,DB,137,98,20,3.0,79.0,8.0,0.0,480,396.0,84.0,16.0,0.0,0.0,0.0,4.327531847228942,-1.3185431160890533,-2.681669365355879,3
JohnCh26,DB,77,31,8,1.0,49.0,4.0,0.0,197,178.0,19.0,9.0,4.0,0.0,0.0,0.5789201387776592,-0.7866729824344235,-0.7588898866046585,3
JohnDe24,DB,22,5,0,0.0,4.0,0.0,1.0,45,38.0,7.0,2.0,0.0,0.0,0.0,-2.176247494499446,-0.39296421584163654,0.19565062420358914,0
JohnDo02,DB,102,27,2,2.0,25.0,1.0,1.0,200,166.0,34.0,5.0,7.0,47.0,35.0,0.5722217858415315,0.19064126775251378,-0.09265220582861498,3
JohnIs02,DB,19,0,0,0.0,5.0,0.0,0.0,15,8.0,7.0,0.0,0.0,23.0,14.0,-2.424102527518258,0.13184548039104932,-0.0046732369603150374,0
JohnJa11,DB,35,1,1,0.0,1.0,0.0,0.0,21,15.0,6.0,0.0,0.0,7.0,6.0,-2.341350563858085,-0.19508397405393554,-0.07550223552859123,0
JohnJa13,DB,22,22,1,0.0,22.0,0.0,0.0,71,55.0,16.0,1.0,0.0,128.0,70.0,-1.4415856937437637,2.017277436458263,-0.1363269864009488,0
JohnJo10,S,63,57,10,0.0,35.0,2.0,0.0,381,255.0,126.0,8.0,3.0,168.0,113.0,1.9097701711162889,2.623104024319627,0.06293592094432415,2
JohnKe04,DB,64,25,1,0.0,22.0,1.0,1.5,199,153.0,46.0,6.0,4.0,93.0,57.0,-0.043863904975633326,1.1416311133538917,0.6461179785007163,0
JohnLo01,DB,38,17,3,0.0,11.0,0.0,0.0,158,115.0,43.0,1.0,3.0,114.0,77.0,-0.8274644480057793,1.8472796171609975,0.2798119389656019,0
JohnMa99,DB,5,0,0,0.0,3.0,0.0,0.0,7,5.0,2.0,0.0,0.0,0.0,0.0,-2.660505798491933,-0.2855648125224973,0.009487468741109464,0
JohnMi99,DB,49,35,3,0.0,10.0,1.0,2.0,159,117.0,42.0,11.0,6.0,0.0,0.0,-0.24499775520760014,-0.7270571635062321,1.0318450846427827,0
JohnRa98,DB,114,58,15,3.0,31.0,2.0,1.0,384,307.0,77.0,7.0,3.0,0.0,0.0,2.2855460783171386,-1.0773680930053053,-1.4805031585895958,3
JohnRo99,DB,15,3,1,0.0,1.0,0.0,0.0,20,14.0,6.0,3.0,0.0,0.0,0.0,-2.3801251662224936,-0.3448461492503201,0.05510387315738739,0
JohnTa01,DB,46,27,2,1.0,20.0,4.0,4.0,226,174.0,52.0,9.0,6.0,205.0,131.0,1.2472116035294933,3.1545631948088824,1.2814179821319946,2
JohnTo20,DB,80,22,0,0.0,5.0,2.0,1.0,196,160.0,36.0,2.0,0.0,0.0,0.0,-0.8120685309741996,-0.6491272336502625,0.03005843983603143,0
JohnTr05,DB,102,77,23,4.0,74.0,3.0,0.0,392,339.0,53.0,11.0,0.0,99.0,63.0,3.483675874427146,0.8927758553382663,-2.992468511884301,3
JohnTy99,DB,53,27,2,0.0,10.0,0.0,0.0,126,100.0,26.0,3.0,0.0,0.0,0.0,-1.3464668177806751,-0.47456278508382993,-0.221057266410747,0
JoneBr06,S,26,12,0,0.0,1.0,1.0,3.0,110,73.0,37.0,7.0,7.0,48.0,39.0,-0.7948176926679624,0.42168127573630765,1.641793984973454,0
JoneBy00,DB,102,96,4,1.0,54.0,5.0,0.0,427,331.0,96.0,11.0,3.0,277.0,158.0,3.3046898800416575,4.232154312275342,-0.39615128780680176,2
JoneCo01,DB,137,14,3,0.0,7.0,1.0,1.0,133,93.0,40.0,5.0,3.0,6.0,5.0,-0.38849675110220355,-0.6261085504027202,0.20114793696895578,0
JoneCy00,DB,42,2,0,0.0,0.0,0.0,0.0,26,16.0,10.0,0.0,0.0,3.0,1.0,-2.316251953224963,-0.32600159353932945,-0.04048381001777055,0
JoneDa99,DB,59,12,1,0.0,11.0,1.0,0.0,102,87.0,15.0,0.0,0.0,0.0,0.0,-1.6166766081787738,-0.46696467538352876,-0.29006863724474796,0
JoneDe02,DB,4,0,0,0.0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,4.0,3.0,-2.704305032787498,-0.19749600356311778,0.04435675538816721,0
JoneDo02,DB,65,0,0,0.0,0.0,1.0,0.0,51,44.0,7.0,0.0,0.0,0.0,0.0,-2.031165839229386,-0.4551331794814717,-0.12388860675725018,0
JoneJo06,S,51,25,2,0.0,8.0,0.0,3.0,211,160.0,51.0,7.0,3.0,65.0,53.0,-0.1667318653651072,0.7693157110503379,1.006836566394383,0
JoneNa20,DB,111,12,3,0.0,18.0,3.0,6.0,253,197.0,56.0,6.0,10.0,0.0,0.0,0.998664324977223,-1.1043934932777368,1.902623159861277,3
JonePa20,DB,146,104,17,2.0,97.0,7.0,3.0,509,421.0,88.0,13.0,3.0,20.0,11.0,4.701133042733265,-0.9966096143098679,-1.6399196863261585,3
JoneRe99,DB,128,113,21,4.0,55.0,3.0,10.5,776,599.0,177.0,41.0,16.0,53.0,33.0,8.293822816065951,-1.1559826085054175,2.049431467661664,1
JoneSe20,DB,107,85,17,0.0,40.0,3.0,4.0,514,380.0,134.0,18.0,19.0,0.0,0.0,4.237423995213534,-1.4311415075475153,2.0240315255719055,1
JoneSi00,DB,39,18,4,0.0,23.0,1.0,0.0,101,80.0,21.0,3.0,0.0,145.0,85.0,-0.8922092966845244,2.3101471526484554,-0.21059673267962806,2
JoseJo20,DB,218,198,33,7.0,205.0,9.0,0.0,816,695.0,121.0,20.0,2.0,261.0,157.0,10.642306658402156,3.220168848119651,-5.7272652298517635,1
JoseKa00,S,64,49,5,0.0,19.0,1.0,3.0,303,220.0,83.0,11.0,5.0,75.0,47.0,1.1175838768695023,0.6015398684554737,1.0700985558198313,3
JoynLa00,DB,96,59,4,1.0,33.0,2.0,5.0,421,331.0,90.0,21.0,6.0,173.0,113.0,3.1647618485042734,2.2697658613220533,1.4388117385505643,2
JuexBh20,DB,80,27,6,0.0,26.0,2.0,1.5,184,144.0,40.0,2.0,0.0,0.0,0.0,-0.3386507267360854,-0.6742912502088749,-0.3570439132527066,0
KazeDa00,DB,60,42,11,0.0,16.0,6.0,0.0,219,152.0,67.0,3.0,0.0,89.0,54.0,0.4911372310211088,0.9571631666686236,-0.5189243371774993,3
KearJa00,S,81,19,1,0.0,13.0,1.0,0.5,192,136.0,56.0,7.0,6.0,99.0,64.0,0.025455364885443532,1.2791213850190177,0.8222705232428358,2
KeitJo20,DB,23,8,1,0.0,2.0,4.0,1.0,60,42.0,18.0,3.0,0.0,0.0,0.0,-1.6672864471215,-0.5374512312662197,0.20731906605171407,0
KellBe20,DB,7,0,0,0.0,0.0,0.0,0.0,5,4.0,1.0,1.0,0.0,0.0,0.0,-2.6511091137027862,-0.2993028297361061,0.0638527533176685,0
KellEr20,DB,48,23,3,0.0,9.0,1.0,0.0,161,136.0,25.0,2.0,0.0,0.0,0.0,-1.2172037581095492,-0.5121138852509923,-0.27082491432551864,0
KennKe21,DB,115,99,10,1.0,43.0,7.0,6.0,550,408.0,142.0,16.0,0.0,0.0,0.0,4.072146354995352,-1.4457863783574612,0.18703337669015307,3
KeoxSh00,DB,63,11,3,0.0,8.0,0.0,0.0,99,83.0,16.0,0.0,0.0,0.0,0.0,-1.639536030688688,-0.4603389172497724,-0.33870696603915407,0
KeyeTh00,DB,12,1,0,0.0,0.0,0.0,0.0,9,8.0,1.0,0.0,0.0,7.0,6.0,-2.6048223120980065,-0.13896661052046502,0.026275346932003413,0
KielTe20,DB,59,51,4,0.0,22.0,2.0,2.0,278,218.0,60.0,7.0,0.0,0.0,0.0,0.25869828313934695,-0.7443863999094503,0.0534803480016606,3
KillMi00,S,86,4,2,1.0,6.0,1.0,0.0,110,91.0,19.0,1.0,2.0,5.0,3.0,-1.1131266764759855,-0.5072137989099031,-0.3850525722775505,0
KindDe00,S,42,17,2,0.0,12.0,1.0,0.0,148,108.0,40.0,10.0,2.0,23.0,18.0,-0.823714831382978,-0.06382443451715708,0.3289049668135263,0
KingAk00,DB,34,4,0,0.0,3.0,0.0,0.0,39,28.0,11.0,0.0,2.0,33.0,21.0,-2.0778382608676638,0.2760977406504369,0.1984446422619193,0
KingDe01,S,76,35,4,2.0,20.0,3.0,9.5,310,242.0,68.0,17.0,15.0,255.0,190.0,3.535648125683878,4.081961556073822,3.1633554420703476,2
KingEr20,DB,66,4,0,0.0,8.0,0.0,0.0,91,74.0,17.0,7.0,1.0,0.0,0.0,-1.509216221579402,-0.5103523055797303,0.12924884200297038,0
KingJu99,DB,42,23,1,0.0,11.0,1.0,1.0,116,99.0,17.0,7.0,7.0,0.0,0.0,-0.9067490363609582,-0.6079130976185815,0.8741141531098225,0
KingKe01,DB,45,40,6,0.0,29.0,2.0,1.0,185,148.0,37.0,5.0,3.0,183.0,111.0,0.3412282215374482,2.915070772266974,0.20900137949290717,2
KirkDr00,DB,119,79,13,2.0,72.0,1.0,3.0,365,313.0,52.0,10.0,3.0,205.0,123.0,3.266728778922163,2.9228426153324407,-0.9573332841598816,2
LandDa21,DB,130,126,13,3.0,43.0,3.0,8.0,768,562.0,206.0,18.0,17.0,0.0,0.0,6.7260205703168445,-1.864723673538367,1.7558976956616577,1
LandLa99,DB,103,97,6,1.0,43.0,10.0,8.0,617,467.0,150.0,26.0,29.0,0.0,0.0,6.272323569450908,-1.9745055728507626,4.167542993095992,1
LaneJe00,DB,70,21,2,0.0,15.0,1.0,0.0,146,103.0,43.0,3.0,1.0,0.0,0.0,-0.9570739232870048,-0.5570737010497477,-0.14241845360274405,0
LangBr00,DB,16,0,0,0.0,0.0,0.0,0.0,6,6.0,0.0,0.0,0.0,0.0,0.0,-2.6287861794483014,-0.30820702096151187,0.003601791914027583,0
LankEl99,DB,49,1,2,0.0,7.0,2.0,1.0,72,62.0,10.0,2.0,2.0,0.0,0.0,-1.5623815473298228,-0.5450785147170653,0.22283562067065543,0
LarrKa20,DB,19,6,0,0.0,2.0,2.0,0.0,25,19.0,6.0,1.0,0.0,0.0,0.0,-2.251067519057088,-0.3885926011990305,-0.010095757517479476,0
LattMa01,DB,64,64,11,1.0,65.0,5.0,0.0,257,211.0,46.0,5.0,0.0,316.0,174.0,2.0628297569929073,5.09763879232278,-1.2110091422808862,2
LawsNe00,DB,93,69,1,0.0,36.0,3.0,2.0,298,244.0,54.0,6.0,4.0,177.0,109.0,1.4943817535572124,2.6225230173692595,0.4631900770320329,2
LaynJu00,DB,34,0,0,0.0,0.0,0.0,0.0,33,22.0,11.0,0.0,0.0,13.0,11.0,-2.312298524538312,-0.05895050840238758,0.010172008293713822,0
LeJeNo20,DB,7,0,0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,-2.702496185111056,-0.2893001052686612,0.029979528687939447,0
LeexPa99,DB,55,15,2,0.0,9.0,2.0,0.0,90,77.0,13.0,2.0,0.0,0.0,0.0,-1.5023604294133102,-0.5046946380531897,-0.2594174954582138,0
LehaMi20,DB,67,22,1,0.0,12.0,0.0,1.0,141,118.0,23.0,6.0,3.0,0.0,0.0,-0.928851413801782,-0.592544290395415,0.363362318604033,0
LenoDe00,DB,5,2,0,0.0,2.0,0.0,0.0,9,6.0,3.0,0.0,0.0,16.0,8.0,-2.5955199821939186,-0.004396937380552594,0.03554469164817131,0
LewiJo01,DB,69,31,5,0.0,21.0,0.0,6.5,204,156.0,48.0,14.0,8.0,200.0,134.0,1.429135752979358,3.1045624593676293,2.2424617425571203,2
LewiKe00,DB,103,84,9,2.0,34.0,8.0,0.0,349,255.0,94.0,13.0,6.0,14.0,9.0,2.766234078391092,-0.8929421412225197,-0.6319626460525859,3
LewiKe20,DB,76,13,3,0.0,8.0,3.0,1.0,158,117.0,41.0,5.0,3.0,0.0,0.0,-0.5559028027851926,-0.7208515071849453,0.34485447335580305,0
LewiKe96,DB,83,49,7,0.0,53.0,3.0,0.0,213,177.0,36.0,4.0,0.0,0.0,0.0,0.24185032033598464,-0.6524276708866809,-1.0296151342064759,3
LewiMi99,DB,131,111,12,1.0,50.0,14.0,11.5,603,497.0,106.0,27.0,11.0,0.0,0.0,6.418058374104792,-2.1038459627495163,2.3015716942443567,1
LewiMy99,DB,28,1,0,0.0,3.0,0.0,0.0,20,20.0,0.0,0.0,0.0,0.0,0.0,-2.4634233306520885,-0.33451151827234893,-0.06947247026984955,0
LindTr99,DB,11,1,1,0.0,1.0,0.0,0.0,23,22.0,1.0,1.0,0.0,0.0,0.0,-2.506041812785387,-0.3213181810862054,-0.007255131952137606,0
LongDa02,DB,33,5,1,0.0,5.0,0.0,0.0,39,36.0,3.0,0.0,0.0,48.0,33.0,-2.0977436295496457,0.635080125798955,-0.08558347745954327,0
LottAn20,DB,32,3,0,0.0,1.0,0.0,1.0,39,34.0,5.0,1.0,0.0,0.0,0.0,-2.2208067933078324,-0.4032346701416342,0.16985435398947005,0
LoveJu00,DB,40,12,3,0.0,9.0,1.0,0.0,124,87.0,37.0,6.0,2.0,78.0,52.0,-0.9340633263849863,1.0542364203254155,0.2862383457903295,0
LoweDw99,DB,116,88,17,3.0,67.0,8.0,5.0,395,315.0,80.0,12.0,9.0,0.0,0.0,4.305774464563879,-1.4812046365414158,-0.5455264930701929,3
LoweOm20,DB,43,1,0,0.0,1.0,1.0,0.0,50,46.0,4.0,1.0,0.0,0.0,0.0,-2.140269340130815,-0.4192056134974626,-0.05613962637793023,0
LowrCa20,DB,43,14,2,0.0,14.0,1.0,0.0,93,68.0,25.0,0.0,0.0,0.0,0.0,-1.6287224399519455,-0.4385909534133322,-0.2868368310638337,0
LuanSh00,S,31,1,0,0.0,2.0,0.0,0.0,28,21.0,7.0,1.0,1.0,1.0,1.0,-2.3041744827801174,-0.3408274010312525,0.09680954439992277,0
LucaJo00,S,50,4,1,0.0,3.0,0.0,1.0,47,29.0,18.0,1.0,3.0,15.0,8.0,-1.7631253544316265,-0.20618236900316275,0.4362513628098371,0
LucaKe20,DB,138,112,25,1.0,110.0,3.0,0.0,533,461.0,72.0,12.0,0.0,0.0,0.0,4.098079603434675,-1.0825830490289137,-2.7851559307735276,3
LyncCo99,DB,79,12,5,0.0,15.0,0.0,0.0,126,97.0,29.0,8.0,3.0,0.0,0.0,-0.8010350420802058,-0.6076194289757368,0.06015128165974769,0
MackDa20,DB,120,75,14,1.0,75.0,3.0,1.0,371,320.0,51.0,10.0,0.0,0.0,0.0,2.3006889722694424,-0.9536602465655685,-1.6812522481223018,3
MaddAv00,DB,44,25,3,0.0,21.0,4.0,2.0,163,128.0,35.0,8.0,5.0,201.0,126.0,0.46761726288566036,3.211461245246643,0.9854438502551078,2
MageCr00,DB,24,10,1,0.0,6.0,0.0,0.0,41,29.0,12.0,1.0,0.0,0.0,0.0,-2.1879373149579524,-0.35295975377560423,-0.09209801236395217,0
MalbAn20,DB,9,1,0,0.0,1.0,0.0,0.0,21,21.0,0.0,0.0,0.0,0.0,0.0,-2.6033989684145267,-0.3021323820036408,0.006384808984805909,0
MannDa21,DB,128,96,11,1.0,43.0,10.0,4.0,551,435.0,116.0,8.0,8.0,0.0,0.0,4.204976476840706,-1.4913245628671425,0.2283544333461,3
MannRi20,DB,84,38,14,2.0,33.0,4.0,4.0,272,223.0,49.0,11.0,2.0,0.0,0.0,1.7062088684860355,-1.0977512859689078,-0.4952344677461841,3
ManuMa20,DB,116,58,2,1.0,16.0,4.0,1.0,368,285.0,83.0,8.0,2.0,0.0,0.0,1.3953944424857183,-0.9893763720464178,-0.19389928628421751,3
MarsAl20,DB,7,0,0,0.0,0.0,0.0,0.0,7,4.0,3.0,0.0,0.0,0.0,0.0,-2.670619621719113,-0.2932334020038033,0.040407071706098543,0
MarsCu01,DB,28,0,0,0.0,2.0,0.0,0.0,14,13.0,1.0,0.0,0.0,0.0,0.0,-2.4976833621753016,-0.3329051045451229,-0.05016801563143071,0
MarsIm00,DB,3,0,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-2.7324389361439,-0.28132248472237126,0.04156115072028836,0
MarsRi20,DB,124,66,18,2.0,69.0,3.0,7.0,611,526.0,85.0,26.0,11.0,0.0,0.0,5.223069527777265,-1.6486845370225045,0.7979641314205441,1
MartDe22,DB,73,4,3,0.0,8.0,0.0,1.0,100,77.0,23.0,1.0,1.0,0.0,0.0,-1.4178011917132236,-0.5397001021757387,0.010233680685690583,0
MartSh99,DB,84,38,8,0.0,22.0,5.0,0.0,217,162.0,55.0,4.0,3.0,0.0,0.0,0.31527082468337847,-0.7950403042161562,-0.3186924510647029,3
MathRa99,DB,175,165,32,4.0,132.0,9.0,1.0,649,575.0,74.0,20.0,2.0,0.0,0.0,7.212384164482112,-1.6399930935736406,-3.9793988301342473,1
MathTy00,DB,121,112,25,3.0,74.0,4.0,10.0,576,497.0,79.0,41.0,24.0,248.0,155.0,8.232573609867273,2.7997994938259296,2.6959013954642814,1
MaxwBy00,DB,90,58,12,0.0,65.0,12.0,0.0,283,234.0,49.0,2.0,0.0,0.0,0.0,1.613991460903161,-0.964431889329112,-1.502086830908909,3
MayeMa00,S,60,60,6,0.0,24.0,4.0,3.5,312,219.0,93.0,9.0,3.0,112.0,60.0,1.5515915955191522,1.1009422900952994,0.8208306259682246,2
MaysTa99,DB,80,15,0,0.0,11.0,1.0,1.0,124,89.0,35.0,3.0,2.0,0.0,0.0,-1.0255957434341159,-0.6025174642388087,0.24767284046891913,0
McBaDa99,DB,37,1,2,0.0,4.0,0.0,0.0,52,44.0,8.0,0.0,0.0,0.0,0.0,-2.1694323293438154,-0.3827749934131884,-0.1656558980195797,0
McBrTr99,DB,84,21,7,1.0,28.0,5.0,1.0,152,132.0,20.0,5.0,0.0,0.0,0.0,-0.005456127836056316,-0.7902967963964379,-0.8247026789744903,3
McCaBo01,DB,95,62,8,0.0,34.0,1.0,4.0,287,226.0,61.0,9.0,7.0,117.0,79.0,1.7793202128719379,1.4385120041054256,0.9710741347567178,2
McCaBr99,DB,132,41,11,2.0,62.0,0.0,0.5,238,193.0,45.0,1.0,3.0,0.0,0.0,1.111672657400972,-0.7949126357827181,-1.6824920288913556,3
McCaKe20,DB,71,6,0,0.0,2.0,0.0,1.0,84,72.0,12.0,2.0,0.0,0.0,0.0,-1.70035985805604,-0.5095973153549427,0.08620578457677068,0
McCaMa99,DB,27,10,0,0.0,8.0,0.0,0.0,69,58.0,11.0,2.0,0.0,0.0,0.0,-2.053289282291856,-0.3730278575484695,-0.058789267789202446,0
McClRo98,DB,97,32,7,1.0,28.0,2.0,2.5,299,240.0,59.0,9.0,7.0,0.0,0.0,1.2511397247674267,-0.9845263382329725,0.39083375985479185,3
McCoDe99,DB,180,180,29,2.0,96.0,11.0,3.0,872,668.0,204.0,20.0,4.0,130.0,80.0,8.772392644330338,0.6214104468294055,-1.67874095554463,1
McCoJa99,DB,173,141,18,1.0,108.0,9.0,1.0,744,598.0,146.0,18.0,1.0,212.0,116.0,6.866756190723143,2.3994192390043363,-1.7247472142398697,1
McCrDe00,DB,49,16,0,0.0,6.0,0.0,0.0,87,73.0,14.0,1.0,0.0,0.0,0.0,-1.8371006295067467,-0.41879792702363927,-0.14308084442887248,0
McCrMa20,DB,116,91,16,1.0,44.0,3.0,3.0,456,353.0,103.0,13.0,2.0,0.0,0.0,3.1169614530398433,-1.1823453093520024,-0.6050145939420494,3
McDoBr99,DB,86,33,9,1.0,42.0,2.0,1.0,235,193.0,42.0,8.0,3.0,0.0,0.0,0.7162963202098506,-0.8112166069993819,-0.6119875520449025,3
McDoDe00,DB,39,1,0,0.0,2.0,0.0,0.0,23,17.0,6.0,0.0,1.0,9.0,6.0,-2.284159234476038,-0.18689804151819364,0.05117852776885089,0
McDoDe02,DB,27,6,0,0.0,7.0,1.0,0.0,49,42.0,7.0,0.0,0.0,0.0,0.0,-2.176475052516717,-0.3746063082369857,-0.11276142280740965,0
McDoTJ00,DB,75,75,8,0.0,25.0,1.0,5.0,415,312.0,103.0,26.0,9.0,46.0,29.0,2.8741869337572794,-0.3036386454390527,2.037821606927854,3
McFaBr20,DB,96,51,9,1.0,56.0,4.0,4.0,303,272.0,31.0,5.0,5.0,0.0,0.0,1.6708445733165722,-1.013885588815039,-0.23256130463283559,3
McFaLe00,DB,34,2,0,0.0,2.0,0.0,0.0,35,25.0,10.0,4.0,1.0,0.0,0.0,-2.1339199182714896,-0.4008830525544476,0.18492167980486582,0
McFaWa99,DB,4,0,0,0.0,0.0,0.0,0.0,6,5.0,1.0,0.0,0.0,0.0,0.0,-2.703159337443725,-0.286314606397174,0.041579391625793036,0
McGeBr00,DB,18,0,0,0.0,0.0,0.0,0.0,18,14.0,4.0,0.0,0.0,0.0,0.0,-2.5538055137591176,-0.3200841139717275,0.010833083128477625,0
McGeTe99,DB,122,90,17,1.0,99.0,3.0,3.0,521,441.0,80.0,16.0,0.0,0.0,0.0,3.838490712333817,-1.164530959998268,-1.4823600418716976,3
McGiKe00,DB,54,3,0,0.0,2.0,0.0,0.0,40,34.0,6.0,2.0,0.0,0.0,0.0,-2.114132395411264,-0.41307313147324215,-0.05927701611622459,0
McGrJo21,DB,122,36,10,0.0,24.0,4.0,2.0,365,283.0,82.0,12.0,6.0,0.0,0.0,1.834099581193309,-1.1101854121850876,0.4990641887210187,3
McKeLe99,DB,111,72,15,2.0,80.0,4.0,0.0,360,300.0,60.0,4.0,1.0,0.0,0.0,2.327060086951578,-0.9268249496208104,-2.3013888921738492,3
McKiXa00,S,15,12,5,1.0,8.0,0.0,0.0,71,44.0,27.0,1.0,0.0,40.0,28.0,-1.547585488084542,0.41601442849490056,-0.4769228194668021,0
McMaSh99,DB,142,5,3,0.0,8.0,3.0,1.0,154,125.0,29.0,2.0,4.0,37.0,22.0,-0.19671255318919575,-0.11191716345712317,0.20236218199877776,0
McMiJe00,DB,28,2,1,0.0,6.0,0.0,0.0,42,30.0,12.0,1.0,1.0,0.0,0.0,-2.173082136682857,-0.37175449778773056,0.030600402361037032,0
